label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,17.892314990512332,333.43548387096774,440.47011385199244,2724.0,1.4015861259208016,1058.26944971537,1236.332542694497,809.6660341555977,False,mCherryi_1_b1,mCherry RNAi,0.1462490815480899,-0.5370591044208208,-46.01310519151278,85,800
2,19.51063829787234,330.95877659574467,400.82579787234044,1318.0,1.4636999208132537,1303.531914893617,1041.5146276595744,826.6928191489362,False,mCherryi_1_b1,mCherry RNAi,0.3049277290036796,-0.5282633598834225,-44.2899801832739,85,800
3,18.414322250639387,706.0268542199489,414.64194373401534,1050.0,1.5903146979459852,1410.544757033248,1086.494884910486,994.0102301790281,False,mCherryi_1_b1,mCherry RNAi,0.0450556346013713,0.5781512281267793,-41.683499947723895,85,800
4,20.66546438232642,273.74571686203785,484.2272317403066,1393.0,1.3253819355430088,1389.1055004508567,1590.8007213706042,1323.1154192966637,False,mCherryi_1_b1,mCherry RNAi,0.0052010463689966535,-0.7319848985836175,-43.97965582971537,85,800
5,20.357466063348415,659.408371040724,353.1425339366516,1105.0,1.4709498538177515,1615.341628959276,1652.6843891402716,1161.1402714932126,False,mCherryi_1_b1,mCherry RNAi,0.3146004897311492,0.4649875673019521,-40.00519686769803,85,800
6,22.277724204435874,678.7010607521697,382.82256509161044,1406.0,1.3940476895195228,747.5959498553519,1284.5612343297976,895.0540019286403,False,mCherryi_1_b1,mCherry RNAi,0.18624738496605064,0.5100081672419281,-37.98931619561711,85,800
7,19.97052401746725,746.278384279476,434.8853711790393,1318.0,1.4706168546403275,1339.0403930131004,1480.004366812227,1176.542576419214,False,mCherryi_1_b1,mCherry RNAi,-0.057301692789239134,0.6891765056106405,-39.79136322399471,85,800
8,23.300705467372133,257.3245149911817,526.3553791887125,1367.0,1.2205975884651088,1063.4717813051147,1999.4435626102293,938.5520282186949,False,mCherryi_1_b1,mCherry RNAi,-0.1530357731289097,-0.7979561965423326,-41.64641364401287,85,800
9,21.46060606060606,669.1721212121212,372.6230303030303,1190.0,1.5826930216560464,932.1975757575758,1000.350303030303,1059.810909090909,False,mCherryi_1_b1,mCherry RNAi,0.2319419536970717,0.48594656796199787,-38.86825505173236,85,800
10,21.896871378910777,430.558516801854,375.70336037079954,1069.0,1.5344480965736482,805.8482039397451,1331.0254924681344,1005.3997682502896,False,mCherryi_1_b1,mCherry RNAi,0.35016273580097934,-0.22277958387147812,-40.826463603141804,85,800
11,23.253968253968253,655.4887218045113,339.25647451963243,1541.0,1.471825767265757,1154.8329156223892,1154.030910609858,858.1461988304094,False,mCherryi_1_b1,mCherry RNAi,0.37183132296802657,0.4589471223919501,-37.102613890660564,85,800
12,23.670020120724345,696.9728370221328,412.79476861167,1334.0,1.3641561366847272,1384.3511066398391,1691.5603621730381,1089.8098591549297,False,mCherryi_1_b1,mCherry RNAi,0.05729682946322878,0.5518989445058498,-36.5125255992197,85,800
13,25.020153550863725,263.18330134357007,482.42706333973126,1353.0,1.3846117372897553,1615.4174664107486,2219.2619961612286,1245.601727447217,False,mCherryi_1_b1,mCherry RNAi,0.01808709134903319,-0.7627006615440093,-39.72486695789826,85,800
14,23.28235294117647,343.3333333333333,396.19869281045754,1072.0,1.574955066619427,1173.0326797385621,1850.1267973856209,952.7346405228758,False,mCherryi_1_b1,mCherry RNAi,0.31649790702115044,-0.489801879025321,-40.379688695299095,85,800
15,25.721175584024113,663.3082140165787,382.87867370007535,1782.0,1.3598512916662817,1482.571966842502,1811.1801055011304,1643.178598342125,False,mCherryi_1_b1,mCherry RNAi,0.19441402796171325,0.4642410717425234,-34.7000536125437,85,800
16,25.585414585414586,609.1508491508491,347.34465534465534,1208.0,1.3699107997123856,1305.1728271728273,1248.3306693306693,1388.905094905095,False,mCherryi_1_b1,mCherry RNAi,0.3650468638277937,0.3181870065722463,-35.260782498341,85,800
17,26.66420664206642,711.4846248462485,412.66051660516604,1106.0,1.2489352420859834,1549.3505535055351,1620.5781057810577,1616.3862238622387,False,mCherryi_1_b1,mCherry RNAi,0.04987360404246077,0.5948864047040643,-33.373054677256846,85,800
18,26.194570135746606,274.12820512820514,491.3891402714932,988.0,1.4351227227992644,1454.2533936651585,1745.4162895927602,1556.5565610859728,False,mCherryi_1_b1,mCherry RNAi,-0.023473152280176768,-0.733946675260319,-38.470453624664145,85,800
19,25.17653758542141,331.3496583143508,400.9328018223235,1154.0,1.4732334268577465,1884.4066059225513,2227.4453302961274,1415.7984054669703,False,mCherryi_1_b1,mCherry RNAi,0.3042467860797564,-0.527323585256066,-38.62083805143638,85,800
20,26.78638497652582,748.4295774647887,430.38262910798124,592.0,1.1745705456977482,1409.6150234741783,1376.131455399061,1066.7347417840376,False,mCherryi_1_b1,mCherry RNAi,-0.04065888619041491,0.6971821518793286,-32.939658623221185,85,800
21,27.758677685950413,654.3090909090909,327.8611570247934,760.0,1.3907256722543626,777.2545454545455,1742.2115702479339,995.2661157024793,False,mCherryi_1_b1,mCherry RNAi,0.4176670807774272,0.45996353336079854,-32.5726775007165,85,800
