label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,13.355617455896008,284.9795728876509,355.79480037140206,1387.0,1.2294682706887075,2031.6155988857938,2432.815227483751,967.4317548746518,False,VKD_3_b1,Vsx1/2 RNAi,0.528735477450367,-0.49997212815238634,-45.191225234835485,85,800
2,12.677918424753868,629.3052039381154,316.43459915611817,972.0,1.3969578681072288,1224.9254571026722,1443.3206751054852,925.4824191279887,False,VKD_3_b1,Vsx1/2 RNAi,0.4045734570817865,0.4458179065124406,-40.37103946406553,85,800
3,15.518737672583827,291.9980276134122,384.6232741617357,1908.0,1.410300452051772,1472.646942800789,1870.5456936226167,1634.4661406969099,False,VKD_3_b1,Vsx1/2 RNAi,0.4032629133139287,-0.49679760172066356,-42.58638863543577,85,800
4,16.86307901907357,298.3726158038147,355.491825613079,1899.0,1.3316445844427087,1712.8324250681198,2073.9529972752043,2076.317438692098,False,VKD_3_b1,Vsx1/2 RNAi,0.5190198851733641,-0.463990340800436,-41.456979171081535,85,800
5,16.502189781021897,358.63065693430656,342.75620437956206,1682.0,1.4893049093463826,993.1576642335766,2156.5087591240876,867.1722627737227,False,VKD_3_b1,Vsx1/2 RNAi,0.5215643868392073,-0.2953037554319967,-40.920816153676036,85,800
6,19.100141043723553,516.7249647390692,273.8335684062059,1154.0,1.1605913286155758,1257.8829337094498,1732.3822284908322,951.9167842031029,False,VKD_3_b1,Vsx1/2 RNAi,0.675945703375127,0.16631669196851973,-36.36568693827738,85,800
7,16.15832575068244,554.7361237488626,299.4649681528662,1508.0,1.4534925327652302,1159.8371246587808,1814.744313011829,1417.687898089172,False,VKD_3_b1,Vsx1/2 RNAi,0.537555200139042,0.25463792445824796,-38.366007505390456,85,800
8,15.648221343873518,626.9288537549407,310.6818181818182,645.0,1.5192457551050316,1362.1126482213438,1133.001976284585,2199.0335968379445,False,VKD_3_b1,Vsx1/2 RNAi,0.43063328475367246,0.44242745213057777,-37.506421776188326,85,800
9,18.3921028466483,413.52800734618916,332.49403122130394,1439.0,1.5692919692954068,1271.4077134986226,1292.8246097337008,932.8539944903581,False,VKD_3_b1,Vsx1/2 RNAi,0.5184494631634275,-0.14243781085843066,-38.19918828924759,85,800
10,17.90314465408805,467.70943396226414,302.37106918238993,1217.0,1.744884692143813,1001.1270440251573,1950.2201257861636,884.0842767295597,False,VKD_3_b1,Vsx1/2 RNAi,0.5982816252047045,0.019336894372935287,-38.089538388372674,85,800
11,16.941580756013746,601.9358533791524,291.2737686139748,1246.0,1.303985394858712,1025.749140893471,1732.5922107674685,1550.3379152348225,False,VKD_3_b1,Vsx1/2 RNAi,0.532200787835519,0.3857615193597277,-36.860440820753944,85,800
12,18.708866761498342,657.5704125177809,376.58084400189665,2941.0,1.3479931793645783,1194.4006638217165,1324.5547652916075,1167.3494547178757,False,VKD_3_b1,Vsx1/2 RNAi,0.13150772590356175,0.4889546731633294,-33.18398587256294,85,800
13,17.685416666666665,539.6020833333333,251.54583333333332,682.0,1.6190939268409847,1120.7208333333333,2114.4395833333333,1437.2583333333334,False,VKD_3_b1,Vsx1/2 RNAi,0.7493251330703297,0.2398439335838467,-37.6340102776181,85,800
14,20.636496350364965,403.1036496350365,338.57445255474454,1706.0,1.6471898223977097,1172.302919708029,1620.931386861314,1055.5788321167884,False,VKD_3_b1,Vsx1/2 RNAi,0.502037339205081,-0.1738033896946356,-36.06724498090763,85,800
15,18.659523809523808,521.5738095238095,308.6928571428571,629.0,1.4163820138977123,1242.240476190476,1482.4142857142858,971.3785714285714,False,VKD_3_b1,Vsx1/2 RNAi,0.5270778495946442,0.16051107395864772,-36.334255579207394,85,800
16,19.65662100456621,614.8420091324201,325.44931506849315,1387.0,1.3949582064840622,1508.0529680365296,2145.1141552511417,967.9433789954338,False,VKD_3_b1,Vsx1/2 RNAi,0.37963434847799005,0.4018316412765961,-33.542724557172235,85,800
17,19.744232698094283,622.5787362086259,302.5987963891675,1240.0,1.2883824096767618,1502.025075225677,1926.1634904714142,1844.5275827482446,False,VKD_3_b1,Vsx1/2 RNAi,0.4680889200150411,0.4349517878073599,-33.57632176418584,85,800
18,22.287696577243292,237.30249768732654,458.30804810360775,1542.0,1.6516667071947542,1576.1692876965772,1973.4532839962997,971.1350601295097,False,VKD_3_b1,Vsx1/2 RNAi,0.143303631089444,-0.6837515886618177,-35.94091043483978,85,800
19,21.028795811518325,517.303664921466,266.413612565445,533.0,1.325638849482837,839.5575916230366,1543.6204188481674,1162.9109947643979,False,VKD_3_b1,Vsx1/2 RNAi,0.706398785851658,0.1718034137950808,-34.51012591753172,85,800
20,22.855978260869566,230.5611413043478,595.6861413043479,1895.0,1.420965890929513,1820.9442934782608,1716.1827445652175,1140.6548913043478,False,VKD_3_b1,Vsx1/2 RNAi,-0.42164247256225273,-0.7761300880988792,-33.95846789462046,85,800
21,22.334814814814816,313.12074074074076,367.76,1825.0,1.5750812616508414,1345.962962962963,1708.7185185185185,1218.5725925925926,False,VKD_3_b1,Vsx1/2 RNAi,0.45607630574854996,-0.43124433038685417,-35.59545807253541,85,800
22,21.983796296296298,571.5335648148148,287.4328703703704,1095.0,1.4275094358019635,1115.9583333333333,2487.917824074074,1541.0023148148148,False,VKD_3_b1,Vsx1/2 RNAi,0.5738545714896994,0.30600672394362505,-32.38622021729386,85,800
23,22.829821717990274,666.8265802269044,443.71150729335494,1568.0,1.4678270866548204,2039.064829821718,942.1572123176661,1271.4862236628849,True,VKD_3_b1,Vsx1/2 RNAi,-0.15480649980392824,0.4773553393907586,-28.15643104364213,85,800
24,23.35887988209285,243.42299189388356,549.3809874723655,1649.0,1.4267908144403372,2383.0287398673545,2135.820191599116,1447.873986735446,False,VKD_3_b1,Vsx1/2 RNAi,-0.24002278611416383,-0.7165884096054218,-33.74980805592845,85,800
25,22.509025270758123,264.9684115523466,423.26083032490976,1448.0,1.5250194548702574,2347.857400722022,2655.414259927798,1628.6931407942238,False,VKD_3_b1,Vsx1/2 RNAi,0.26577997085015115,-0.5905359395308645,-35.63311651949468,85,800
