label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,sample,type,x_std,y_std,z_std,r,theta,rotation
1,5.463980463980464,269.3907203907204,512.6320716320716,2946.0,1.5325340853049798,4996.876678876679,31329.540496540496,mCherryi_2,mCherry RNAi,0.037609196694506464,0.7323106172638503,-53.25900693140652,0.7332757270177211,1.5194845160620676,180
2,5.3873182552504035,282.422859450727,544.4951534733441,3235.0,1.8082330008089493,5028.761308562197,30488.30452342488,mCherryi_2,mCherry RNAi,-0.032277172346834915,0.6999009931476361,-55.15473013477346,0.7006448573020105,1.616880444295615,180
3,4.661851015801354,289.63476297968396,528.4957110609481,2703.0,1.6923923619543997,5897.081264108352,30024.544018058692,mCherryi_2,mCherry RNAi,0.0024391489344677275,0.6805940766362686,-55.05746716983276,0.6805984473975089,1.5672124894159507,180
4,3.5116918844566714,311.32049518569465,400.8239339752407,1099.0,1.6013315426072685,4574.645116918845,17260.503438789547,mCherryi_2,mCherry RNAi,0.2801322125104291,0.6192547263942045,-49.40999714282039,0.6796693848096657,1.145973320114552,180
5,4.876712328767123,309.7054794520548,334.73723536737236,1962.0,1.7686029724354084,15640.861145703611,32554.45392278954,mCherryi_2,mCherry RNAi,0.4240768571511708,0.6206974924556565,-44.44355293823325,0.7517356968456096,0.9714168024970866,180
6,6.385365853658537,324.7250554323725,367.54545454545456,3296.0,1.4926681696774937,15161.818625277161,31843.547671840355,mCherryi_2,mCherry RNAi,0.351874411449959,0.5831604336844571,-44.820987625544554,0.6810959498105236,1.027886351507336,180
7,5.035064935064935,323.89805194805194,407.0922077922078,2014.0,1.6766745304869948,17028.829220779222,26845.123376623378,mCherryi_2,mCherry RNAi,0.26586117492823,0.5869455438033473,-48.31363377949349,0.6443502430548358,1.1454859637713146,180
8,4.190688775510204,331.18813775510205,349.53826530612247,2012.0,1.9175640131080895,15577.732142857143,35559.660076530614,mCherryi_2,mCherry RNAi,0.3911672048535797,0.5657306853720414,-46.07658270837322,0.6877957476783948,0.9658403990338146,180
9,4.492877492877493,353.8243114909782,321.97435897435895,1360.0,1.735012265315104,18275.502374169042,40844.39601139601,mCherryi_2,mCherry RNAi,0.45044568731694024,0.5060235914203783,-44.427485231155345,0.6774667462661239,0.8434402557777425,180
10,8.52090472926662,348.5017135023989,329.1309115832762,2138.0,1.7255627482010645,24583.930774503086,45606.65661411926,mCherryi_2,mCherry RNAi,0.43454783777186856,0.5200289382207723,-40.75902848886392,0.6776886600048949,0.8747086364972076,180
11,5.33352534562212,353.0195852534562,389.93836405529953,2200.0,1.7105304148038423,17262.701036866358,35349.148041474655,mCherryi_2,mCherry RNAi,0.3022288161421458,0.510885704148577,-47.27747617904291,0.5935877862709696,1.036592382750346,180
12,4.714962121212121,368.8636363636364,377.8475378787879,1315.0,1.7258019315308712,8771.97821969697,24666.420454545456,mCherryi_2,mCherry RNAi,0.3281198134218708,0.4694025303168843,-47.343577083149796,0.5727140188854266,0.9607311644652031,180
13,5.479790775083215,672.5496909177366,473.6576319543509,2474.0,1.4157180507423544,7316.067047075606,51737.973846885405,mCherryi_2,mCherry RNAi,0.10888544521281163,-0.31244467098463613,-53.81564282282217,0.3308741643070515,-1.2354627802967786,180
14,3.937282229965157,679.6248548199768,403.86004645760744,1961.0,1.5465115391502595,6205.341463414634,33065.27990708478,mCherryi_2,mCherry RNAi,0.26096979807319154,-0.3335959964768158,-51.60863647604994,0.4235463662596128,-0.9069460046064309,180
15,4.194750656167979,702.0834645669291,410.48241469816276,2185.0,1.56947167483214,6522.835170603675,34576.30656167979,mCherryi_2,mCherry RNAi,0.24574225338785727,-0.39143829321768187,-51.86148612039548,0.46218307249110036,-1.0101910222876336,180
16,5.769447803305119,710.6041918581217,300.2507053607416,3472.0,1.6365236401262322,8000.717855703346,40738.363966142686,mCherryi_2,mCherry RNAi,0.4855430109107495,-0.41803829395779524,-44.35346978909357,0.6407090062262433,-0.7108287273976455,180
17,3.8650306748466257,729.717791411043,278.3213190184049,1733.0,1.6893835063850382,6285.421779141105,30347.261503067486,mCherryi_2,mCherry RNAi,0.5329215427899929,-0.4683661527256372,-45.19046283443129,0.7094872964251588,-0.7210149024555398,180
18,7.441612329579135,729.974807350326,318.07587433313574,4708.0,1.857626347155393,7820.8390634262005,41306.56994665086,mCherryi_2,mCherry RNAi,0.445832756262015,-0.4674515530751774,-43.78215506771169,0.6459704335560419,-0.8090652296064296,180
19,4.062913907284768,739.1900662251655,310.2503311258278,1858.0,1.672566787210337,6377.225165562914,40451.14238410596,mCherryi_2,mCherry RNAi,0.46297957828029834,-0.491566232454435,-46.79187378312341,0.6752684286963596,-0.8153371272553918,180
20,4.698042870456663,773.9091332712022,323.68359739049396,2803.0,1.631465345061633,5196.017707362535,29812.178471575022,mCherryi_2,mCherry RNAi,0.43244519912959944,-0.5808576814540025,-47.119734879568725,0.7241577841564353,-0.9308282255135021,180
21,4.406818181818182,769.146590909091,276.76931818181816,1105.0,1.6744973943825203,5105.417045454546,25783.723863636365,mCherryi_2,mCherry RNAi,0.5349025597000303,-0.5704581247471711,-44.82831528163886,0.7820122892024801,-0.8175535586874028,180
22,3.3671548117154813,778.4707112970711,292.71338912133893,1387.0,1.8280858548790568,4896.703974895398,24260.62029288703,mCherryi_2,mCherry RNAi,0.4999558679284042,-0.5939130318597519,-46.79543177944551,0.7763301870266842,-0.8710822106104058,180
23,3.1774530271398747,804.9665970772443,326.1471816283925,1274.0,1.8859714222650772,4592.793319415448,21931.262004175365,mCherryi_2,mCherry RNAi,0.4262024646780207,-0.6610931838941603,-48.97928830374939,0.786570237606876,-0.9981605751461748,180
24,3.0450054884742044,802.0812294182217,278.07793633369926,1234.0,1.9798589054969684,4170.262349066959,24885.214050493963,mCherryi_2,mCherry RNAi,0.5310947992017072,-0.6556005705322978,-46.47907279030397,0.8437261367418791,-0.8899337699828413,180
25,8.792141951837769,810.7131389945079,289.9095901985636,3558.0,1.409688207946611,4104.923109421208,26704.900295732994,mCherryi_2,mCherry RNAi,0.504328638864862,-0.6775356075810033,-41.44139172592314,0.8446312068112589,-0.9309162778391328,180
26,5.612325174825175,313.35664335664336,542.1783216783217,2588.0,1.6363918714743264,5586.526223776224,33710.67220279721,mCherryi_2,mCherry RNAi,-0.02830317921351222,0.6197627927557583,-55.010602229639176,0.6204087275643446,1.6164323802699563,180
27,6.349750178443968,318.0264097073519,324.2812276945039,1855.0,1.4291492323011228,12012.35403283369,29382.763026409706,mCherryi_2,mCherry RNAi,0.44641087295250803,0.5987156887191893,-42.45984760913216,0.7468220292738514,0.9301080938373582,180
28,4.453825857519789,321.22163588390504,632.6781002638522,989.0,1.5862872929744594,4896.833773087072,25039.331134564643,mCherryi_2,mCherry RNAi,-0.22569868956007721,0.6031485280004854,-61.13973169313083,0.6439938239597398,1.928866185060048,180
29,5.836690647482015,338.38129496402877,311.25323741007196,1697.0,1.6439093453069227,18590.7690647482,31471.56402877698,mCherryi_2,mCherry RNAi,0.4741790850483596,0.5455208614254778,-42.399766959076715,0.7227992909153238,0.8552478421096124,180
30,5.424920127795527,339.1741214057508,635.7891373801917,903.0,1.6720137719543329,4747.255591054313,25817.009584664538,mCherryi_2,mCherry RNAi,-0.2332044197421369,0.5568105762672773,-60.45905943012073,0.6036740173556951,1.9674223853264095,180
31,6.101591187270502,344.562423500612,284.6921664626683,2013.0,1.6071965633247165,18014.53794369645,39253.83965728274,mCherryi_2,mCherry RNAi,0.531834274265325,0.5284321391707199,-40.73257697707546,0.7497254304022694,0.7821894194673247,180
32,5.627380952380952,348.8470238095238,300.15,2037.0,1.4338657432686521,20841.938690476192,39857.7875,mCherryi_2,mCherry RNAi,0.49805117586551684,0.5179882423002939,-42.07501541084154,0.7185866634876911,0.8050179811324237,180
33,6.364977865223807,352.6246925725529,526.2631578947369,2526.0,1.5016316151564923,6454.986227250369,39720.810132808656,mCherryi_2,mCherry RNAi,0.004966253764699502,0.5174934077290618,-53.65600379960762,0.5175172371230666,1.5611998735087593,180
34,6.240392826643894,354.9073441502989,440.41759180187876,3027.0,1.5874746561841135,5528.571306575576,38300.16737830914,mCherryi_2,mCherry RNAi,0.19202509452626093,0.5080617142151682,-49.12878953723908,0.5431393397454052,1.2094364079386797,180
