label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,sample,type,x_std,y_std,z_std,r,theta,rotation
1,2.769633507853403,607.7085514834206,401.45607911576496,2391.0,1.7121494837269677,4531.21815008726,18339.214077952296,Ezi_1,E(z) RNAi,-0.18720372512957062,-0.19048783449910778,-64.08775386475523,0.2670783589034261,-2.347499494176133,-70
2,2.4283185840707966,613.2389380530974,426.36637168141596,1416.0,1.6630887102777905,4540.132743362832,20763.043362831857,Ezi_1,E(z) RNAi,-0.1321024765533828,-0.19575810736970223,-64.49608809239675,0.23616159914877127,-2.1644258017110585,-70
3,3.1687179487179487,621.2594871794872,388.1194871794872,2274.0,1.5981450434878846,6032.342051282051,18994.908717948718,Ezi_1,E(z) RNAi,-0.21251316984989155,-0.22092507478320422,-63.13849069626843,0.3065448352649466,-2.3367895364983955,-70
4,1.9032501889644746,634.7588813303099,413.6371882086168,1573.0,1.7031705092982443,5717.753590325019,18917.785336356766,Ezi_1,E(z) RNAi,-0.1540929944625964,-0.24217006341141134,-64.22805816204459,0.28703830851497286,-2.1374807871181836,-70
5,1.7756138865368332,668.354784081287,366.0533446232007,1429.0,1.8792709137357506,4543.908552074513,18401.562235393732,Ezi_1,E(z) RNAi,-0.2481568405835043,-0.3211404291091825,-62.85148662109309,0.4058484849507469,-2.228690532770185,-70
6,4.302311055590256,654.9081823860088,336.61898813241726,2170.0,1.8128458350594123,4067.782011242973,19114.887570268584,Ezi_1,E(z) RNAi,-0.3149911658314273,-0.30084679483678844,-60.462059588844596,0.4355780395238153,-2.3791581357690625,-70
7,2.0256559766763846,675.6110787172012,352.74169096209914,2261.0,1.9134477878541543,3960.3125364431485,17523.95335276968,Ezi_1,E(z) RNAi,-0.275011042320616,-0.3388971453083436,-62.24753086363579,0.43644283531341904,-2.252503133129011,-70
8,2.1136662286465175,680.1859395532194,334.7030223390276,1846.0,1.8287716514760264,4267.497371879106,21187.798948751642,Ezi_1,E(z) RNAi,-0.3127381952259548,-0.35237992968662024,-61.84361169570869,0.47114413251056714,-2.2966638696931714,-70
9,2.953173374613003,697.9392414860681,321.6745356037152,3234.0,1.870596878129599,3896.8258513931887,18903.196594427245,Ezi_1,E(z) RNAi,-0.3363118482350408,-0.3911837576097352,-60.32620081904056,0.51587827196049,-2.2809112768976356,-70
10,1.707810993249759,700.1552555448409,370.47830279652845,1305.0,1.8999822165860911,3809.817743490839,11794.129218900674,Ezi_1,E(z) RNAi,-0.2305521133737528,-0.38417854841790333,-61.97107804861605,0.4480484728749682,-2.111301919845911,-70
