label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,sample,type,x_std,y_std,z_std,r,theta,rotation
1,1.6689520078354554,85.49363369245837,418.56513222331046,1319.0,1.8599632470829297,4313.644466209598,19811.216454456415,Ezi_2,E(z) RNAi,0.1329625406413837,-0.912641161698713,-49.66430079883391,0.9222759496162675,-1.426124341082581,65
2,1.847547974413646,98.74307036247335,406.4808102345416,1158.0,1.7098755561955843,3873.4328358208954,23033.78144989339,Ezi_2,E(z) RNAi,0.1598897686162588,-0.8843215485635796,-49.332493760928934,0.8986597461564906,-1.3919237495320491,65
3,4.9132481506388705,96.04841963685273,430.3100201748487,2146.0,1.6475533656790282,5072.939475453934,21082.314055144587,Ezi_2,E(z) RNAi,0.10786441719521078,-0.8887325508566031,-47.080295579628604,0.8952543099303946,-1.4500182354718436,65
4,4.043103448275862,92.69885057471264,548.5022988505747,2377.0,1.7837866495764774,4518.776436781609,17461.120689655174,Ezi_2,E(z) RNAi,-0.14835594301261235,-0.8894953410730333,-52.18817626595439,0.9017823726475215,-1.7360617368827498,65
5,2.94,110.36235294117647,416.5529411764706,2042.0,1.6907825091871718,4546.855294117647,26889.058823529413,Ezi_2,E(z) RNAi,0.1386445226153401,-0.8582842216976063,-48.860470274606556,0.8694102074776333,-1.410642944134258,65
6,2.6057756883814642,114.71725990597717,433.26393552719946,1920.0,1.7605939533959343,5153.039623908663,23852.811954331766,Ezi_2,E(z) RNAi,0.1027103264833511,-0.847839003884686,-49.89841320046889,0.8540376968696951,-1.4502401211735287,65
7,3.055078322385043,120.28499242041435,478.39363314805456,2536.0,1.6144988575884969,5063.853966649823,22235.09853461344,Ezi_2,E(z) RNAi,0.005207328154469559,-0.8331126749938924,-51.216445016827066,0.8331289489040621,-1.564545959348973,65
8,2.379328716036228,127.5753862546617,405.0873734683005,2344.0,1.6384473898207241,4368.444326052211,22484.647842301543,Ezi_2,E(z) RNAi,0.16451508627272138,-0.8212952898252378,-49.37581513632452,0.83761039075482,-1.373101037598932,65
9,2.3034965034965036,125.37202797202798,523.9118881118881,1703.0,1.7746572587376397,4767.211888111888,19715.45804195804,Ezi_2,E(z) RNAi,-0.09307154703377196,-0.8194757591183506,-53.73802477382577,0.8247441013125566,-1.6838862299033472,65
10,2.7395939086294416,136.4751269035533,490.9659898477157,2495.0,1.8319969023685156,5536.781725888325,23850.254822335024,Ezi_2,E(z) RNAi,-0.021084553128665973,-0.797005439378715,-52.34144172275282,0.7972842835400019,-1.597244874649634,65
11,3.0337881741390516,137.38141650422352,474.2475633528265,2194.0,1.6760168186559745,5115.243014944769,18983.358674463936,Ezi_2,E(z) RNAi,0.015169484065596484,-0.7959428870875397,-51.457351101364566,0.7960874278319338,-1.5517401255802532,65
12,1.3963083604777415,144.6112920738328,513.7502714440825,1178.0,1.9290919361383425,5284.2453854505975,18800.40608034745,Ezi_2,E(z) RNAi,-0.06988360003779248,-0.7779982073094416,-54.69109157819058,0.7811305448713083,-1.6603807909888246,65
13,5.185959271168274,139.90568060021437,454.64844587352627,2927.0,1.7629487175982996,5948.871918542337,20094.17095391211,Ezi_2,E(z) RNAi,0.05761312249427242,-0.7914096314949813,-48.646979696266,0.7935039235609124,-1.498126412521128,65
14,1.9915254237288136,149.92161016949152,448.2436440677966,699.0,1.8308981890072629,5577.677966101695,19701.241525423728,Ezi_2,E(z) RNAi,0.07231196189588873,-0.7700136705675886,-51.8221863118991,0.7734016244450249,-1.4771609701956077,65
15,2.5659287776708375,145.02021174205967,539.8633301251203,1378.0,1.8781636389357057,5093.167468719923,17307.69104908566,Ezi_2,E(z) RNAi,-0.12653257461722156,-0.775585623760531,-54.48389529500945,0.7858393934025417,-1.732516143747506,65
16,2.6126350789692436,149.66500415627598,426.5045719035744,1732.0,1.8310054773150781,5398.943474646717,18306.753948462178,Ezi_2,E(z) RNAi,0.11935273368183452,-0.7717597567348394,-50.40311546821957,0.7809341823436502,-1.417361722821173,65
17,2.41335453100159,160.5119236883943,414.6327503974563,866.0,1.414816604197727,5107.60413354531,18166.201907790142,Ezi_2,E(z) RNAi,0.14571166577212802,-0.7487030836493946,-50.404478647867,0.7627504159344659,-1.378580349984237,65
18,2.8042588042588044,157.57739557739558,463.24406224406226,1700.0,1.8126090552438432,6564.832104832105,19984.435708435707,Ezi_2,E(z) RNAi,0.040183509050196964,-0.7523857831393667,-51.723414795239876,0.7534580818266039,-1.5174389025019535,65
19,3.0969267139479904,163.325768321513,481.3356973995272,2567.0,1.634753531423924,6800.443026004728,28938.4085106383,Ezi_2,E(z) RNAi,0.001288575126675795,-0.7387837627192954,-52.21561853848166,0.7387848864747689,-1.5690521441463188,65
20,0.9489559164733179,163.98839907192576,358.59628770301623,542.0,1.6514983242680483,5072.948955916473,21718.04872389791,Ezi_2,E(z) RNAi,0.2674430497358731,-0.7443030763730444,-49.89898620192401,0.790893706101144,-1.2258427783189756,65
21,3.6824644549763033,153.85545023696682,443.1729857819905,1452.0,1.708268848256721,5676.791469194312,20525.52132701422,Ezi_2,E(z) RNAi,0.0833920747090442,-0.7616071586820315,-50.03314891466522,0.7661590580812812,-1.4617359211331173,65
22,1.9773156899810964,172.2608695652174,429.3497164461248,1609.0,1.810160447995574,6268.289224952741,19467.3629489603,Ezi_2,E(z) RNAi,0.11452850819706528,-0.7221981104245714,-51.63180667664359,0.7312228729263511,-1.4135227762815954,65
23,1.8853118712273642,176.2971160295104,454.6452045606975,2028.0,1.8009637844238224,12497.54996646546,28594.120724346078,Ezi_2,E(z) RNAi,0.05995652970163001,-0.7119580676389241,-52.733962694898885,0.7144781840826306,-1.4867809939417675,65
24,1.1872187218721872,179.992799279928,499.8676867686769,1274.0,1.9997103067502506,5825.657965796579,25200.98379837984,Ezi_2,E(z) RNAi,-0.03776513648070057,-0.7013789662766883,-55.16113121592291,0.7023949457881667,-1.6245885069857473,65
25,4.377659574468085,210.16489361702128,368.54137115839245,4752.0,1.9453401137621766,12240.252364066193,30679.486406619384,Ezi_2,E(z) RNAi,0.24826574229074838,-0.6425546612374373,-47.837820031726864,0.688848583850714,-1.2020923171481708,65
26,1.386443661971831,203.7218309859155,444.0757042253521,1395.0,1.7816677274665724,8746.848591549297,28117.94806338028,Ezi_2,E(z) RNAi,0.084464186409416,-0.652575393860222,-53.441763785492,0.6580188777365193,-1.4420798511907083,65
27,1.6181520850367948,205.24856909239574,305.4963205233033,1445.0,1.9899154052348123,14379.721177432542,32061.50695012265,Ezi_2,E(z) RNAi,0.38480448560236913,-0.6569720041340313,-48.18856215495369,0.7613715954483655,-1.040939780248413,65
28,1.4995206136145733,204.51006711409397,351.8849472674976,1306.0,1.912749574429104,7059.310642377756,25371.746883988493,Ezi_2,E(z) RNAi,0.28425755421816,-0.6559998708498438,-49.98313801059772,0.7149392895100268,-1.161900120967007,65
29,3.693407960199005,215.60696517412936,388.5049751243781,2509.0,1.6162005659462595,11089.151119402984,35309.114427860695,Ezi_2,E(z) RNAi,0.2053732300243667,-0.6295664841965074,-49.36770058664744,0.6622175787716547,-1.2554670439322075,65
30,1.0362776025236593,215.14195583596214,455.3470031545741,814.0,1.7498319155217479,6916.457413249212,33521.58990536277,Ezi_2,E(z) RNAi,0.060721557991915365,-0.6269781966957797,-54.450479253137246,0.629911713446303,-1.4742494721984885,65
31,6.0345572354211665,200.62095032397409,455.95410367170626,2352.0,1.6139083813962025,18678.945464362852,36859.97732181426,Ezi_2,E(z) RNAi,0.058187189973393005,-0.6584649183967911,-49.163847943506276,0.6610308599727341,-1.482657331276807,65
32,4.88828039430449,214.63253012048193,469.0969331872946,2295.0,1.4247431493414433,10756.933187294633,41228.1752464403,Ezi_2,E(z) RNAi,0.030599429168380432,-0.6271330731679854,-51.09243847081494,0.6278791416559022,-1.5220424302562492,65
33,2.0831408775981526,219.26270207852193,324.5935334872979,2121.0,1.7411247564019128,15690.671478060047,43755.98210161663,Ezi_2,E(z) RNAi,0.3441895657825522,-0.6252218279842838,-48.72458615401064,0.7137007715994086,-1.067563244530401,65
34,2.874165202108963,229.47451669595782,366.30333919156413,3608.0,1.7570877452700437,7788.722319859403,28403.779261862917,Ezi_2,E(z) RNAi,0.2543354728540652,-0.6005097030881328,-49.67720274390041,0.65214909051144,-1.1701691843928308,65
35,3.338659793814433,225.00154639175258,415.1345360824742,2396.0,1.8085690813969417,11432.72731958763,35572.59896907216,Ezi_2,E(z) RNAi,0.14823723804947964,-0.6075421854367303,-50.89726247548347,0.6253653218957512,-1.3314773920170422,65
36,1.451586655817738,235.3474369406021,432.44914564686735,1561.0,1.9910037793551043,5849.563873067535,25901.470301057772,Ezi_2,E(z) RNAi,0.11145837423014049,-0.5840333915252078,-53.63863311768543,0.5945737730529852,-1.3822213908403223,65
37,4.200359066427289,237.50879712746857,309.7278276481149,3438.0,1.390275081856029,14425.131777378816,35332.58312387792,Ezi_2,E(z) RNAi,0.37727799378205207,-0.586030257072766,-46.46284061044955,0.6969721277045319,-0.9988019808314255,65
38,3.731679389312977,244.82519083969467,354.4175572519084,3139.0,1.545777388716805,10785.301526717558,33370.531679389314,Ezi_2,E(z) RNAi,0.2808997062955121,-0.5675483774647243,-48.719912554513584,0.6332580877965525,-1.111208709074682,65
39,3.202857142857143,245.57714285714286,294.9297142857143,2173.0,1.6761741586116117,20650.432,38206.96228571428,Ezi_2,E(z) RNAi,0.40988094706188916,-0.5692555609665446,-47.094691912808614,0.7014658113234647,-0.9467536720630404,65
40,4.691885295912142,242.61744966442953,417.55643685173885,2046.0,1.4425590727471143,10396.612568639413,33653.640024405126,Ezi_2,E(z) RNAi,0.14389069786575837,-0.5688005855418696,-50.01573342508709,0.5867185347720564,-1.3230223233499383,65
41,3.419378698224852,253.43121301775147,307.9001479289941,1786.0,1.4033425076707347,12692.813609467456,39351.690088757394,Ezi_2,E(z) RNAi,0.3822087796239404,-0.5513369140726094,-47.521850689026174,0.6708620901800382,-0.9646217259330753,65
42,1.7489300998573467,263.376604850214,461.141940085592,1687.0,1.8101875877562323,6265.464336661911,30702.87945791726,Ezi_2,E(z) RNAi,0.05086579663171964,-0.5210936603015772,-54.99618338761641,0.5235703697436239,-1.473491060437662,65
43,2.41067615658363,266.3526690391459,321.99715302491103,3600.0,1.939784029994641,14317.713523131673,44181.74021352313,Ezi_2,E(z) RNAi,0.3524805286732826,-0.5223298189475055,-49.32414766864175,0.6301356701977208,-0.9771678026161424,65
44,3.2689122032026505,259.65985643291,418.8481501932634,2353.0,1.6093540691660995,5974.972943125345,25536.099392600772,Ezi_2,E(z) RNAi,0.14217642848735235,-0.5315143806527467,-51.854236394385765,0.5502014846018612,-1.3094225290876487,65
45,4.349252491694352,265.1478405315615,501.2425249169435,3063.0,1.718706760432812,6119.783222591363,32056.398671096347,Ezi_2,E(z) RNAi,-0.036124638369968376,-0.5148477272923451,-53.899335326691485,0.5161135260729502,-1.6408471937967302,65
46,1.5930232558139534,274.7647058823529,494.6860465116279,1812.0,1.9165756139709094,6260.747606019152,34825.71340629275,Ezi_2,E(z) RNAi,-0.021154072554505854,-0.4943115889422972,-56.62254280259603,0.4947640263280061,-1.6135652467403658,65
