label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,sample,type,x_std,y_std,z_std,r,theta,rotation
1,4.804878048780488,600.8590785907859,674.4411924119241,2213.0,1.3987572255432372,36044.46558265583,43273.05799457995,mCherryi_3,mCherry RNAi,0.398784463530486,0.2210507825596444,-65.85510166818548,0.45595229665342046,0.5061472955067661,20
2,4.74400871459695,605.4596949891068,695.2565359477125,2317.0,1.9493313542392958,34851.47766884531,42451.03213507625,mCherryi_3,mCherry RNAi,0.4452287178708516,0.23094970683554328,-65.25462581606497,0.5015639324197323,0.4785123867322345,20
3,5.92919540229885,638.327356321839,646.7903448275862,2679.0,1.6591961806090032,28647.024827586207,42451.39954022988,mCherryi_3,mCherry RNAi,0.33968439832162844,0.3150916657024925,-65.4416256635488,0.4633230495650934,0.7478568120819611,20
4,5.755358807082945,650.3546132339236,637.4739049394221,2627.0,1.5346643944067047,21216.295433364397,38600.257688723206,mCherryi_3,mCherry RNAi,0.31977322305630773,0.3453126068507557,-65.85700269073092,0.4706333080370361,0.82377943771857,20
5,5.301494130202775,714.1899679829243,650.059765208111,2470.0,1.539174793264317,22315.541088580576,37103.361259338315,mCherryi_3,mCherry RNAi,0.35162154614430974,0.5014819793809107,-65.67516114683441,0.612471948220252,0.9592889992068923,20
6,6.656330749354005,614.3307493540052,674.6558139534884,2436.0,1.5917723141459104,30777.463049095608,41592.67235142119,mCherryi_3,mCherry RNAi,0.39995762536164947,0.2541603729965751,-63.94592074626132,0.47388141690373103,0.5660916559367969,20
7,5.420992584141472,642.0730176839703,614.8100399315459,2359.0,1.6845804450614963,6306.006845407872,21415.57729606389,mCherryi_3,mCherry RNAi,0.26903170818043787,0.3264880001846593,-66.92388013804907,0.42305138490621014,0.881581382395151,20
8,6.0517038777908345,641.0058754406581,690.4242068155112,3167.0,1.6833665520838734,19599.435566000782,34235.59067763416,mCherryi_3,mCherry RNAi,0.43659888692559967,0.3187065194604548,-63.959785316845995,0.5405482713054125,0.6305618171011176,20
9,7.657496561210454,639.5703805593764,662.1535992663916,2999.0,1.8052848191363857,36815.40531866116,39792.343878954605,mCherryi_3,mCherry RNAi,0.37370985279337154,0.31708976105134035,-63.23437150534411,0.49010710119160644,0.7036178484401974,20
10,6.29438202247191,649.8623595505618,678.9123595505617,2367.0,1.5932204690604943,14597.255056179776,28382.24213483146,mCherryi_3,mCherry RNAi,0.41159658427496426,0.3412744297965711,-64.03896358446775,0.5346774584923069,0.6922630747716665,20
11,5.017293997965412,672.7100712105798,668.4313326551373,1503.0,1.5827720217589483,6964.45473041709,19509.002034587997,mCherryi_3,mCherry RNAi,0.3898412264408033,0.3981992512445063,-65.55130298334457,0.5572601058074722,0.7960038513869422,20
12,5.976682211858761,672.4323784143904,619.6668887408395,1878.0,1.664895357366282,6425.2584943371085,23594.68620919387,mCherryi_3,mCherry RNAi,0.2816220704420629,0.4008315678355876,-66.10113160389247,0.48987440873514665,0.9583311830215713,20
13,4.966014418125644,686.0597322348095,638.7857878475799,1677.0,1.5586408138776446,5576.217301750772,18758.28115345005,mCherryi_3,mCherry RNAi,0.32492237303602645,0.43305725232272296,-66.46760594643011,0.5413992355819033,0.9271039598153915,20
14,5.392231947483588,688.2439824945295,661.3315098468271,2337.0,1.559481956905442,23969.48249452954,39426.2932166302,mCherryi_3,mCherry RNAi,0.3750223316198855,0.43689085280020423,-65.33610611792496,0.5757737111696791,0.8614520934263318,20
15,6.2375989995831596,739.4568570237599,634.0596081700709,3291.0,1.677597646597032,17407.08461859108,27263.335556481867,mCherryi_3,mCherry RNAi,0.317623163724325,0.5647172239176961,-65.13668402882132,0.6479120442803626,1.05844759224896,20
16,17.638632550335572,329.9872063758389,885.3806627516778,7822.0,1.5750433581602745,4848.717911073825,12111.131501677852,mCherryi_3,mCherry RNAi,0.84908212492058,-0.4597123289215348,-47.551219381621934,0.9655443439957114,-0.4962341032507559,20
