label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,9.201982651796778,676.4832713754647,373.8921933085502,1004.0,1.4492889191929645,705.5898389095415,1166.1672862453531,824.6964064436183,False,LacZ_1_b2,LacZ OE,0.380604860951927,0.6219311442181501,-58.773736426731375,90,800
2,9.496376811594203,712.8623188405797,450.4927536231884,548.0,1.697456033118561,710.822463768116,1459.9021739130435,1384.481884057971,False,LacZ_1_b2,LacZ OE,0.10219636959562006,0.6812323956177635,-59.00710117665693,90,800
3,16.131147540983605,175.29963570127504,593.4553734061931,1391.0,1.3434496282418569,325.6329690346084,863.3333333333334,1686.203096539162,False,LacZ_1_b2,LacZ OE,0.0026328830264423786,-0.9773251498346045,-57.992166096449346,90,800
4,15.217189314750291,674.0418118466899,377.3379790940767,1466.0,1.8540535237103122,716.9442508710802,1347.0081300813008,1735.2497096399536,False,LacZ_1_b2,LacZ OE,0.3707343951677613,0.6125106552199009,-52.813992201827766,90,800
5,17.728484848484847,692.890303030303,439.87636363636364,2189.0,1.6001124722609734,660.3181818181819,1148.689696969697,802.6690909090909,False,LacZ_1_b2,LacZ OE,0.1509006254488554,0.6291516520315252,-50.816828400124805,90,800
6,17.536016949152543,698.2351694915254,371.1228813559322,636.0,1.3089340072845677,760.0550847457627,1310.6927966101696,1557.7224576271187,False,LacZ_1_b2,LacZ OE,0.37441432731557245,0.6869453288734468,-50.24476703790285,90,800
7,18.103947368421053,715.0631578947368,470.4184210526316,1005.0,1.5331090966210377,852.3513157894737,1246.95,1930.1131578947368,False,LacZ_1_b2,LacZ OE,0.034564510882863386,0.6751930452939958,-50.59312308317651,90,800
8,19.05924170616114,673.1125592417062,391.68957345971563,1027.0,1.590801366625868,804.845971563981,931.5781990521327,2535.4478672985783,False,LacZ_1_b2,LacZ OE,0.32383672583799505,0.6008819626106836,-49.13042249291452,90,800
9,21.698341836734695,691.0835459183673,364.7576530612245,2464.0,1.8302561334175582,702.5797193877551,1372.968112244898,1531.6645408163265,False,LacZ_1_b2,LacZ OE,0.4002911782483711,0.6698336203883719,-46.07054371016202,90,800
10,22.600583090379008,167.57871720116617,593.3396501457726,1684.0,1.3371268120461506,382.13556851311955,1056.4037900874634,943.6690962099125,False,LacZ_1_b2,LacZ OE,0.0081833920221841,-1.0,-51.58115846354714,90,800
11,22.75054704595186,682.9803063457331,443.13566739606125,626.0,1.5375100923257585,638.8818380743983,825.2407002188183,852.7505470459519,False,LacZ_1_b2,LacZ OE,0.14685928323796937,0.5980522249359543,-45.905348116230755,90,800
12,23.45701754385965,699.2859649122807,431.1078947368421,1533.0,1.3658534829991356,589.7219298245614,894.5447368421053,824.75,False,LacZ_1_b2,LacZ OE,0.17527104509529168,0.6530520099093391,-44.947542160905414,90,800
13,24.626387176325522,704.6584463625154,358.32429099876697,1315.0,1.6609611943392917,541.9136868064119,1015.2762022194821,1017.098643649815,False,LacZ_1_b2,LacZ OE,0.41204425731816774,0.7133590722080001,-42.97113185847441,90,800
14,25.307989690721648,678.708118556701,399.28801546391753,1919.0,1.3667990458500225,820.735824742268,887.6211340206186,1784.271262886598,False,LacZ_1_b2,LacZ OE,0.2946574881250077,0.6123905966567103,-42.91934417196656,90,800
15,25.081900910010113,235.2891809908999,404.0808897876643,1255.0,1.440279359378493,599.3771486349848,1049.8109201213347,1153.7957532861476,False,LacZ_1_b2,LacZ OE,0.5865810767251323,-0.6861463070028657,-46.58990640482136,90,800
16,25.391414141414142,699.1717171717172,377.57828282828285,1040.0,1.408415643494392,769.1717171717172,844.4027777777778,1378.294191919192,False,LacZ_1_b2,LacZ OE,0.3521988817228212,0.6854958273376772,-42.45080688094565,90,800
17,28.628070175438598,693.561403508772,454.21988304093566,1284.0,1.5905810316089606,619.9883040935673,1101.9555555555555,1049.493567251462,False,LacZ_1_b2,LacZ OE,0.10271091309625136,0.6220004880540899,-40.06398886954035,90,800
18,25.733333333333334,711.9538461538461,430.55128205128204,502.0,1.39252665120722,899.7461538461539,1372.8282051282051,2548.8641025641027,False,LacZ_1_b2,LacZ OE,0.16825127255173955,0.6903414582713767,-42.568597593530285,90,800
19,31.410876132930515,720.941087613293,434.08761329305133,859.0,1.473793597753206,850.1389728096676,1419.4561933534744,3185.273413897281,False,LacZ_1_b2,LacZ OE,0.1501593915021584,0.7142681137975058,-36.85996319475636,90,800
20,34.909498207885306,263.2204301075269,385.35215053763443,1474.0,1.2265711362649785,753.2213261648745,1031.4964157706092,1869.1012544802868,False,LacZ_1_b2,LacZ OE,0.6288007055039102,-0.5933310213558086,-36.35223569694213,90,800
21,32.66706443914081,695.7649164677804,381.0859188544153,1106.0,1.5156567537113144,1200.6968973747016,1428.5417661097852,2139.898568019093,False,LacZ_1_b2,LacZ OE,0.3427568631217053,0.6731804900576142,-35.23876568986426,90,800
22,33.43721461187214,726.2283105022831,473.3413242009132,1143.0,1.4076120448423575,692.3664383561644,1222.4977168949772,1437.9429223744291,False,LacZ_1_b2,LacZ OE,0.016703738188375006,0.7055811856714127,-35.20645549400836,90,800
23,34.64543524416136,297.13375796178343,329.3524416135881,696.0,1.529129043776934,873.5647558386412,1355.0169851380042,1186.7430997876859,False,LacZ_1_b2,LacZ OE,0.7903395922512804,-0.45988528702882214,-35.767320711876245,90,800
24,35.85780118499012,658.8044766293614,351.66556945358786,2331.0,1.6634911869748044,804.9795918367347,1658.0144832126398,2510.7452271231073,True,LacZ_1_b2,LacZ OE,0.46554421201580176,0.5831411842643024,-32.02156745385773,90,800
25,34.92857142857143,673.2025761124122,422.3887587822014,1042.0,1.2767951521616145,1045.204918032787,1214.7822014051521,2100.072599531616,True,LacZ_1_b2,LacZ OE,0.22185137201826266,0.581857665986919,-33.58484378511327,90,800
26,35.115800865800864,702.9772727272727,429.54112554112555,1132.0,1.4333111670448135,1021.1969696969697,1441.5508658008657,1753.6006493506493,True,LacZ_1_b2,LacZ OE,0.1775433588005031,0.6644624291395329,-33.24500224238206,90,800
27,35.84014423076923,714.4579326923077,429.81850961538464,1108.0,1.681692493582461,521.0108173076923,1281.8810096153845,899.7103365384615,True,LacZ_1_b2,LacZ OE,0.16863711453292196,0.6978161793130113,-32.435763462803465,90,800
28,36.27336860670194,289.0899470899471,394.9171075837742,814.0,1.507300175185954,505.73015873015873,1044.068783068783,1717.9294532627866,False,LacZ_1_b2,LacZ OE,0.5791952498118078,-0.5236503283415371,-34.891135655120685,90,800
29,38.239556135770236,673.233681462141,410.48759791122717,2048.0,1.5547111269853515,1055.4921671018276,1235.280678851175,972.3302872062663,True,LacZ_1_b2,LacZ OE,0.2610633570350467,0.58915291931031,-30.148646582469368,90,800
30,36.51949860724234,679.9610027855153,395.0974930362117,949.0,1.5320820000891486,844.5849582172702,1133.742339832869,2448.325905292479,True,LacZ_1_b2,LacZ OE,0.3073064037972133,0.618298527526745,-31.65509122796106,90,800
31,37.594885598923284,369.30686406460296,293.4185733512786,1071.0,1.4915839986579036,655.4226110363392,825.1265141318977,1145.14266487214,True,LacZ_1_b2,LacZ OE,0.8589155108286581,-0.22705059916102743,-31.88749839963326,90,800
