label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,x_std,y_std,z_std,rotation,D_threshold,kn_threshold,ey_threshold,type,with_ey_kn
1,1.936608557844691,361.16323296354994,766.2852614896989,805.0,1.8757104247456622,33278.4088748019,47726.22820919176,36406.48494453249,LacZ_3,0.5652185601597868,0.29168683982072485,-51.125018503923144,-80,22500,30000,25000,LacZ OE,True
2,1.9532608695652174,704.6141304347826,700.195652173913,1135.0,1.7171446455405357,22364.08804347826,41548.33586956522,32186.496739130434,LacZ_3,0.21070950675116085,-0.5931940638680837,-48.81238088156098,-80,22500,30000,25000,LacZ OE,True
3,8.741329479768787,761.5903179190751,625.0462427745665,1993.0,1.34977458751601,21108.47543352601,41557.990606936415,34597.257225433525,LacZ_3,-0.034421588675342285,-0.7118286983621516,-42.793414890844815,-80,22500,30000,25000,LacZ OE,True
4,2.772020725388601,592.8886010362694,754.4067357512953,508.0,1.5666127750092573,12981.295336787565,43480.533678756474,34198.173575129535,LacZ_3,0.42078829374247717,-0.31954332438038124,-48.155328014064885,-80,22500,30000,25000,LacZ OE,True
5,5.478179551122195,714.8042394014963,713.1371571072319,2248.0,1.4111243717438353,25746.434538653368,43185.166458852866,34042.65024937656,LacZ_3,0.24321049175064724,-0.6258094768994935,-44.9534184329559,-80,22500,30000,25000,LacZ OE,True
6,6.180645161290323,728.563133640553,650.9603686635945,1374.0,1.3312939283475198,15163.923502304147,27867.71612903226,31861.550230414745,LacZ_3,0.05646805812060962,-0.6353345057262646,-45.22435588489534,-80,22500,30000,25000,LacZ OE,False
7,4.658874458874459,730.8900432900433,617.2727272727273,1451.0,1.5500532132544789,26968.6329004329,42872.23463203463,31846.568831168832,LacZ_3,-0.04218681135225266,-0.6269207262309116,-47.325053888199974,-80,22500,30000,25000,LacZ OE,True
8,5.101123595505618,640.2322097378277,740.9637952559301,1057.0,1.401994950612028,13684.066167290886,34185.87265917603,31526.041198501873,LacZ_3,0.3592552833015308,-0.43955546312702143,-45.58775347660152,-80,22500,30000,25000,LacZ OE,True
9,4.144611186903138,784.7517053206003,578.4829467939973,955.0,1.6204157509700798,31343.589358799454,49498.23055934516,35464.96452933151,LacZ_3,-0.18013095545764346,-0.7533429782412666,-47.98779085036017,-80,22500,30000,25000,LacZ OE,True
10,7.440406976744186,373.7412790697674,743.2587209302326,868.0,1.555662101312188,13442.505813953489,24756.593023255813,29573.122093023256,LacZ_3,0.4922626767492779,0.2684366048770188,-45.90703185534184,-80,22500,30000,25000,LacZ OE,False
11,11.25412087912088,656.3255494505495,729.3965201465202,3339.0,1.443153878473654,27457.23489010989,24944.795787545787,32175.678113553113,LacZ_3,0.31780801280660675,-0.47712002308170376,-39.480045228254795,-80,22500,30000,25000,LacZ OE,False
12,9.131487889273357,665.7231833910034,699.590830449827,1439.0,1.4965464105141364,23315.11678200692,40541.636678200695,33586.65830449827,LacZ_3,0.22707527470962452,-0.48922532724155887,-42.04039835711584,-80,22500,30000,25000,LacZ OE,True
13,7.962162162162162,349.0864864864865,775.081081081081,758.0,1.8987437989660652,15107.852252252253,24701.630630630632,30357.3009009009,LacZ_3,0.596155290774582,0.32019542780430466,-45.065662139458894,-80,22500,30000,25000,LacZ OE,False
14,8.182565789473685,593.125,753.9128289473684,816.0,1.405678516499548,11620.524671052632,30048.121710526317,29827.815789473683,LacZ_3,0.4189902194861519,-0.31976935801685025,-42.75237060657943,-80,22500,30000,25000,LacZ OE,True
15,9.370020964360586,649.0345911949686,744.0272536687631,1451.0,1.5827905898178225,22604.595387840673,29071.215932914045,29702.56498951782,LacZ_3,0.3637545852461288,-0.46415577646320527,-41.17578591050152,-80,22500,30000,25000,LacZ OE,False
16,10.185515873015873,709.3859126984127,721.8164682539683,1574.0,1.3190399046374062,14324.179563492064,30706.907738095237,33678.88690476191,LacZ_3,0.2707117815890634,-0.6150084695840086,-40.146646191311675,-80,22500,30000,25000,LacZ OE,True
17,10.329831932773109,699.3452380952381,713.0602240896359,1823.0,1.3779546816149602,24984.173669467786,43909.16946778711,34857.54341736695,LacZ_3,0.2500955290051454,-0.58448401780116,-40.26074376955596,-80,22500,30000,25000,LacZ OE,True
18,9.143518518518519,712.1888888888889,622.1194444444444,1419.0,1.6028398071148764,27018.55185185185,29065.43888888889,30192.414814814816,LacZ_3,-0.019477822789263688,-0.5791255097680144,-42.94404255526788,-80,22500,30000,25000,LacZ OE,False
19,10.159113796576031,722.9305135951662,569.4279959718026,1436.0,1.7590804766409767,18419.961732124873,25131.898288016113,29976.002014098693,LacZ_3,-0.17731587519618774,-0.5847400529861815,-42.76274315266336,-80,22500,30000,25000,LacZ OE,False
20,9.7126213592233,704.1902912621359,611.609708737864,643.0,1.410030536231155,29827.452427184468,43004.12038834952,29108.30291262136,LacZ_3,-0.046164542730632196,-0.553255662306761,-42.64413765145729,-80,22500,30000,25000,LacZ OE,True
21,11.190116678105696,750.1969800960878,658.5072065888812,1809.0,1.469114913442425,27752.020590253946,44592.0391214825,33099.05422100206,LacZ_3,0.06783537935232231,-0.6959934803192451,-39.86178125148791,-80,22500,30000,25000,LacZ OE,True
22,9.778959810874705,780.5437352245863,633.3345153664303,1033.0,1.4754996252953065,24329.179669030735,41553.416075650115,32139.802600472813,LacZ_3,-0.019446744880616484,-0.7658178390962546,-41.41572279049922,-80,22500,30000,25000,LacZ OE,True
23,10.442477876106194,575.8495575221239,730.7138643067847,933.0,1.6421991830303206,13285.171091445427,26084.18731563422,29222.63569321534,LacZ_3,0.35985472856156164,-0.26364211416778394,-41.083038691680045,-80,22500,30000,25000,LacZ OE,False
24,10.551724137931034,585.0378197997775,776.9021134593993,1072.0,1.4144891659171523,12825.209121245829,25343.437152391547,31798.36484983315,LacZ_3,0.4893364445326154,-0.3081758740235925,-40.054246246477575,-80,22500,30000,25000,LacZ OE,False
25,10.994226327944572,624.6905311778291,821.5300230946882,1050.0,1.4311361337145614,13522.666281755197,25756.409930715934,35197.058891454966,LacZ_3,0.5998234844368011,-0.43305959118993986,-38.4116326465394,-80,22500,30000,25000,LacZ OE,False
26,11.8283378746594,657.9209809264305,668.591280653951,1430.0,1.3398842357039038,21946.500454132605,25161.906448683014,29659.18710263397,LacZ_3,0.14081852285917407,-0.4548894395762968,-39.977857979671924,-80,22500,30000,25000,LacZ OE,False
