label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,4.888389513108614,185.45243445692884,481.81573033707866,1550.0,1.1380400456143223,387.3205992509363,1448.4044943820224,1096.5880149812733,False,Vsx1_3_b2,Vsx1 GOF,-0.3409786319957442,0.8320697817044937,-27.026848740518506,-100,800
2,2.7967980295566504,242.17733990147784,580.3817733990148,1033.0,1.3034923013662956,197.4667487684729,1339.371921182266,1499.6059113300494,False,Vsx1_3_b2,Vsx1 GOF,0.016461683532134064,0.650261845802528,-35.644119339066286,-100,800
3,6.577464788732394,189.2288732394366,571.5176056338029,1634.0,1.505130249779702,223.72975352112675,1632.7033450704225,1679.7887323943662,False,Vsx1_3_b2,Vsx1 GOF,-0.001795500272960382,0.8028747866328607,-30.08565904185732,-100,800
4,9.299885974914481,159.7970353477765,390.4150513112885,1106.0,1.4135392845995953,599.9190421892816,1457.527936145952,2515.765108323831,False,Vsx1_3_b2,Vsx1 GOF,-0.6794021238587988,0.9235535648693411,-17.24220906934986,-100,800
5,8.528915662650602,169.15903614457832,379.4385542168675,1175.0,1.3595077599345744,472.79397590361447,1286.444578313253,940.9409638554217,False,Vsx1_3_b2,Vsx1 GOF,-0.7237253326807306,0.8991339637400813,-17.677010494639163,-100,800
6,9.36569579288026,183.8403451995685,455.9676375404531,1189.0,1.3204894840226284,240.10355987055016,1488.066882416397,1102.4994606256741,False,Vsx1_3_b2,Vsx1 GOF,-0.43762903801118314,0.8415701621011724,-21.17653934170229,-100,800
7,9.176100628930818,225.69496855345912,464.8364779874214,562.0,1.5761374242954962,299.4842767295597,1170.2704402515724,856.5471698113207,False,Vsx1_3_b2,Vsx1 GOF,-0.4156104330496261,0.7203237472470356,-22.872614318337067,-100,800
8,11.837874659400544,223.8623978201635,459.1880108991826,1057.0,1.2788552385801202,329.1008174386921,1704.1185286103541,1416.708446866485,False,Vsx1_3_b2,Vsx1 GOF,-0.43600283662958783,0.7264864312916977,-19.876566318860714,-100,800
9,10.62550881953867,829.3514246947083,426.5074626865672,943.0,1.4276851702676803,257.0271370420624,1753.5101763907735,1972.0936227951154,False,Vsx1_3_b2,Vsx1 GOF,-0.7271829082114925,-0.9948453147832304,-34.538802477173135,-100,800
10,14.732394366197184,754.0334507042254,461.24295774647885,906.0,1.8374244422930766,272.5475352112676,2025.649647887324,1789.4964788732395,False,Vsx1_3_b2,Vsx1 GOF,-0.5739932464061193,-0.7872998079600955,-30.355530815527434,-100,800
11,14.723098995695839,208.21090387374463,479.0731707317073,1015.0,1.3970345031523996,239.4648493543759,1930.7317073170732,1367.051649928264,False,Vsx1_3_b2,Vsx1 GOF,-0.35578496872970133,0.766867650649891,-17.63555807418816,-100,800
12,14.48448275862069,201.6741379310345,490.0844827586207,767.0,1.328767332665925,275.5931034482759,1604.1620689655172,1525.3379310344828,False,Vsx1_3_b2,Vsx1 GOF,-0.3123012856688385,0.7832997025693216,-18.281146883269574,-100,800
13,15.499492385786802,205.0020304568528,309.5197969543147,1249.0,1.467425039410945,365.053807106599,1527.564467005076,1405.6081218274112,True,Vsx1_3_b2,Vsx1 GOF,-0.9972356160144389,0.8105114376049105,-7.989642642537554,-100,800
