label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,x_std,y_std,z_std,rotation,D_threshold,kn_threshold,ey_threshold,type,with_ey_kn
431,38.535874439461885,280.5762331838565,666.5650224215246,1044.0,1.593451832655404,22656.502242152466,33239.94618834081,27723.724215246635,LacZ_1,0.2687377472287844,0.6296953139221872,-0.5259618144633578,-100,22500,30000,25000,LacZ OE,True
432,39.45538461538462,281.5651282051282,673.7846153846153,1809.0,1.6409247330722168,23959.206153846153,35747.50461538461,29444.348717948717,LacZ_1,0.294285680709657,0.6288462675320412,0.6617983846978746,-100,22500,30000,25000,LacZ OE,True
433,37.69126213592233,460.4873786407767,794.1378640776699,948.0,1.61789763598346,11667.066019417476,36205.033009708735,31215.879611650485,LacZ_1,0.7745832357791573,0.17567281069974183,5.758622616512255,-100,22500,30000,25000,LacZ OE,True
434,38.53678929765886,478.9113712374582,783.7558528428094,1147.0,1.7641445235678788,13853.747491638796,26729.386287625417,33977.94816053512,LacZ_1,0.7439443172275375,0.1233866678914779,6.507192795585311,-100,22500,30000,25000,LacZ OE,False
435,38.037795275590554,504.4204724409449,784.3370078740157,1157.0,1.5703990719383902,13103.829921259843,35523.525984251966,31981.984251968504,LacZ_1,0.7542475146567664,0.054654560397278784,6.402277036165842,-100,22500,30000,25000,LacZ OE,True
436,38.77339901477833,504.0919540229885,734.4630541871921,1114.0,1.7869921012570962,11270.67487684729,26583.52052545156,31150.573070607552,LacZ_1,0.5789377971621437,0.043183591991944104,5.374755852275072,-100,22500,30000,25000,LacZ OE,False
437,37.794736842105266,514.9394736842105,758.0697368421053,1315.0,1.427908227695673,14547.214473684211,25965.638157894737,32593.901315789473,LacZ_1,0.665434044717842,0.019730929715662926,5.387525930488309,-100,22500,30000,25000,LacZ OE,False
438,36.33653846153846,657.4923076923077,520.7192307692308,658.0,1.974663749606971,15940.686538461538,23383.923076923078,29257.138461538463,LacZ_1,-0.12190993959670782,-0.4240493766160256,-2.349171003680624,-100,22500,30000,25000,LacZ OE,False
439,38.27567567567568,688.9774774774775,590.1171171171171,1435.0,1.5081478811732052,16008.18108108108,19633.81171171171,26383.367567567566,LacZ_1,0.1316190357829028,-0.4917559946549017,2.495117577919885,-100,22500,30000,25000,LacZ OE,False
440,39.00102774922919,725.2692702980473,438.38540596094555,1343.0,1.4966518319576603,21082.434737923948,28808.690647482013,31374.301130524153,LacZ_1,-0.3895465646766645,-0.6273672501393479,-1.5967691629482204,-100,22500,30000,25000,LacZ OE,False
441,39.43560872624912,743.5404644616467,511.3286418015482,2532.0,1.6545273547140824,16938.645320197043,20264.56157635468,27975.331456720618,LacZ_1,-0.12762327563797926,-0.6585693750529046,1.6756750044649777,-100,22500,30000,25000,LacZ OE,False
442,37.597337770382694,773.5474209650582,458.8036605657238,856.0,1.4826428821298154,18143.90016638935,36638.96006655574,27451.009983361066,LacZ_1,-0.30216022809938736,-0.7526672784607076,-1.5734316347511879,-100,22500,30000,25000,LacZ OE,True
443,42.181733889661565,283.40843764487715,682.8474733426054,5194.0,1.7871972854804519,22521.921650440425,35527.10477515067,29184.229949003246,LacZ_1,0.32634775095286006,0.6262039150700949,3.7325477728553267,-100,22500,30000,25000,LacZ OE,True
444,40.69198312236287,315.4599156118143,699.2130801687764,963.0,1.776140359268363,24957.603375527426,25248.57594936709,30927.772151898735,LacZ_1,0.3943008966608339,0.5436986245429405,3.2896357290864415,-100,22500,30000,25000,LacZ OE,False
445,39.67403314917127,330.42541436464086,750.4088397790056,928.0,1.8969952708390225,11867.093922651933,25474.795580110498,27562.696132596684,LacZ_1,0.5789921330057721,0.5159769549060227,4.2957613305039075,-100,22500,30000,25000,LacZ OE,False
446,42.21533923303835,346.3978086809945,704.4285714285714,4019.0,1.4975373028976344,24534.983565107457,24906.322798145808,30380.91108301728,LacZ_1,0.42236029859043644,0.4615242941127453,5.448362383621486,-100,22500,30000,25000,LacZ OE,False
447,38.97577092511013,406.86563876651985,780.8105726872246,1391.0,1.5591608958565661,28356.610132158592,26599.138766519824,33043.63436123348,LacZ_1,0.7103914694070115,0.317154243295221,5.787924286646444,-100,22500,30000,25000,LacZ OE,False
448,41.28862973760933,414.0126336248785,778.1875607385812,2517.0,1.6055688996775124,22723.65208940719,27022.02818270165,30732.559766763847,LacZ_1,0.7031817013820669,0.2972812014231163,8.111221793329563,-100,22500,30000,25000,LacZ OE,False
449,38.093023255813954,441.58350951374206,756.3615221987314,863.0,1.9601800056025287,20126.74841437632,26267.350951374206,30426.219873150105,LacZ_1,0.6358215647607603,0.21733818726641219,4.552093998724615,-100,22500,30000,25000,LacZ OE,False
450,39.56,499.32666666666665,721.4355555555555,940.0,1.601677948920763,11063.7,25626.04888888889,32347.015555555554,LacZ_1,0.531565025839638,0.05283766661949407,5.631913707367886,-100,22500,30000,25000,LacZ OE,False
451,37.72985781990521,616.3767772511849,724.1469194312796,858.0,1.629059383127116,18513.52132701422,24024.388625592415,31311.497630331753,LacZ_1,0.5789397608491036,-0.26251868374333176,5.611264979683469,-100,22500,30000,25000,LacZ OE,False
452,39.05138662316477,644.4714518760196,681.858075040783,1785.0,1.370792884560922,18038.509787928222,21818.784665579118,28609.75938009788,LacZ_1,0.43932155183925836,-0.3488162534966631,5.852444791274181,-100,22500,30000,25000,LacZ OE,False
453,37.70056497175141,720.2401129943503,623.9632768361582,646.0,1.3964671378870466,16478.60734463277,22784.564971751413,26326.91242937853,LacZ_1,0.26057604576155513,-0.5677644123826171,3.5707308701330334,-100,22500,30000,25000,LacZ OE,False
454,41.63598759048604,733.0351602895553,517.4446742502586,1407.0,1.4741861555448283,16191.921406411582,21067.318510858324,28972.4095139607,LacZ_1,-0.10980885692150422,-0.6286247212904359,3.9363009691404898,-100,22500,30000,25000,LacZ OE,False
455,41.869791666666664,728.75,510.9986979166667,1392.0,1.4090224276695436,16428.854166666668,19673.985677083332,26271.776041666668,LacZ_1,-0.1338482535922565,-0.6186499844369251,3.8800519170027457,-100,22500,30000,25000,LacZ OE,False
456,40.184135977337114,253.78470254957506,645.844192634561,963.0,1.611044825783387,17859.4164305949,32820.606232294616,24205.490084985835,LacZ_1,0.18716339405972526,0.6969253036638525,-0.001192036534092722,-100,22500,30000,25000,LacZ OE,False
457,42.40459770114943,338.69425287356324,711.7977011494253,774.0,1.4818870319722812,21782.142528735632,25174.583908045977,29734.62988505747,LacZ_1,0.4457333855116272,0.4841548952330996,5.784490944908995,-100,22500,30000,25000,LacZ OE,False
458,41.71920088790233,346.0288568257492,693.2830188679245,1263.0,1.301085153457287,21312.637069922308,25445.726970033298,30714.846836847948,LacZ_1,0.38317298202439587,0.4597382927206537,4.554367758713752,-100,22500,30000,25000,LacZ OE,False
459,43.99089935760171,358.64132762312636,719.4175588865096,2653.0,1.3326944913821277,25260.35546038544,41494.73501070664,33535.78800856531,LacZ_1,0.47869409300349064,0.4322487161676476,7.930047607161754,-100,22500,30000,25000,LacZ OE,True
460,38.888324873096444,439.2664974619289,778.269035532995,753.0,1.371914864649221,20538.695431472082,26179.002538071065,31544.969543147206,LacZ_1,0.7118928637126489,0.22905555736117833,6.085034645234288,-100,22500,30000,25000,LacZ OE,False
461,41.71515151515152,480.2818181818182,776.6,815.0,1.5171419264845227,17973.20303030303,26756.59393939394,36528.28484848485,LacZ_1,0.7188517230008606,0.11800866036888658,9.451086956427318,-100,22500,30000,25000,LacZ OE,False
462,42.13298337707786,508.0411198600175,755.7139107611548,2175.0,1.4776104771204603,11756.995625546806,26021.194225721785,33647.79615048119,LacZ_1,0.6543878730804509,0.03790151120354435,9.538650473475357,-100,22500,30000,25000,LacZ OE,False
463,43.62211055276382,560.7437185929648,745.2422110552764,2510.0,1.816412615432549,11918.388944723618,27025.965829145727,35400.94271356784,LacZ_1,0.6343684305051402,-0.10692111005808413,11.428732723149608,-100,22500,30000,25000,LacZ OE,False
464,44.786407766990294,562.4002157497304,752.2481121898597,3673.0,1.9700164458675633,12704.366774541531,26927.844660194176,37436.50377562028,LacZ_1,0.6593491842524144,-0.10961784087067405,12.863338111369927,-100,22500,30000,25000,LacZ OE,False
465,40.074581430745816,605.3348554033486,756.4992389649924,1132.0,1.3197032147260845,13121.995433789954,31385.587519025874,30467.783866057838,LacZ_1,0.6886798790394599,-0.2246082583226675,8.932963880068883,-100,22500,30000,25000,LacZ OE,True
466,39.358333333333334,615.8791666666667,733.0666666666667,527.0,1.8195387518445432,14560.941666666668,23459.25,28233.083333333332,LacZ_1,0.6098881160658349,-0.258911103231648,7.545645630181966,-100,22500,30000,25000,LacZ OE,False
467,41.61282051282051,649.6551282051282,711.4435897435898,1096.0,1.4180004669688824,22012.514102564102,23241.92435897436,30022.896153846155,LacZ_1,0.5445343330027388,-0.3553864674628444,9.530583685757392,-100,22500,30000,25000,LacZ OE,False
468,39.44522144522144,661.5757575757576,564.1072261072261,531.0,1.5680275545845705,16631.6317016317,22301.571095571097,27844.177156177157,LacZ_1,0.03133998376161218,-0.4242064751014496,2.3461820873891384,-100,22500,30000,25000,LacZ OE,False
469,39.42013129102845,661.7352297592997,642.5711159737418,743.0,1.5364889760480216,18330.549234135666,20542.271334792124,26421.227571115975,LacZ_1,0.3068845241043108,-0.4051603048142097,5.088863895720749,-100,22500,30000,25000,LacZ OE,False
470,39.00442477876106,676.3141592920354,719.7610619469026,662.0,1.5489599288592604,16617.900442477876,32268.311946902653,26026.438053097347,LacZ_1,0.5826408005890504,-0.4253672618857143,7.607290309347022,-100,22500,30000,25000,LacZ OE,True
471,39.478359908883824,705.883826879271,678.9612756264237,592.0,1.4046585468535715,20855.04555808656,38230.284738041,26500.38041002278,LacZ_1,0.4488337495673953,-0.5153029741222809,7.075556051629803,-100,22500,30000,25000,LacZ OE,True
472,39.80712166172107,712.1928783382789,472.2908011869436,975.0,1.6906920700406987,15905.514836795252,21285.854599406528,27491.787833827893,LacZ_1,-0.2748096308396615,-0.5836266541286572,0.21239111543627587,-100,22500,30000,25000,LacZ OE,False
473,41.22445255474452,722.4069343065694,474.61678832116786,933.0,1.4161652995829233,19709.85401459854,21358.116788321167,29415.912408759123,LacZ_1,-0.26354239012382974,-0.6105781751007502,1.8601131920786855,-100,22500,30000,25000,LacZ OE,False
474,37.97715736040609,739.7208121827412,590.510152284264,593.0,1.9365753942642348,18253.111675126904,33869.850253807104,25455.9923857868,LacZ_1,0.1493462209561529,-0.6286476504525229,2.953111911128289,-100,22500,30000,25000,LacZ OE,True
475,37.990154711673696,747.2334739803094,458.59353023909983,992.0,1.6187566652385021,21269.33192686357,31467.181434599155,24285.894514767933,LacZ_1,-0.31140577038463346,-0.6816736811401785,-1.5733150090236308,-100,22500,30000,25000,LacZ OE,False
476,39.865689865689866,764.1880341880342,484.95604395604397,1240.0,1.76358033840951,19078.86935286935,33255.02564102564,26026.385836385838,LacZ_1,-0.2136377681833982,-0.7208401905915907,1.4780554818694611,-100,22500,30000,25000,LacZ OE,True
477,43.620141342756185,314.8030035335689,735.4319787985866,2655.0,1.3073163232254243,25138.145759717314,42617.13074204947,32567.366607773853,LacZ_1,0.5208794738646494,0.5545528131402382,7.482566497775721,-100,22500,30000,25000,LacZ OE,True
478,45.303497332542975,332.57083580320096,721.0895080023711,3209.0,1.4065796374340733,27066.557202133965,24291.604623592175,31279.128630705392,LacZ_1,0.47601662843203485,0.5030806126822478,8.9191703262955,-100,22500,30000,25000,LacZ OE,False
479,42.93540945790081,340.2698961937716,778.527104959631,1425.0,1.2163674063975467,13509.456747404844,28071.147635524798,30586.231833910035,LacZ_1,0.6804613448212209,0.4964823589205112,8.68981416079734,-100,22500,30000,25000,LacZ OE,False
480,40.606577344701584,651.5554202192449,754.7028014616321,1789.0,1.5483627071041315,19270.19244823386,37384.928136419,30719.8928136419,LacZ_1,0.6971593640841054,-0.34980878623971745,10.077526463822878,-100,22500,30000,25000,LacZ OE,True
481,40.75812743823147,667.5305591677503,480.7308192457737,997.0,1.551502661626635,15321.555266579973,24419.501950585174,27947.97789336801,LacZ_1,-0.2596530296649663,-0.46093776392384134,0.8066988968538595,-100,22500,30000,25000,LacZ OE,False
482,43.010702341137126,687.6568561872909,455.4488294314381,2456.0,1.4267595740931378,15787.6127090301,22638.436120401337,28859.403344481605,LacZ_1,-0.34224015266757457,-0.52147461504356,2.461056665563163,-100,22500,30000,25000,LacZ OE,False
483,45.21765295887663,690.4548645937814,620.6203610832498,3186.0,1.2739468949957526,19482.84002006018,20737.767803410232,27888.974924774324,LacZ_1,0.23829972667949462,-0.4879585947328481,10.528726055916863,-100,22500,30000,25000,LacZ OE,False
484,40.598837209302324,707.2131782945736,518.1337209302326,940.0,1.585657460168274,15231.15503875969,19872.548449612405,25708.197674418603,LacZ_1,-0.11555542391824836,-0.5587799619617604,2.546380995295195,-100,22500,30000,25000,LacZ OE,False
485,40.17529215358932,749.4023372287145,536.3155258764608,777.0,1.538284624994499,20231.60267111853,33852.15692821369,25649.72120200334,LacZ_1,-0.03810434128423135,-0.668167952938479,3.3812368767588765,-100,22500,30000,25000,LacZ OE,True
