label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,x_std,y_std,z_std,rotation,D_threshold,kn_threshold,ey_threshold,type,with_ey_kn
1,2.3185078909612624,69.29124820659972,548.1176470588235,812.0,1.4004510931039142,12090.205164992827,18217.051649928264,25801.246771879483,Vsx1_3,-0.033499903942546205,-0.8819349128909313,-53.05795031660951,90,22500,30000,25000,Vsx OE,False
2,3.1818181818181817,107.85007974481658,557.8676236044657,860.0,1.3780402962107894,14014.167464114833,19811.108452950557,25455.985645933015,Vsx1_3,-0.054275492873782416,-0.797040089065661,-51.171108957941044,90,22500,30000,25000,Vsx OE,False
3,1.4054054054054055,111.12058212058211,690.7525987525987,552.0,1.6464130689236331,11242.781704781704,17774.25363825364,29964.411642411644,Vsx1_3,-0.38815385192934304,-0.7791284407966372,-47.60031312996532,90,22500,30000,25000,Vsx OE,False
4,5.445845272206304,124.28481375358166,454.756446991404,2758.0,1.5378414060956518,14108.2,20086.95759312321,28660.820630372495,Vsx1_3,0.2066765647453408,-0.7695714796636903,-52.74405810632669,90,22500,30000,25000,Vsx OE,False
5,7.788918205804749,122.91160949868073,689.9379947229552,3695.0,1.36192193261694,12476.482519788919,19974.526715039578,33443.70547493404,Vsx1_3,-0.384361736395583,-0.7537141374866388,-41.06066223167957,90,22500,30000,25000,Vsx OE,False
6,4.496503496503497,131.3006993006993,536.9003496503497,2143.0,1.3659679252044086,13517.095571095571,20097.8682983683,29644.587995337995,Vsx1_3,0.0007739486216691294,-0.7476067270997657,-50.30573261853969,90,22500,30000,25000,Vsx OE,False
7,1.8293515358361774,135.3122866894198,480.20819112627987,824.0,1.6567933738794904,14600.846416382252,20819.682593856654,28297.015358361776,Vsx1_3,0.1433885781796016,-0.7433149989840899,-55.1617650797038,90,22500,30000,25000,Vsx OE,False
8,4.818229166666667,140.49375,575.746875,2375.0,1.2328861060198586,13616.059375,19880.838541666668,28673.44375,Vsx1_3,-0.09596749983453734,-0.7244288125169291,-48.28574849428885,90,22500,30000,25000,Vsx OE,False
9,3.949275362318841,135.88727858293075,655.7133655394525,1623.0,1.4869043804464097,12977.219001610307,19603.908212560385,26386.330917874395,Vsx1_3,-0.297488220189291,-0.7280049842374063,-46.04554285213469,90,22500,30000,25000,Vsx OE,False
10,2.1918735891647856,142.1783295711061,457.67945823927766,1032.0,1.5441491749881724,13654.785553047404,21069.828442437924,32326.451467268624,Vsx1_3,0.20070060780501597,-0.7301609992000668,-55.58343089283901,90,22500,30000,25000,Vsx OE,False
11,5.716398434101784,143.48803827751198,559.8673336233145,3278.0,1.32035548069772,13834.692474989126,20503.196172248805,29011.120052196606,Vsx1_3,-0.055681817104855424,-0.7192091437961466,-47.97135757938271,90,22500,30000,25000,Vsx OE,False
12,4.188273265196342,150.11565357719203,511.32920925228615,2883.0,1.442941777037865,14928.812802582033,21713.21947283486,28652.087143625606,Vsx1_3,0.0667969932869763,-0.708596528437536,-51.321565478894236,90,22500,30000,25000,Vsx OE,False
13,4.050888529886914,149.858239095315,619.1114701130856,3161.0,1.5851287649868353,13917.583602584815,23365.061793214863,31882.91074313409,Vsx1_3,-0.20415651793274225,-0.7004700767546226,-47.17107660105157,90,22500,30000,25000,Vsx OE,False
14,6.709699930216329,152.08025122121424,685.946964410328,3458.0,1.2077312019205915,12524.562456385205,19465.08688066992,28883.581297976274,Vsx1_3,-0.37167823206387063,-0.690341355071519,-41.81662800557366,90,22500,30000,25000,Vsx OE,False
15,4.230617283950617,163.6977777777778,747.8385185185185,3220.0,1.68873211787223,11698.111111111111,19406.42765432099,27924.483456790123,Vsx1_3,-0.5263913667268709,-0.6599063506914524,-41.63717925397005,90,22500,30000,25000,Vsx OE,False
16,2.9611178614823817,162.3523693803159,770.2527339003645,1018.0,1.413941358014594,11168.140947752127,18107.86148238153,26652.640340218713,Vsx1_3,-0.5829829472241683,-0.6609868298007164,-42.035137780416505,90,22500,30000,25000,Vsx OE,False
17,7.653775883069428,176.77344701583434,592.2737515225335,5363.0,1.8087868226079329,13499.651948842875,21517.626065773446,27993.13885505481,Vsx1_3,-0.133798150723078,-0.6440389847301099,-44.196238398346225,90,22500,30000,25000,Vsx OE,False
18,6.205497382198953,164.88874345549738,721.1012216404887,3658.0,1.3623150568095426,12448.659685863875,19741.4537521815,27364.952443280978,Vsx1_3,-0.4588785617043213,-0.659538839831382,-40.709192563873046,90,22500,30000,25000,Vsx OE,False
19,4.004512635379061,165.75451263537906,508.3402527075812,1906.0,1.4131902447758817,14583.542418772564,21438.73916967509,27465.511732851985,Vsx1_3,0.07577062200427043,-0.6747029139459219,-51.36619431619586,90,22500,30000,25000,Vsx OE,False
20,3.498399146211313,165.8922091782284,615.9807897545357,1537.0,1.633299221508527,13505.068303094984,19438.786552828176,29984.509071504803,Vsx1_3,-0.1948256619779466,-0.6657111963114833,-47.583217200920174,90,22500,30000,25000,Vsx OE,False
21,11.938096346288107,169.59204095880847,707.774959273912,7089.0,1.5403292759655445,12971.639283220851,20742.396090295555,28365.529671864093,Vsx1_3,-0.4243722629734237,-0.6505737913137379,-35.4349984136774,90,22500,30000,25000,Vsx OE,False
22,5.002318392581143,176.2496136012365,572.8423493044822,2005.0,1.9374226124108342,13264.930448222565,20207.061823802163,26387.741885625965,Vsx1_3,-0.08526746832999699,-0.6466434129247961,-47.62765004741273,90,22500,30000,25000,Vsx OE,False
23,2.438377535101404,174.58190327613104,710.8205928237129,772.0,1.4388004894490902,12129.126365054603,19371.315132605305,31064.957878315134,Vsx1_3,-0.4324926353473654,-0.6390667433626618,-44.72229410197728,90,22500,30000,25000,Vsx OE,False
24,5.60427807486631,176.89839572192514,619.7039377734565,2482.0,1.1174818741073638,13478.318424890618,21531.165289256198,33945.44871171609,Vsx1_3,-0.20293548562545882,-0.6414761548016501,-45.14947415138404,90,22500,30000,25000,Vsx OE,False
25,6.546499477533961,172.02351097178683,534.7706374085684,2548.0,1.2726277757190152,14678.541274817137,20886.864158829678,26002.484848484848,Vsx1_3,0.010180168044977345,-0.6589932363132107,-47.670671168393625,90,22500,30000,25000,Vsx OE,False
26,7.93579300431241,176.60661236224246,657.0637278390034,2853.0,1.1591635442382109,13638.990896022999,31144.015333013896,27214.14230953522,Vsx1_3,-0.2966386689567474,-0.6391947274226538,-41.33723693706033,90,22500,30000,25000,Vsx OE,True
27,3.3507109004739335,184.66350710900474,766.296682464455,1261.0,1.2223130521717749,12418.355450236966,19621.862559241705,27221.72227488152,Vsx1_3,-0.570890977805202,-0.6126333462551286,-41.43538818310172,90,22500,30000,25000,Vsx OE,False
28,6.100135317997293,191.21154713576905,621.3802435723951,2987.0,1.130843498182909,13683.594046008118,20185.522778529543,30376.70139828597,Vsx1_3,-0.2057465441833065,-0.6101263485328015,-44.35121086601116,90,22500,30000,25000,Vsx OE,False
29,6.060986547085202,192.10971599402092,689.3629297458893,4787.0,1.2859995612377604,13442.056502242152,20922.935127055305,30278.288490284005,Vsx1_3,-0.37654304747386325,-0.6026882319263176,-41.66837140021346,90,22500,30000,25000,Vsx OE,False
30,4.123760037789324,190.8252243741143,598.004251299008,2799.0,1.3209973403376656,13727.261218705715,19978.29381199811,30101.542749173357,Vsx1_3,-0.14722137258679902,-0.6127749632481871,-47.26297660379539,90,22500,30000,25000,Vsx OE,False
31,5.342925659472422,190.40767386091127,648.8681055155876,4089.0,1.6654794087688904,13289.633093525179,21214.486125385407,28616.273038711886,Vsx1_3,-0.2749892327651894,-0.6096364648975876,-44.02638493101366,90,22500,30000,25000,Vsx OE,False
32,3.887741935483871,194.9567741935484,552.7509677419355,1987.0,1.3216195417667465,13884.585161290323,20111.906451612904,27486.291612903227,Vsx1_3,-0.033107765046026305,-0.6073953569739866,-49.23264873898317,90,22500,30000,25000,Vsx OE,False
33,8.46066779852858,199.475947934352,669.2982456140351,4833.0,1.4790154124588908,13330.050367855121,20943.82427843803,27962.787209960385,Vsx1_3,-0.3251763049707491,-0.588324160746732,-39.94839918690113,90,22500,30000,25000,Vsx OE,False
34,3.462798315395414,198.48993916705663,529.2625175479644,2615.0,1.5805545525990867,14314.34861956013,20381.71689284043,30816.788956481047,Vsx1_3,0.026223724771490042,-0.6015607896899373,-50.53424557603594,90,22500,30000,25000,Vsx OE,False
35,4.581546707503828,208.97856049004594,608.6010719754977,3302.0,1.5371783283325586,13409.933384379785,20339.100689127106,31455.771439509954,Vsx1_3,-0.17209516274261416,-0.5723249699722541,-46.0841760723231,90,22500,30000,25000,Vsx OE,False
36,5.251366120218579,200.70819672131148,829.7551912568306,1252.0,1.123424275296658,9776.429508196721,15705.655737704918,27315.93005464481,Vsx1_3,-0.7286921290869126,-0.5725830079666883,-36.74484221283207,90,22500,30000,25000,Vsx OE,False
37,5.037023851904593,210.68778924884302,736.8309006763973,4062.0,1.3652279895922512,13174.814168743325,20887.575293698825,29138.902456390173,Vsx1_3,-0.49420012285142567,-0.5582829379449601,-40.494692217657686,90,22500,30000,25000,Vsx OE,False
38,2.610767872903795,217.00264783759928,782.1191526919682,1540.0,1.6768410606339406,11789.790820829656,18926.908208296558,28028.228596646073,Vsx1_3,-0.6076763334830627,-0.5407590521049999,-41.011099877455116,90,22500,30000,25000,Vsx OE,False
39,2.421768707482993,222.11451247165533,436.4104308390023,1037.0,1.3593836520773832,13599.827664399092,20861.842403628118,30427.960317460318,Vsx1_3,0.2617430368295306,-0.5574463223023135,-54.88204701519833,90,22500,30000,25000,Vsx OE,False
40,6.415666666666667,222.24533333333332,534.5726666666667,4115.0,1.7221044246255741,13530.131666666666,19552.334666666666,27424.612,Vsx1_3,0.015414051046785282,-0.5494097608505839,-46.98078895095436,90,22500,30000,25000,Vsx OE,False
41,7.610909090909091,231.11030303030304,688.7749494949495,3626.0,1.278816852660306,13133.193535353535,23191.81494949495,30008.802828282827,Vsx1_3,-0.3712242210744551,-0.5176891634782095,-39.499935829136156,90,22500,30000,25000,Vsx OE,False
42,2.9832535885167464,228.89354066985646,500.7069377990431,1433.0,1.8292556788355043,14167.301435406698,20808.27153110048,28070.9509569378,Vsx1_3,0.10082726712574286,-0.5374954917625957,-51.64890654434171,90,22500,30000,25000,Vsx OE,False
43,3.8211920529801326,227.1116367076632,809.0917691579943,1260.0,1.321277949607007,11164.048249763482,20481.706717123936,30976.303689687797,Vsx1_3,-0.674397910039085,-0.5165737939403574,-38.56096388467478,90,22500,30000,25000,Vsx OE,False
44,6.929430894308943,233.82373983739836,712.7538211382114,3947.0,1.1645502655024014,13034.950894308942,20533.114796747966,32263.392195121953,Vsx1_3,-0.43130682288080613,-0.5098094411338151,-39.18115736821958,90,22500,30000,25000,Vsx OE,False
45,1.8780141843971632,236.0212765957447,729.9531914893618,930.0,1.4403645463660248,13084.895035460993,23143.832624113475,29023.198581560282,Vsx1_3,-0.47482860363334434,-0.5034301769245547,-43.50673288490855,90,22500,30000,25000,Vsx OE,False
46,4.906498673740053,234.64290450928382,617.080901856764,4091.0,1.733561515093593,14008.666114058355,20517.66976127321,28717.859084880638,Vsx1_3,-0.19095062962687537,-0.515649750118383,-44.998483160410224,90,22500,30000,25000,Vsx OE,False
