label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,3.393939393939394,841.339393939394,665.7838383838384,771.0,1.4481282559247772,25173.418181818182,NICD_2,NICD OE,0.1269800691500811,-0.7774194779664888,-49.91726972759797,-80,2500
2,6.332218506131549,791.680044593088,704.8773690078037,1306.0,1.4358947456067896,29865.8138238573,NICD_2,NICD OE,0.2219146034146524,-0.6527827282628464,-48.86043603375743,-80,2500
3,9.267536704730832,871.6460032626427,710.6606851549756,1539.0,1.3483231437158956,19268.47308319739,NICD_2,NICD OE,0.24178552744785287,-0.8489034882680592,-44.90581765649892,-80,2500
4,9.006122448979593,775.4357142857143,700.6632653061224,1387.0,1.953587743295568,30056.16530612245,NICD_2,NICD OE,0.21050037441932345,-0.6130065337761005,-46.30663768919094,-80,2500
5,9.689588688946015,776.1516709511568,741.866323907455,2011.0,1.9674697140256159,33587.285989717224,NICD_2,NICD OE,0.3138143360060148,-0.6121711916283611,-46.81552951721073,-80,2500
6,9.350290697674419,791.1700581395348,721.5581395348837,1033.0,1.5486791756153533,20721.4636627907,NICD_2,NICD OE,0.2638867338285664,-0.650372856174168,-46.33845264908274,-80,2500
7,9.784018987341772,794.9992088607595,745.3362341772151,1699.0,1.6549262788930679,29086.38844936709,NICD_2,NICD OE,0.3237324812504494,-0.6582873574339592,-46.54202917491694,-80,2500
8,10.978378378378379,846.3421621621621,732.185945945946,2422.0,1.6891649498122203,18476.342702702703,NICD_2,NICD OE,0.29419593658199217,-0.7852867323080562,-44.200631470047476,-80,2500
9,9.05484693877551,892.0714285714286,610.9566326530612,923.0,1.5936382152267117,15280.469387755102,NICD_2,NICD OE,-0.006678902233174466,-0.9053441319008275,-41.90433649173967,-80,2500
10,12.914404049700874,850.2176714219972,682.0989415554533,2747.0,1.5516540689269733,19066.661757938335,NICD_2,NICD OE,0.1691127199755167,-0.7978634030990345,-40.746038761886524,-80,2500
11,11.955357142857142,837.5922619047619,665.2745535714286,1707.0,1.531072867449333,19252.51785714286,NICD_2,NICD OE,0.12608004157304298,-0.7679101149110774,-41.40132987142793,-80,2500
12,12.818097876269622,915.482917820868,654.1505078485687,1312.0,1.4401241654354306,15423.227146814404,NICD_2,NICD OE,0.10331227715912839,-0.9600626903659821,-39.055556103834704,-80,2500
13,14.758902077151335,844.5422848664689,759.0155786350149,1642.0,1.2902583974647275,23013.973293768548,NICD_2,NICD OE,0.36156374699906624,-0.7790435684538517,-41.232022911293406,-80,2500
14,12.817258883248732,762.4162436548223,718.4280879864637,995.0,1.6374831516029655,21708.862944162436,NICD_2,NICD OE,0.25443648587948364,-0.5797443698221298,-43.209765075047684,-80,2500
15,14.692456479690522,787.7379110251451,695.8355899419729,1357.0,1.6023132370069815,24988.42263056093,NICD_2,NICD OE,0.19961257868619642,-0.6433337375314818,-40.2994209985803,-80,2500
16,15.309914642153645,858.6191726854892,717.4635587655943,2030.0,1.6171473616915375,21244.94747209455,NICD_2,NICD OE,0.25842132907518045,-0.8162210544148054,-39.25905128010319,-80,2500
17,14.090150250417363,765.3939899833055,693.2103505843072,828.0,1.9338024741326603,25641.811352253757,NICD_2,NICD OE,0.1915476627731454,-0.5885886489667338,-41.15719592900785,-80,2500
18,17.713821138211383,832.8707317073171,765.1130081300813,1660.0,1.413253581830221,27849.566666666666,NICD_2,NICD OE,0.3762970694363752,-0.7498556443765863,-38.630304550688095,-80,2500
19,17.382641509433963,751.3969811320754,722.6732075471698,2450.0,1.588854592446808,28160.689056603773,NICD_2,NICD OE,0.26468801378824414,-0.552213718851541,-38.934677703654756,-80,2500
20,16.17027559055118,794.257874015748,753.4734251968504,1465.0,1.3507585924041796,30476.622047244095,NICD_2,NICD OE,0.34453018950901404,-0.6557120697316898,-40.40773959783558,-80,2500
21,16.987398072646403,824.3291326908821,744.3395107487028,1641.0,1.5365297688481758,27049.25500370645,NICD_2,NICD OE,0.32365230723729455,-0.7301796068572499,-38.87707311468699,-80,2500
22,15.394578313253012,761.0903614457832,739.8795180722891,573.0,1.7175779389184316,25402.789156626506,NICD_2,NICD OE,0.3082750755913284,-0.5750480942556746,-41.27968313558756,-80,2500
23,19.607545045045047,757.5489864864865,680.9735360360361,2523.0,1.4551266163016892,22078.777027027027,NICD_2,NICD OE,0.1607840837958796,-0.5698529980133985,-35.402305071143516,-80,2500
24,16.9749498997996,771.0861723446894,684.816633266533,1424.0,1.4149782786113205,20120.67735470942,NICD_2,NICD OE,0.17109681957803935,-0.6029952985373168,-37.944262879334225,-80,2500
25,17.50606709493219,779.6538187009279,719.8543897216274,2152.0,1.734173117311984,23563.500356887937,NICD_2,NICD OE,0.2594627471218982,-0.6218534176097491,-38.308655742870926,-80,2500
