label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,2.420470262793914,647.9349930843707,461.78699861687414,949.0,1.6627899532931334,17754.258644536654,NICD_1,NICD OE,-0.14026587908572263,0.5082978755471512,-45.149400129259675,100,2500
2,4.7300275482093666,662.0881542699725,382.9779614325069,732.0,1.5024015042356509,21057.349862258954,NICD_1,NICD OE,0.08665158064457157,0.5439818495577198,-50.86034411744909,100,2500
3,3.111395646606914,680.4647887323944,456.85019206145967,1199.0,1.575180596965192,16392.682458386684,NICD_1,NICD OE,-0.12459790808759974,0.5972181440559692,-45.01886984479041,100,2500
4,4.042145593869732,690.9080459770115,375.7509578544061,541.0,1.3688512397540427,16240.597701149425,NICD_1,NICD OE,0.10832355057746779,0.6226481823829435,-52.32707252668306,100,2500
5,4.7161716171617165,234.95379537953795,459.5825082508251,928.0,1.8051749167541011,27065.96204620462,NICD_1,NICD OE,-0.15017135569632534,-0.6231216786126987,-42.36896118941575,100,2500
6,6.093818984547461,630.5706401766005,472.44039735099335,1275.0,1.671602154178708,18379.184326710816,NICD_1,NICD OE,-0.17040995497817213,0.46114997887311615,-40.385418402637164,100,2500
7,6.3262626262626265,665.0383838383839,432.25353535353537,1208.0,1.5944846926745877,15933.691919191919,NICD_1,NICD OE,-0.05385996953941796,0.5539968506909814,-44.28548255337281,100,2500
8,6.181818181818182,709.165909090909,394.3681818181818,664.0,1.728391677313052,14096.420454545454,NICD_1,NICD OE,0.05638486073606419,0.6733959841151835,-48.344173514815004,100,2500
9,7.43482905982906,624.4123931623932,415.0747863247863,1310.0,1.6202964143146783,23092.13141025641,NICD_1,NICD OE,-0.006007555798703601,0.4420320426841964,-44.8521401554321,100,2500
10,8.453159041394336,650.8903413217139,400.9934640522876,1928.0,1.846893203957447,19444.782861292664,NICD_1,NICD OE,0.03569322671323771,0.5140154426968255,-45.31174880112444,100,2500
11,10.480025773195877,649.6990979381443,362.4813144329897,3015.0,1.6576790913219444,20918.4787371134,NICD_1,NICD OE,0.1465129785386201,0.5092439545893179,-47.19480517903282,100,2500
12,7.227405247813411,650.4752186588921,378.89212827988337,598.0,1.8239048040660626,18544.8250728863,NICD_1,NICD OE,0.098604641182096,0.512010812297327,-48.76950131481074,100,2500
13,8.068801897983393,661.1387900355871,372.56227758007117,1355.0,1.7376579944092243,19647.70818505338,NICD_1,NICD OE,0.11741125437627686,0.5409754992941787,-48.59228406934091,100,2500
14,8.019064124783363,663.4696707105719,389.6360485268631,833.0,1.9272371361063945,19288.46793760832,NICD_1,NICD OE,0.06860230836994252,0.5480300974748453,-46.91612830592238,100,2500
15,9.697211155378486,299.1414342629482,582.2868525896414,665.0,1.629202927048943,22793.83266932271,NICD_1,NICD OE,-0.49745062131852535,-0.4424694360953877,-25.094576599272344,100,2500
16,9.110687022900763,318.2251908396947,454.46946564885496,516.0,1.7541324687323165,30122.961832061068,NICD_1,NICD OE,-0.13084364620566258,-0.39520203261642184,-38.660204573615346,100,2500
17,11.97567332754127,616.9192006950478,420.6941789748045,1590.0,1.310005099342642,24156.745438748912,NICD_1,NICD OE,-0.021080385362937992,0.42172889715242157,-39.7523165744604,100,2500
18,7.862549800796812,633.5637450199204,382.99402390438246,668.0,1.768564144347432,18546.75298804781,NICD_1,NICD OE,0.0863528097926638,0.46584425583835465,-47.692593718364456,100,2500
19,10.428682170542636,713.0968992248062,431.206976744186,2055.0,1.4128546257796504,14956.801550387598,NICD_1,NICD OE,-0.04770150578279242,0.6856122967609475,-40.393972414543796,100,2500
20,11.01494396014944,609.1743462017434,444.5952677459527,1256.0,1.8632088296541245,20598.399750933997,NICD_1,NICD OE,-0.0901166733337877,0.4014485931777729,-38.273242381516525,100,2500
21,14.708265802269043,614.0040518638574,405.1523500810373,2000.0,1.3470243597634546,22094.7755267423,NICD_1,NICD OE,0.02410052407794594,0.41313595854598706,-38.603208942273504,100,2500
22,9.905935050391937,653.1354983202688,445.5744680851064,1203.0,1.577429050066276,16269.54535274356,NICD_1,NICD OE,-0.09144636772726922,0.5219147864839992,-39.353973993873424,100,2500
23,10.1,224.05,433.0025,652.0,1.9386901898229214,20233.5175,NICD_1,NICD OE,-0.07293666813527888,-0.6540295801774416,-39.68658663073685,100,2500
24,10.100864553314121,246.53025936599423,438.7550432276657,633.0,1.975144326564859,18474.815561959655,NICD_1,NICD OE,-0.0884892355906417,-0.5922208619499612,-39.142137107037925,100,2500
25,10.768736616702355,268.7644539614561,462.57173447537474,623.0,1.6489904695390158,17155.201284796574,NICD_1,NICD OE,-0.1555829656737705,-0.5303775143253041,-36.10365059562621,100,2500
26,13.717905405405405,589.222972972973,404.70777027027026,1494.0,1.4468803593747745,30752.430743243243,NICD_1,NICD OE,0.024071365157306124,0.3452315844827223,-39.59031498764198,100,2500
27,10.520775623268698,607.623268698061,371.0775623268698,518.0,1.6358106596871163,19639.944598337952,NICD_1,NICD OE,0.12018945731978348,0.39431700343936904,-46.21005687709029,100,2500
28,15.391154508902929,187.2360712234348,422.4261918437679,2416.0,1.6952955615718606,24100.203905801263,NICD_1,NICD OE,-0.042614184446655545,-0.7552892795936378,-35.42994961949579,100,2500
29,12.89569536423841,205.46937086092714,473.6208609271523,1485.0,1.9782084818351438,25863.317052980132,NICD_1,NICD OE,-0.18918938773941196,-0.7033353784009283,-32.7579467547625,100,2500
30,13.519650655021834,229.85589519650654,427.971615720524,626.0,1.6980114715287926,19507.576419213972,NICD_1,NICD OE,-0.057296233764162596,-0.6383191732904911,-36.80432140373407,100,2500
31,12.197329376854599,257.5059347181009,391.406528189911,986.0,1.9857505642316684,17838.586053412462,NICD_1,NICD OE,0.04815076024729925,-0.5640082276599956,-41.87235206045555,100,2500
32,13.527058823529412,291.72117647058826,591.7035294117647,1142.0,1.381081269898343,23665.98,NICD_1,NICD OE,-0.5236011409968149,-0.46242449124774143,-20.31752443612062,100,2500
33,14.511784511784512,296.25252525252523,558.276936026936,1723.0,1.5478277286873714,25301.503367003366,NICD_1,NICD OE,-0.4274135296591042,-0.45132078507915674,-22.73212903264377,100,2500
34,13.641524105754277,742.9416796267496,477.2566096423017,2091.0,1.8702388549441462,12943.555209953343,NICD_1,NICD OE,-0.17740449893756083,0.7691780005782896,-32.58451650748865,100,2500
35,13.686274509803921,626.5918003565063,401.27450980392155,903.0,1.8890609701510437,20005.524064171124,NICD_1,NICD OE,0.035421153974319664,0.44746642384109014,-40.03473709061909,100,2500
36,13.034321372854913,665.8533541341653,338.7379095163807,837.0,1.471676765455298,12460.903276131045,NICD_1,NICD OE,0.21590640211422452,0.5525687336184002,-47.08719841092255,100,2500
37,14.02962962962963,662.8266666666667,405.8059259259259,911.0,1.7936472957558793,17364.297777777778,NICD_1,NICD OE,0.02402755230846365,0.5469073931832105,-39.2972450705261,100,2500
38,13.860557768924302,691.0308764940239,433.16932270916334,1273.0,1.6215252394588135,17302.18027888446,NICD_1,NICD OE,-0.05322194313223405,0.6252435725809462,-36.7424940480759,100,2500
39,15.078041315990818,698.2540168324407,350.8722264728386,2067.0,1.7183943925989067,14638.321346595256,NICD_1,NICD OE,0.18308147699828892,0.6418055830422809,-43.88117803274313,100,2500
40,14.397174254317111,726.6452119309262,406.7927786499215,981.0,1.597668901821855,14000.461538461539,NICD_1,NICD OE,0.023918598933714508,0.7217731093012338,-38.942860974381745,100,2500
41,15.143065693430657,209.45693430656934,423.65839416058395,1108.0,1.8904286882844692,20964.392700729928,NICD_1,NICD OE,-0.04530623480827689,-0.6943685725869377,-35.5906644181172,100,2500
42,14.136363636363637,303.94055944055947,600.9318181818181,708.0,1.420484159496123,21779.88111888112,NICD_1,NICD OE,-0.5493484302526361,-0.4285880217573723,-18.797760775470238,100,2500
43,15.451476793248945,195.2053445850914,442.9887482419128,1000.0,1.5387964398663536,19609.914205344587,NICD_1,NICD OE,-0.1011504020816365,-0.7326518135561758,-33.300688664003935,100,2500
44,16.85680473372781,196.61301775147928,411.09704142011833,1232.0,1.6619670550947703,20212.423668639054,NICD_1,NICD OE,-0.00936290857661004,-0.7300447005397193,-35.1359150997195,100,2500
