label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,11.945670628183361,309.07894736842104,192.86587436332766,1602.0,1.3200231569946999,33130.019524617994,LacZ_2,LacZ OE,0.6210893855379775,-0.39515220743713564,-42.181585899518296,70,2500
2,11.696314102564102,320.8838141025641,228.16907051282053,1507.0,1.2609694969133607,48459.938301282054,LacZ_2,LacZ OE,0.5428853904305675,-0.3676958657514402,-43.369308214664365,70,2500
3,12.2325,423.6566666666667,54.79416666666667,1434.0,1.2975035003008841,24525.129166666666,LacZ_2,LacZ OE,0.9254275280925004,-0.1233845134278947,-39.79704391754197,70,2500
4,11.645038167938932,443.131679389313,86.34064885496183,1370.0,1.313573998292546,36491.24713740458,LacZ_2,LacZ OE,0.8554779246498074,-0.07780297539035863,-41.310221247371715,70,2500
5,13.00575263662512,296.22914669223394,188.70373921380633,1404.0,1.2471264320970286,34180.59443911793,LacZ_2,LacZ OE,0.6303669793599895,-0.42539265667732395,-40.89911648269744,70,2500
6,13.178500986193294,305.53648915187375,206.82445759368835,1337.0,1.2792738720523613,33407.256410256414,LacZ_2,LacZ OE,0.5901788126262093,-0.4036313667516135,-41.23988990324775,70,2500
7,12.839258114374035,327.33307573415766,215.7758887171561,1570.0,1.3025785179486529,48729.03400309119,LacZ_2,LacZ OE,0.5701818500172706,-0.35232295471759634,-42.000916163637044,70,2500
8,12.310580204778157,335.35039817974973,228.01592718998862,1099.0,1.2743664584553784,33740.904436860066,LacZ_2,LacZ OE,0.5430524794632383,-0.3335567464203919,-42.893185474600045,70,2500
9,12.354893617021277,339.588085106383,253.59404255319149,1518.0,1.4894660335623964,34584.78808510638,LacZ_2,LacZ OE,0.4864217046845274,-0.3238374770319613,-43.486601926516904,70,2500
10,12.7370820668693,345.51519756838906,240.75151975683892,1609.0,1.4547743585698256,40850.647416413376,LacZ_2,LacZ OE,0.5147566300004915,-0.30970869123824085,-42.86313969409578,70,2500
11,12.487305487305488,363.6085176085176,255.46109746109747,1445.0,1.3340211353112048,50193.44226044226,LacZ_2,LacZ OE,0.48205189652236524,-0.26719588422657536,-43.63273200377105,70,2500
12,11.720338983050848,439.8742937853107,72.67090395480226,877.0,1.3015051475108121,36134.95903954802,LacZ_2,LacZ OE,0.88574767020307,-0.08533639682049732,-40.88441900796062,70,2500
