label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,3.6850613154960983,899.8835005574136,597.690635451505,2260.0,1.3585812986808363,645.9559643255295,859.6560758082497,1166.036231884058,False,Bi_2_b2,Bi OE,-0.15692540095325125,1.0,-38.66157785452149,95,750
2,15.092836946277098,234.53958529688973,664.59849198869,2948.0,1.6531552120405508,873.3336475023563,863.6639962299718,975.9764373232799,False,Bi_2_b2,Bi OE,-0.41135720873906534,-0.8124776904000963,-30.124751597930825,95,750
3,15.63136288998358,855.5697865353038,803.6576354679803,1514.0,1.4981350969178562,1340.9852216748768,929.5533661740558,1084.7019704433499,False,Bi_2_b2,Bi OE,-0.8097960086115963,0.8904366698797752,-21.668414184158642,95,750
4,17.512820512820515,851.8731808731809,557.4109494109495,1859.0,1.6283330935826972,718.3887733887734,1122.3527373527374,1646.6334026334027,False,Bi_2_b2,Bi OE,-0.03166634010845326,0.8664015434482053,-26.219132695500257,95,750
5,17.351046698872786,764.2061191626409,789.5426731078906,920.0,1.340291677456492,1325.3703703703704,1008.3687600644122,297.39935587761676,False,Bi_2_b2,Bi OE,-0.7710776862215731,0.6402317706497236,-20.94921625060188,95,750
6,22.346806790622473,755.4923201293452,791.8270008084074,1580.0,1.4496099165220466,2252.591754244139,1465.5416329830234,952.3322554567502,False,Bi_2_b2,Bi OE,-0.7784634542000086,0.6164750884100252,-15.95618305817407,95,750
7,22.223557692307693,765.5264423076923,784.2151442307693,1213.0,1.4915693167679556,1424.59375,878.7980769230769,462.89663461538464,False,Bi_2_b2,Bi OE,-0.7537553125773762,0.6434353606382277,-16.207919233601856,95,750
8,23.497925311203318,231.27178423236515,440.701244813278,1820.0,1.3143842585877894,1094.219225449516,975.7323651452282,1191.887275242047,False,Bi_2_b2,Bi OE,0.29670279163587643,-0.8342131386021492,-27.569832754720167,95,750
9,24.665765765765766,326.0531531531532,844.9315315315315,1450.0,1.718240033236437,983.6216216216217,1239.9684684684685,1068.1081081081081,True,Bi_2_b2,Bi OE,-0.9744453545447821,-0.552706391331931,-15.230370894759368,95,750
10,24.802731411229136,247.0971168437026,433.6919575113809,916.0,1.3471683643238603,2346.267071320182,955.8770864946889,2723.2488619119877,False,Bi_2_b2,Bi OE,0.32000564524773756,-0.7914411077803459,-26.338253046652518,95,750
11,24.87648456057007,257.60095011876484,435.4394299287411,571.0,1.4191510179560247,1823.790973871734,1099.731591448931,2165.774346793349,False,Bi_2_b2,Bi OE,0.31518237112276926,-0.7626742168082362,-26.14633081406391,95,750
