label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,r,theta,rotation
1,1.8112305854241337,633.6344086021505,318.84707287933094,1039.0,1.687577626441168,1376.8231780167264,mCherryi_2_b1,mCherry RNAi,0.7518457661803792,0.3397434802254269,-26.896315695212078,0.8250440524475323,0.4244155895869717,105
2,2.9405714285714284,708.8125714285715,379.6502857142857,1147.0,1.9058127772985614,1261.7565714285715,mCherryi_2_b1,mCherry RNAi,0.5797218376143987,0.5940324106773933,-28.999527343352774,0.8300312728700109,0.7975896967330497,105
3,4.400177462289263,645.8571428571429,361.7426796805679,1405.0,1.9572389731956437,1217.0062111801242,mCherryi_2_b1,mCherry RNAi,0.6131259863086285,0.39364085928426507,-28.72145855351414,0.7286127923561204,0.570746886724581,105
4,3.8988505747126436,688.1103448275862,418.59540229885056,1110.0,1.8972015426549764,1364.7,mCherryi_2_b1,mCherry RNAi,0.4414616575572492,0.5455067427368159,-33.68814146138023,0.7017592190092871,0.8904290969788206,105
5,4.513816925734024,720.1278065630397,440.9386873920553,1489.0,1.942305455137163,1338.1278065630397,mCherryi_2_b1,mCherry RNAi,0.37990925233239414,0.6524093136642977,-34.034692638231554,0.7549628815800672,1.0434802647548445,105
6,6.4592346089850246,671.0083194675541,402.52995008319465,1489.0,1.7908421571369844,1531.0806988352745,mCherryi_2_b1,mCherry RNAi,0.4868761900277718,0.48646797838768885,-30.153870627115765,0.6882583224433715,0.784978772570035,105
7,5.468867924528302,710.4009433962265,399.2764150943396,1283.0,1.7951141169791431,1454.3443396226414,mCherryi_2_b1,mCherry RNAi,0.5140733150454455,0.6062465429421202,-28.7097616415859,0.7948624057477407,0.8674873041327456,105
8,9.791757840991977,443.75018234865064,392.3657913931437,3387.0,1.7844192950453188,1543.6911013858498,mCherryi_2_b1,mCherry RNAi,0.4271492452485719,-0.2155136319387848,-37.45533810656857,0.4784376691564645,-0.46727254609182806,105
9,4.980421686746988,516.7484939759037,282.80120481927713,809.0,1.7081149235777662,1132.5768072289156,mCherryi_2_b1,mCherry RNAi,0.8229763233699801,-0.03345273300846452,-25.596714599565832,0.8236559440526764,-0.04062610997303733,105
10,6.2301255230125525,632.115760111576,330.33751743375177,873.0,1.5679877929711787,1137.7531380753137,mCherryi_2_b1,mCherry RNAi,0.7112011845193953,0.3390404063836199,-23.939361527823085,0.7878803982982195,0.4448468453405458,105
11,7.3769063180827885,696.9019607843137,421.9738562091503,1112.0,1.9049132978849952,1420.2864923747277,mCherryi_2_b1,mCherry RNAi,0.43235443454316247,0.5734096743355057,-30.178321271770475,0.7181427516104918,0.9247361933022985,105
12,6.394337714863498,721.5116279069767,474.60667340748233,1284.0,1.6836566942190923,1535.149646107179,mCherryi_2_b1,mCherry RNAi,0.2677649360223464,0.6695275857879246,-36.043647590671185,0.721086159272287,1.1903493062377102,105
13,6.450628366247756,391.7935368043088,233.77199281867146,712.0,1.5216078719223607,1139.886894075404,mCherryi_2_b1,mCherry RNAi,0.9347011148275521,-0.43627104843860376,-24.87935850617884,1.0315030788929267,-0.43669497606657626,105
14,9.342533936651584,391.06380090497737,338.0452488687783,2661.0,1.592076725728453,1739.210407239819,mCherryi_2_b1,mCherry RNAi,0.5865592218749516,-0.3983145357990461,-34.269750280793005,0.709017764372204,-0.5965401679361041,105
15,7.024630541871921,412.61206896551727,315.57142857142856,1055.0,1.9013340588564767,1239.5,mCherryi_2_b1,mCherry RNAi,0.6709678199277933,-0.34063360840149015,-32.8160176557122,0.7524819403489198,-0.46976876463886263,105
16,8.291984732824428,745.1517175572519,473.1727099236641,1366.0,1.8835888220958912,1440.3473282442749,mCherryi_2_b1,mCherry RNAi,0.28133064144316333,0.7413240128541256,-32.76636325558663,0.792911232010851,1.20808844723583,105
17,6.915686274509804,349.11176470588236,208.86666666666667,672.0,1.7926631811629867,1305.9686274509804,mCherryi_2_b1,mCherry RNAi,1.0,-0.5770312118855903,-23.71504693861441,1.1545410427915297,-0.523359449560545,105
18,7.567140600315955,368.8293838862559,346.8751974723539,861.0,1.7638445832208507,1020.0173775671406,mCherryi_2_b1,mCherry RNAi,0.5489254002174482,-0.4629351413484787,-38.21960687519916,0.7180724476675189,-0.7006195395960675,105
19,9.2989449003517,407.8905822586948,356.4040640875342,3147.0,1.8232916674066955,1763.2344665885112,mCherryi_2_b1,mCherry RNAi,0.5323668386216793,-0.3395181824435627,-35.59105259579794,0.631416698443921,-0.5677170065748125,105
20,7.3196022727272725,465.84659090909093,315.76704545454544,870.0,1.5275270668999847,1057.6647727272727,mCherryi_2_b1,mCherry RNAi,0.6917781755782759,-0.17716938271274618,-29.782826731231324,0.7141050583613195,-0.2507183202686464,105
21,7.520370370370371,496.4111111111111,246.60185185185185,689.0,1.6555801697834114,1198.2851851851851,mCherryi_2_b1,mCherry RNAi,0.9340212430597412,-0.11024679260635928,-19.891026919053303,0.9405052034767558,-0.117490944915715,105
22,9.044512663085188,679.0759785111281,444.7083653108212,1648.0,1.6335243070553531,1329.1158864159631,mCherryi_2_b1,mCherry RNAi,0.34885759125719185,0.5273315615466123,-32.11430257984134,0.6322817368712768,0.9863425587698964,105
23,9.021505376344086,679.8467741935484,390.3037634408602,928.0,1.6760921964598772,1363.4610215053763,mCherryi_2_b1,mCherry RNAi,0.5300436113849352,0.508554636227057,-25.721025502870596,0.7345570420314671,0.7647107517044369,105
24,6.994285714285715,404.7371428571429,406.1485714285714,600.0,1.8590897083602649,905.18,mCherryi_2_b1,mCherry RNAi,0.36667079142312375,-0.32959976276544956,-43.870334589151014,0.4930349611314603,-0.7322061118519635,105
25,8.05457227138643,413.50442477876106,299.1120943952802,809.0,1.5713098379299644,1162.6814159292035,mCherryi_2_b1,mCherry RNAi,0.7256209451110944,-0.3444097634059067,-29.819255122417612,0.8032084667838297,-0.4431557352558681,105
26,9.222943722943723,434.54978354978357,338.1504329004329,1216.0,1.5999685828940675,1325.4242424242425,mCherryi_2_b1,mCherry RNAi,0.6038895363294026,-0.26476444593956316,-32.143181602437366,0.6593806062675976,-0.41319237146949883,105
27,11.274336283185841,442.09548206800184,421.71495109455054,2522.0,1.6018613898103864,1821.947834187238,mCherryi_2_b1,mCherry RNAi,0.32829541535570694,-0.20935612653946556,-39.51053693975745,0.3893685496585271,-0.5676844526989058,105
28,9.495041952707856,460.0793287566743,419.77498093058733,1659.0,1.9087955770307496,1576.7597254004577,mCherryi_2_b1,mCherry RNAi,0.34277263445275774,-0.15469822628109242,-40.114193752318705,0.3760646488892567,-0.42394644548239785,105
29,10.088235294117647,476.9875,426.66911764705884,1662.0,1.6261277299602013,1686.5860294117647,mCherryi_2_b1,mCherry RNAi,0.32646303002442356,-0.10018114754212115,-39.456110412365064,0.34148846583096176,-0.29774599420062253,105
30,10.41643059490085,527.9197355996223,387.41548630783757,1304.0,1.545240966534143,1648.5826251180358,mCherryi_2_b1,mCherry RNAi,0.4774722619898688,0.04087859150215256,-31.88613831285421,0.47921896896191596,0.08540632331677868,105
31,12.359053046909251,618.4590092064884,417.9776413853573,2849.0,1.8054140467225444,1635.6545374835598,mCherryi_2_b1,mCherry RNAi,0.4117735223542276,0.3304765186101164,-28.841157148704898,0.5279887906619516,0.6763052289256163,105
