label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,r,theta,rotation
1,5.7405405405405405,728.5861003861004,370.54749034749034,1502.0,1.2085207863844856,3094.657142857143,Ezi_1_b2,E(z) RNAi,0.21110086727861654,0.6093342458047764,-52.165393210453175,0.6448657218958531,1.2372919545907084,110
2,6.66078184110971,687.2572509457756,300.83354350567464,1868.0,1.5882479611318998,3003.7080706179067,Ezi_1_b2,E(z) RNAi,0.40909152864002807,0.5421817802620641,-49.95687082236523,0.6792031814215655,0.9244033624476911,110
3,7.3279678068410465,741.21395036888,360.7511737089202,1666.0,1.29105327736734,3051.9892689470153,Ezi_1_b2,E(z) RNAi,0.22982092341069404,0.6434685206433117,-49.472258615449505,0.6832784160913004,1.2277575872496567,110
4,8.25054784514244,761.6880934989043,308.1344046749452,1565.0,1.2077195332466242,2810.7414170927686,Ezi_1_b2,E(z) RNAi,0.3541288217266969,0.7154421079668629,-44.97643341044267,0.7982885645113594,1.1111735767542006,110
5,6.891868512110727,788.8529411764706,393.6998269896194,1312.0,1.400098597851144,1912.2162629757786,Ezi_1_b2,E(z) RNAi,0.12258969303477985,0.7419471793232326,-49.10208574664256,0.7520065490034396,1.4070487501113431,110
6,9.174794173527548,709.2843571880937,353.46358454718177,1815.0,1.2850570932943315,3134.2032932235593,Ezi_1_b2,E(z) RNAi,0.26375866171148843,0.570639824924809,-48.8851720530031,0.6286481061914146,1.1378304215825037,110
7,8.746863468634686,815.5011070110701,358.0833948339483,1557.0,1.4323461713829893,2058.0450184501847,Ezi_1_b2,E(z) RNAi,0.20039806817455585,0.8208614372388869,-44.1874133101761,0.8449691620846201,1.3313486142678221,110
8,10.082129963898916,714.7707581227437,369.77166064981947,1272.0,1.2047986295518183,3374.349277978339,Ezi_1_b2,E(z) RNAi,0.21936328064785582,0.5762602098100871,-48.49248624656462,0.6166004202941768,1.207066554208747,110
9,9.965686274509803,787.6486928104575,422.38398692810455,1422.0,1.2972236292697612,3531.139705882353,Ezi_1_b2,E(z) RNAi,0.049629992814576696,0.7258491505218323,-47.48360455343176,0.7275438993628085,1.5025275047767404,110
10,11.262992125984251,681.6897637795275,329.65354330708664,1496.0,1.32291079315666,2883.6661417322834,Ezi_1_b2,E(z) RNAi,0.33775323288673054,0.5154458761592315,-47.03998692364973,0.616248081193764,0.9907293311429374,110
11,10.779015784586814,809.3918291550603,510.9489322191272,1329.0,1.4191600043640031,2740.477251624884,Ezi_1_b2,E(z) RNAi,-0.18714922491884423,0.7378335851890174,-49.86059419286059,0.761198549539214,1.819204439866252,110
12,11.377506538796862,821.2258064516129,461.1360069747167,1311.0,1.2661879410930181,3403.079337401918,Ezi_1_b2,E(z) RNAi,-0.06577028056403966,0.7880844950304378,-46.25870148018798,0.790824191026585,1.6540592533164862,110
13,12.464125560538116,680.8288490284006,344.06576980568013,1563.0,1.4304704863131754,3150.7167414050823,Ezi_1_b2,E(z) RNAi,0.3012533435383795,0.5067985352745239,-46.58212509799206,0.5895747046383992,1.0344867232458925,110
14,13.191709844559586,653.3501110288676,306.2116950407106,1681.0,1.362370775844218,2938.7357512953367,Ezi_1_b2,E(z) RNAi,0.41118552133828623,0.4583409220663148,-45.40921327806445,0.6157515195262111,0.8395762211628748,110
15,12.611301369863014,800.7893835616438,465.1164383561644,1336.0,1.3501831915302813,3468.553082191781,Ezi_1_b2,E(z) RNAi,-0.06612665420741182,0.7376047143861959,-46.24939959604809,0.7405629271583937,1.6602078289954427,110
16,13.42918918918919,795.5264864864865,559.8605405405406,1083.0,1.3071832253257478,2238.856216216216,Ezi_1_b2,E(z) RNAi,-0.3055623119396772,0.6827016228952592,-50.280440800612965,0.7479637908226181,1.9916343949382662,110
17,12.76322869955157,825.1677130044843,518.4313901345291,1321.0,1.315404636054079,2459.061883408072,Ezi_1_b2,E(z) RNAi,-0.21411623564120563,0.7716744976796026,-47.44876032740065,0.8008291283003056,1.841457078193674,110
18,15.207792207792208,703.1466768525592,320.916730328495,1530.0,1.3315670242744448,2591.433155080214,Ezi_1_b2,E(z) RNAi,0.3492442968879599,0.5697392404622519,-41.60192272573261,0.6682622097883952,1.0208802721730745,110
19,13.981538461538461,832.5092307692307,491.0692307692308,1486.0,1.4009148265957623,2110.713076923077,Ezi_1_b2,E(z) RNAi,-0.1479399543944805,0.8011487351503619,-44.540505754609796,0.8146935165688172,1.7533991180149582,110
20,15.310224089635854,607.3823529411765,280.42436974789916,1677.0,1.493609641259905,2533.4719887955184,Ezi_1_b2,E(z) RNAi,0.49915263123395626,0.36039619828293623,-44.36325968349207,0.6156612453326711,0.6253495134821616,110
21,15.195976154992549,629.01564828614,304.3591654247392,1565.0,1.4293192632776175,2783.874068554396,Ezi_1_b2,E(z) RNAi,0.4275399876831023,0.40109941129635107,-44.545498716115546,0.5862347471878024,0.7535005630315853,110
22,16.55075187969925,788.781954887218,413.2265037593985,1236.0,1.2633732372274709,3311.5845864661655,Ezi_1_b2,E(z) RNAi,0.0718076835715662,0.7316959942901535,-40.414678594350484,0.7352111067442947,1.4729708968598392,110
23,15.902321857485989,792.3626901521217,457.5652522017614,1452.0,1.4434789307704639,3647.791032826261,Ezi_1_b2,E(z) RNAi,-0.043078509515377394,0.7204995108589693,-43.02551235406814,0.7217861893456264,1.6305150165046671,110
24,15.953068592057761,829.4469314079422,469.1184115523466,1657.0,1.261989100048128,3158.241877256318,Ezi_1_b2,E(z) RNAi,-0.09060042029136517,0.8033959969804465,-41.66640512950574,0.8084884440245127,1.683093693474313,110
25,17.588012139605464,815.2556904400607,509.9104704097117,1573.0,1.1288045378380138,3620.5364188163885,Ezi_1_b2,E(z) RNAi,-0.18802262425700067,0.751258051348854,-42.72274197760698,0.7744295752029146,1.8160356950160041,110
26,18.322330097087377,647.0436893203884,311.4873786407767,1220.0,1.206543338130403,3143.552427184466,Ezi_1_b2,E(z) RNAi,0.4002698569037004,0.44028482895072263,-40.86378167950189,0.5950350316997108,0.8329676855395294,110
27,17.794797687861273,683.4618497109826,364.06531791907514,1909.0,1.3937616224412506,3426.6618497109826,Ezi_1_b2,E(z) RNAi,0.2483797844114921,0.5033696066982716,-42.09909007882399,0.561314063828684,1.112415132195157,110
28,15.785195936139333,738.3047895500725,400.72859216255443,780.0,1.405544534422908,2534.3584905660377,Ezi_1_b2,E(z) RNAi,0.12831997952038376,0.6175194027810658,-43.11550176729221,0.6307108925293711,1.3659129975683446,110
29,17.1588785046729,766.4146134239592,432.7918436703483,1369.0,1.4234528218764777,3594.695836873407,Ezi_1_b2,E(z) RNAi,0.03265840213952753,0.6697630760786428,-41.88044677981233,0.6705588335922755,1.5220737907543913,110
30,17.157398680490104,807.1630537229029,434.7756833176249,1216.0,1.3080752803610989,2040.2290292177192,Ezi_1_b2,E(z) RNAi,0.007794849266933079,0.765639357541297,-39.92616013524118,0.7656790355568998,1.5606158418233107,110
31,16.414396887159533,822.1001945525292,482.15175097276267,1198.0,1.4265348603094263,2243.7645914396885,Ezi_1_b2,E(z) RNAi,-0.12035489491643736,0.7800675291780195,-42.2064229341796,0.7892975679730978,1.7238770511791521,110
32,17.61892361111111,833.2161458333334,617.9027777777778,1353.0,1.2531311342991365,2708.6944444444443,Ezi_1_b2,E(z) RNAi,-0.4724904746378863,0.7456991972117919,-47.01023208057776,0.8827879367922095,2.1355708190827407,110
33,18.746618575293056,553.502254283138,314.2957619477006,1324.0,1.5039864395310025,3344.0207394048693,Ezi_1_b2,E(z) RNAi,0.4385057731886015,0.21684698443492323,-45.286202268676654,0.4891931395453672,0.45924870992333355,110
