label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,9.913705583756345,292.20558375634516,633.0685279187817,750.0,1.534256121366034,37747.13959390863,24997.469543147206,False,VsxDKD_1,Vsx1/2 RNAi,0.5464140905190387,0.43170975221614727,-50.93172065481324,-105,22500
2,12.783720930232558,246.78604651162792,480.95116279069765,568.0,1.8025760298663127,38380.090697674415,18382.297674418605,False,VsxDKD_1,Vsx1/2 RNAi,0.042775565545735805,0.5826015232206203,-42.13227496423721,-105,22500
3,14.131868131868131,258.14442700156985,577.701726844584,973.0,1.5125591336651352,42669.64835164835,23914.392464678178,False,VsxDKD_1,Vsx1/2 RNAi,0.36402789872554076,0.5430522383393366,-44.32120198796021,-105,22500
4,14.493273542600896,304.6711509715994,653.2257100149477,946.0,1.7287448101519967,36106.08520179372,19572.52466367713,False,VsxDKD_1,Vsx1/2 RNAi,0.6135209825792189,0.3906912151864288,-47.22830202806502,-105,22500
5,16.03548387096774,261.4612903225806,431.80967741935484,698.0,1.921001459513732,28067.22258064516,20506.61612903226,False,VsxDKD_1,Vsx1/2 RNAi,-0.12058916309567647,0.5365454994429417,-37.36246667483489,-105,22500
6,14.644827586206896,326.3034482758621,676.9183908045977,1155.0,1.783088791935323,39815.55287356322,23569.841379310346,False,VsxDKD_1,Vsx1/2 RNAi,0.6915702030192985,0.3201878165669976,-48.19704087832439,-105,22500
7,17.1224584103512,360.8068391866913,638.6950092421441,3788.0,1.6503480231262828,44917.58548983364,28403.575785582256,False,VsxDKD_1,Vsx1/2 RNAi,0.5637608404731722,0.20986598144769641,-44.85000456248396,-105,22500
8,15.690437601296596,384.82171799027554,658.4781199351702,1669.0,1.7711119020567696,45673.55024311183,24161.814424635333,False,VsxDKD_1,Vsx1/2 RNAi,0.6285611441404828,0.1318599533584741,-47.29664002889935,-105,22500
9,22.762809917355373,237.8289256198347,497.52561983471077,1749.0,1.4369238453953355,32788.79917355372,18933.358677685952,True,VsxDKD_1,Vsx1/2 RNAi,0.09928564435636678,0.6105725242535895,-32.61892421071133,-105,22500
10,20.615301724137932,292.3814655172414,592.6713362068965,1217.0,1.7459961526204222,46325.06142241379,27262.650862068964,False,VsxDKD_1,Vsx1/2 RNAi,0.41342677785936743,0.4318505100710093,-38.82750545284303,-105,22500
11,20.29233067729084,316.3964143426295,610.3142430278884,2790.0,1.8187367132238745,44505.12151394422,28665.714143426296,False,VsxDKD_1,Vsx1/2 RNAi,0.471244625841595,0.3538576154042743,-40.09103784945669,-105,22500
12,20.233543733092876,483.4544634806132,656.4761045987376,2016.0,1.837814582868809,45005.1992786294,24977.279531109107,False,VsxDKD_1,Vsx1/2 RNAi,0.6192977680359806,-0.18654449678895946,-44.017004753258796,-105,22500
13,19.587708066581307,327.0973111395647,658.6606914212548,1209.0,1.9621523012373236,40413.39180537772,26767.791293213828,False,VsxDKD_1,Vsx1/2 RNAi,0.631455545723125,0.3179416143241689,-42.629949692197464,-105,22500
14,22.14595660749507,225.89349112426035,451.99013806706114,913.0,1.7722572004034307,34597.70808678501,21883.39842209073,True,VsxDKD_1,Vsx1/2 RNAi,-0.05169951674211992,0.6504484667000316,-31.482196411193485,-105,22500
15,21.44080604534005,304.9697732997481,628.6536523929472,1067.0,1.542709442167479,45806.79345088161,24416.75314861461,False,VsxDKD_1,Vsx1/2 RNAi,0.5326745706620819,0.390138930716011,-39.430502808694364,-105,22500
16,21.052036199095024,508.5995475113122,635.1787330316743,614.0,1.9515619843854317,45072.79185520362,27522.62895927602,False,VsxDKD_1,Vsx1/2 RNAi,0.5478312791571363,-0.26709233474621175,-42.793550606373806,-105,22500
17,21.32819383259912,310.4537444933921,663.806167400881,647.0,1.665054205798563,42062.9295154185,26566.568281938326,False,VsxDKD_1,Vsx1/2 RNAi,0.6492826688358575,0.3714172527931954,-40.846125541623906,-105,22500
18,21.63722397476341,314.9321766561514,571.8659305993691,888.0,1.8457852149753358,45303.842271293375,30136.33123028391,False,VsxDKD_1,Vsx1/2 RNAi,0.3437009627528065,0.359650494774876,-37.3829754169496,-105,22500
19,23.735449735449734,255.83597883597884,435.18694885361555,791.0,1.4789194550027525,38843.08289241623,24993.246913580246,True,VsxDKD_1,Vsx1/2 RNAi,-0.10829722718970869,0.5542544940521557,-29.710128276784086,-105,22500
20,22.014957264957264,336.21794871794873,605.957264957265,615.0,1.4948424530660553,49902.320512820515,24661.397435897437,False,VsxDKD_1,Vsx1/2 RNAi,0.45633733737551796,0.28995004099446375,-38.484614630931894,-105,22500
21,22.963362068965516,520.9504310344828,713.2952586206897,668.0,1.4885117934833672,32745.556034482757,20148.90301724138,False,VsxDKD_1,Vsx1/2 RNAi,0.8072049483296799,-0.30932250348825596,-43.78153175425409,-105,22500
22,24.175395858708892,245.58587088915957,571.7405602923264,1019.0,1.3878839784636057,38438.65529841657,22177.0353227771,True,VsxDKD_1,Vsx1/2 RNAi,0.3457845246818747,0.5833024390454851,-33.9069145285523,-105,22500
