label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,bsh_num,x_std,y_std,z_std,r,theta,rotation
1,4.561194029850746,566.2298507462687,206.4228855721393,1269.0,1.557744722854917,16762.41393034826,mCherryi_1,mCherry RNAi,924,0.5375236863064292,0.12418420527791674,-44.06406121509609,0.5516823634855117,0.2270466089681707,110
2,4.9273531269741,606.3398610233734,127.85091598231206,2126.0,1.9351617489254598,18815.56032849021,mCherryi_1,mCherry RNAi,924,0.7231901909470835,0.21397040922227495,-38.66869933652539,0.7541799442472777,0.2876636720274414,110
3,4.207823960880195,631.5207823960881,165.6460880195599,2070.0,1.646771677491851,22015.80990220049,mCherryi_1,mCherry RNAi,924,0.6372690062274837,0.27772230951095866,-38.69215829076807,0.6951557145692362,0.4109832945215056,110
4,9.681818181818182,632.4688160676533,132.04651162790697,2782.0,1.7364147729286168,21563.44133192389,mCherryi_1,mCherry RNAi,924,0.7150657012771473,0.27630250054269045,-32.21717066127637,0.7665911745833772,0.3687288977096413,110
5,3.7958715596330275,633.1697247706422,145.34633027522935,769.0,1.778292951425827,15431.747706422018,mCherryi_1,mCherry RNAi,924,0.6846171941070713,0.28006861596067556,-38.413383270853394,0.7396885372325083,0.38831614762728167,110
6,4.574095682613769,637.9778296382731,132.70128354725787,1210.0,1.5469462125675544,14285.282380396733,mCherryi_1,mCherry RNAi,924,0.7143222754589094,0.2904417925163145,-36.94314272045469,0.7711113720189088,0.3861810760427585,110
7,4.56515373352855,645.6610541727672,166.7152269399707,1723.0,1.6113136111589097,16541.09663250366,mCherryi_1,mCherry RNAi,924,0.6358231974832402,0.3117235975257695,-37.376121791904346,0.708126217359744,0.45583152655136583,110
8,3.928436911487759,643.1337099811676,241.15254237288136,1366.0,1.5868653732271165,25897.747645951036,mCherryi_1,mCherry RNAi,924,0.4626198858761139,0.31193189350525174,-40.29316344637535,0.5579593757557986,0.5932497521625456,110
9,5.982832618025751,659.3648068669528,201.67381974248926,2040.0,1.618531549584789,21684.064377682404,mCherryi_1,mCherry RNAi,924,0.555479862303697,0.34731080512033774,-35.991770200136706,0.6551203498428906,0.5587752150713577,110
10,3.811368209255533,825.4547283702213,366.72937625754525,2683.0,1.9776108427559793,10555.402414486922,mCherryi_1,mCherry RNAi,924,0.18441172494607927,0.7603943022664355,-31.197068476672307,0.7824366934243611,1.3328688426870898,110
11,6.196388261851016,558.9435665914222,157.78028592927012,3773.0,1.5842949412183502,25895.34951091046,mCherryi_1,mCherry RNAi,924,0.6499467883848513,0.10237215677554867,-41.56796141101876,0.6579596387428793,0.15622503228738654,110
12,7.8028692879914985,566.0520722635495,187.92401700318808,2637.0,1.6005383020436237,18400.329436769392,mCherryi_1,mCherry RNAi,924,0.5802871505497398,0.12168348492902603,-40.32090968228068,0.5929081274511329,0.20670034078947203,110
13,5.251986379114642,576.0317820658342,157.17026106696935,1199.0,1.589467209857059,23870.17480136209,mCherryi_1,mCherry RNAi,924,0.6527196507310025,0.14353312132318674,-41.29606492303003,0.6683148205502991,0.2164550220164985,110
14,5.344227727991566,587.673168160253,148.03004744333157,2384.0,1.761883574846466,26924.346336320505,mCherryi_1,mCherry RNAi,924,0.6748400479940786,0.17072808776564474,-40.130571366049935,0.6961014080784236,0.247791218350422,110
15,6.156903765690377,584.3423988842399,188.1373779637378,1756.0,1.5073583116603944,21307.26150627615,mCherryi_1,mCherry RNAi,924,0.5812862685545983,0.16591751216331652,-40.68770061621116,0.6045017343669022,0.2780383561115406,110
16,5.243484735666418,587.9739389426657,172.35294117647058,1786.0,1.528385475347124,15962.72598659717,mCherryi_1,mCherry RNAi,924,0.6183219300902154,0.1734849548860471,-40.89785882520986,0.642198597633398,0.2735407403362317,110
17,5.5937248592115845,598.864038616251,155.70152855993564,1753.0,1.4456700677399583,20986.23411102172,mCherryi_1,mCherry RNAi,924,0.6578300321427986,0.19820901060557494,-39.31527240636609,0.687042329899866,0.2926557478595232,110
18,7.8293333333333335,608.3904,142.44533333333334,2846.0,1.602642371024745,17779.170133333333,mCherryi_1,mCherry RNAi,924,0.689207609898113,0.21962471323152877,-36.04419746229688,0.723354784461609,0.3084893347577751,110
19,6.509103169251517,619.0890087660148,135.56304787592717,1900.0,1.69554479992943,18512.948752528657,mCherryi_1,mCherry RNAi,924,0.7061081658008204,0.24497687731071194,-36.41700497966846,0.7473970913962045,0.33394579854179046,110
20,6.190317195325543,626.3455759599332,194.7303839732888,1710.0,1.5899364925432407,12188.16777963272,mCherryi_1,mCherry RNAi,924,0.5691202472119077,0.26737156824708386,-37.900190827337966,0.6287967965038053,0.43919544335501925,110
