label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,bsh_num,x_std,y_std,z_std,r,theta,rotation
1,2.1131167268351385,173.79061371841155,467.2900120336943,1021.0,1.7813196835074423,10771.546329723225,mCherryi_2,mCherry RNAi,1239,-0.3695260682192051,0.8059399581705131,-44.346873444326256,0.886616451048272,2.0006989933323176,-90
2,3.0642123287671232,259.0796232876712,269.2457191780822,1353.0,1.4791243548084403,11508.476883561643,mCherryi_2,mCherry RNAi,1239,-0.7831397115459287,0.5669307767461302,-46.61243369643297,0.9668083126567597,2.5149924994158988,-90
3,4.523287671232877,237.80365296803652,282.17625570776255,1292.0,1.4519720855744327,7514.102283105023,mCherryi_2,mCherry RNAi,1239,-0.7606631097596463,0.6161579705191598,-44.35533181412075,0.9789070493072902,2.4607672725039307,-90
4,5.291139240506329,236.77905638665132,319.6375143843498,1194.0,1.5791216513482955,7177.966628308401,mCherryi_2,mCherry RNAi,1239,-0.6780439182596997,0.6288337570288185,-43.54630948237756,0.9247569675692882,2.393831465619282,-90
5,5.955719557195572,444.2905904059041,841.6992619926199,1355.0,1.420214892372944,14304.754612546125,mCherryi_2,mCherry RNAi,1239,0.5374088057484354,0.3298129723928531,-50.618780871575936,0.6305432746882393,0.5504391882344586,-90
6,7.175903614457831,181.53493975903615,513.4698795180723,1484.0,1.593653597141487,11360.603212851405,mCherryi_2,mCherry RNAi,1239,-0.26502817318047434,0.8018829863397656,-39.57403620979067,0.8445449996066287,1.8900012900260614,-90
7,6.820448877805486,424.45137157107234,827.6541978387365,1431.0,1.330718477406627,17761.60515378221,mCherryi_2,mCherry RNAi,1239,0.5005936813143048,0.3684141854540832,-49.011855454399424,0.6215489086271517,0.6344512381757538,-90
8,6.08364312267658,428.5539033457249,840.7156133828996,766.0,1.665324679697719,12278.371747211895,mCherryi_2,mCherry RNAi,1239,0.5306797929329765,0.363333704024817,-49.900855905055124,0.64314261490573,0.600354346245731,-90
9,6.7653679653679655,435.76190476190476,855.9168831168831,1556.0,1.5134394451123436,14822.560173160173,mCherryi_2,mCherry RNAi,1239,0.5664154244842208,0.35206908543456916,-49.488601389832084,0.6669175916201147,0.5561318607023249,-90
10,7.421853388658368,448.2648686030429,793.8762102351315,1854.0,1.4403075816334368,22707.408022130014,mCherryi_2,mCherry RNAi,1239,0.4327347047261516,0.3077056926437982,-49.30692088439828,0.5309822200034848,0.6181184963503081,-90
11,8.376412776412776,452.6565110565111,811.797542997543,2942.0,1.7932093430705391,15547.890417690418,mCherryi_2,mCherry RNAi,1239,0.4736782457896478,0.3032346172726177,-48.51616247690269,0.5624253849594886,0.5694338053421198,-90
12,6.999110320284697,461.5889679715302,847.8727758007118,1703.0,1.7814596728820589,13975.26334519573,mCherryi_2,mCherry RNAi,1239,0.5560881479654562,0.2943024613460623,-50.22432894335545,0.6291644992066873,0.4867627701782212,-90
13,6.656934306569343,240.32221063607926,460.48279457768507,1154.0,1.5151412504252413,7345.36913451512,mCherryi_2,mCherry RNAi,1239,-0.3652920886958194,0.6607265399313944,-42.30200367966155,0.7549820333183214,2.075835924688339,-90
14,7.8307926829268295,439.999237804878,820.0335365853658,1589.0,1.388568996562845,14524.560213414634,mCherryi_2,mCherry RNAi,1239,0.48823755054313045,0.3327872121740423,-48.58598697969607,0.5908665114447822,0.5982762261290118,-90
15,7.566088117489986,457.02136181575435,861.6522029372496,1855.0,1.5155532105731824,17024.340453938585,mCherryi_2,mCherry RNAi,1239,0.58526852759787,0.30794516196410915,-49.485241324221676,0.6613391506433595,0.4843562915056324,-90
16,7.456072351421189,378.92894056847547,853.5090439276486,1145.0,1.6495358327317304,9748.697674418605,mCherryi_2,mCherry RNAi,1239,0.5446492486197627,0.4734325257781129,-46.66717050541882,0.7216516891733267,0.7155600583021317,-90
17,7.91659272404614,400.3513753327418,842.8677905944986,1531.0,1.6472362812534962,11074.601597160603,mCherryi_2,mCherry RNAi,1239,0.5273020311354446,0.42437975425966235,-47.011319247250945,0.6768645417401157,0.6776690744490375,-90
18,9.23728813559322,401.1195856873823,813.4538606403013,1291.0,1.4169737150469552,15172.17043314501,mCherryi_2,mCherry RNAi,1239,0.4624408924023067,0.4143497589104308,-45.72294284491142,0.6209165013711376,0.7306040181774647,-90
19,9.101338432122372,406.37539834289356,857.7998725302741,2045.0,1.4890014250892099,13004.101975780752,mCherryi_2,mCherry RNAi,1239,0.5621046894753217,0.4155424385782551,-46.05201825400361,0.6990258937905739,0.6365930653686993,-90
20,8.985714285714286,416.05102040816325,843.6843537414966,1931.0,1.5340902152162827,14521.859863945578,mCherryi_2,mCherry RNAi,1239,0.5336633067669918,0.39079506298554656,-46.53166666394695,0.6614509099270767,0.6320685167594039,-90
21,9.125847047434656,421.26524685382384,799.1161665053243,1334.0,1.510740455870731,14725.678606001937,mCherryi_2,mCherry RNAi,1239,0.4365373539589934,0.36704637843384647,-46.59109161491255,0.5703401663243804,0.6991364281626474,-90
22,11.0,429.2872989462008,812.405990016639,2474.0,1.468570865117853,16518.495285635054,mCherryi_2,mCherry RNAi,1239,0.4682909269166855,0.35339911093705156,-45.01794507350387,0.5866748024617957,0.6464750479570913,-90
23,10.011551790527532,432.3550250288795,868.3881401617251,4216.0,1.788455498153967,13773.513669618791,mCherryi_2,mCherry RNAi,1239,0.5930650546358891,0.36263413067949424,-46.11583835352704,0.6951472302785523,0.5488016333715451,-90
24,9.205960264900662,461.4258278145695,822.1337748344371,1831.0,1.3514983380265728,16218.694039735099,mCherryi_2,mCherry RNAi,1239,0.4991001510703046,0.2872354801881096,-48.015170426389346,0.5758517012888776,0.5222149938424175,-90
25,8.894772572980312,474.5471826205024,877.1799049558724,1861.0,1.5021296440782244,14171.147318397827,mCherryi_2,mCherry RNAi,1239,0.6247189660515378,0.274554021183508,-48.813405956024276,0.6823882304762712,0.4140745284687089,-90
26,8.960079840319361,476.226879574185,858.3932135728543,1903.0,1.5853042384968075,13654.031936127745,mCherryi_2,mCherry RNAi,1239,0.583627874526244,0.2656561621868907,-48.812786321170094,0.6412446431993711,0.42715386282099893,-90
27,9.880546075085324,433.87303754266213,789.6027303754266,1715.0,1.6806783507180592,20662.707849829352,mCherryi_2,mCherry RNAi,1239,0.4191387863881484,0.33722392663381817,-46.310591532065125,0.5379565957856272,0.6775176047697611,-90
28,10.436159346271706,447.10929519918284,869.0858018386108,1457.0,1.2637488473328289,11927.410623084781,mCherryi_2,mCherry RNAi,1239,0.5988827650817914,0.33109896173218867,-46.244802111373325,0.684315050815153,0.5050371498312768,-90
29,11.419285714285714,451.995,833.1621428571428,1999.0,1.330644421559099,14588.110714285714,mCherryi_2,mCherry RNAi,1239,0.5208024023125148,0.3104194661051869,-45.44874776808094,0.606296451574241,0.5375032177833081,-90
30,10.151230949589683,191.5240328253224,499.05509964830014,1121.0,1.8119589786896615,6133.026963657679,mCherryi_2,mCherry RNAi,1239,-0.2940081983335333,0.7761287088520898,-36.976690062617635,0.8299497535343584,1.932906327326771,-90
31,10.491839762611276,226.37611275964392,383.6639465875371,1628.0,1.4158004154783694,6340.503709198813,mCherryi_2,mCherry RNAi,1239,-0.539298302655667,0.6687717332462357,-37.95350811267421,0.8591264694074194,2.2494282470991376,-90
32,11.450896669513236,362.6618274978651,796.6199829205807,1543.0,1.459530255836673,14423.379163108455,mCherryi_2,mCherry RNAi,1239,0.41408080730331087,0.49205669397109286,-42.07007509697978,0.64310396131475,0.8712397310280966,-90
