label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,bsh_num,x_std,y_std,z_std,r,theta,rotation
1,2.7695716395864105,156.65878877400294,396.0841949778434,1563.0,1.4952774456855924,14738.030280649926,Vsx1i_3,Vsx1 NE RNAi,1033,-0.4970398501639801,0.7740990415924218,-28.434749907245646,0.9199336600241008,2.1415895175631707,-75
2,2.408214585079631,161.67812238055322,372.1818943839061,1370.0,1.5586930605673817,13799.256496227996,Vsx1i_3,Vsx1 NE RNAi,1033,-0.5616843689325979,0.7669082257394779,-26.729678293853738,0.9505985256721603,2.202938620909573,-75
3,3.0242013552758955,176.2487899322362,418.4917715392062,1260.0,1.474579224256565,9401.005808325266,Vsx1i_3,Vsx1 NE RNAi,1033,-0.4414148416872198,0.7256410270853031,-29.67912658669715,0.849353850083207,2.117303875755669,-75
4,2.237810094097519,182.40290846877673,235.77416595380666,1371.0,1.5240831360812863,18425.78100940975,Vsx1i_3,Vsx1 NE RNAi,1033,-0.9285631070440985,0.7439145314066138,-15.25673176584477,1.1898059815790605,2.4661533788355157,-75
5,2.3521634615384617,179.578125,437.63221153846155,996.0,1.582201904093308,7607.076923076923,Vsx1i_3,Vsx1 NE RNAi,1033,-0.3913640658114462,0.7146782893253711,-31.87002028890321,0.8148195439736978,2.071801771328214,-75
6,1.664835164835165,233.82875457875457,295.9047619047619,1218.0,1.6111662107128422,17650.499084249084,Vsx1i_3,Vsx1 NE RNAi,1033,-0.7793418321618749,0.6164431258200855,-19.868397809359237,0.9936678613743457,2.4723764961521426,-75
7,0.8379888268156425,234.7392923649907,255.19553072625698,645.0,1.8476900253683495,28372.03724394786,Vsx1i_3,Vsx1 NE RNAi,1033,-0.8879298274902916,0.6215436208786151,-17.31271538278469,1.0838523198304457,2.530872175449821,-75
8,4.191201353637902,255.2594472645234,305.1505922165821,2038.0,1.5989859422515114,27596.851099830794,Vsx1i_3,Vsx1 NE RNAi,1033,-0.7585711056129296,0.5661882608895463,-17.728651949126277,0.9465723791871129,2.50040732821001,-75
9,3.76610348468849,265.10084477296726,348.9424498416051,2141.0,1.6497818621893983,24680.682154171067,Vsx1i_3,Vsx1 NE RNAi,1033,-0.6442633680624639,0.536082763782163,-21.592672079009954,0.8381288785452463,2.4475907448153653,-75
10,1.9461009174311927,290.4094036697248,256.0550458715596,1001.0,1.5095173312340207,33360.54013761468,Vsx1i_3,Vsx1 NE RNAi,1033,-0.8967576265842511,0.49494396638461824,-15.276190613595338,1.0242771942680151,2.637271850895971,-75
