label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,type,x_std,y_std,z_std,r,theta,rotation
1,10.705073086844369,290.8297506448839,598.5683576956147,1447.0,1.3972878171592231,1483.6509028374892,377.28546861564917,369.70335339638865,Vsx_enh212_3,enh212,0.3035412916678244,0.5646687094781506,-77.4098467418668,0.6410835103253641,1.07755689501789,-115
2,11.805534204458109,254.71022290545733,618.5687932359723,1581.0,1.4742073585106674,605.3743274404304,2204.2521137586473,1903.890853189854,Vsx_enh212_3,enh212,0.3704599400678137,0.6495943692312456,-78.5629311937743,0.7478057312778419,1.0525057267127236,-115
3,13.048875855327468,284.9814271749756,619.1153470185728,1222.0,1.4567206934081265,495.4887585532747,2247.27761485826,2023.227761485826,Vsx_enh212_3,enh212,0.3548100196386199,0.5667604393038981,-77.41473755774662,0.668661009477826,1.011455435571809,-115
4,13.307445442875482,310.62772785622593,645.7939666238767,1942.0,1.422411492363208,362.609756097561,2287.5641848523746,2094.3908857509628,Vsx_enh212_3,enh212,0.40171861527801234,0.4792422561777403,-80.21497797573588,0.6253406959148066,0.8731710241793159,-115
5,13.595419847328245,332.82442748091603,655.5432569974555,1906.0,1.5104893863971864,496.3040712468193,850.7099236641221,1683.5413486005089,Vsx_enh212_3,enh212,0.4116093689351541,0.4123465787654712,-81.05659273031392,0.5826250712205789,0.7862928831159678,-115
6,13.27151799687011,331.1259780907668,679.5133020344288,1621.0,1.3352451848739404,574.075117370892,1816.9405320813771,1982.7347417840376,Vsx_enh212_3,enh212,0.46769629874729124,0.4010823026824184,-84.10481407266579,0.6161224240254095,0.7088724403843306,-115
7,15.094997189432265,281.0314783586284,740.9578414839798,2281.0,1.3817887508733484,502.75548060708263,2045.370994940978,1820.6779089376055,Vsx_enh212_3,enh212,0.6382120031157235,0.4964691418878815,-89.24448322423244,0.8085766319699534,0.6611232469288513,-115
8,13.558075221238939,292.54480088495575,712.7853982300885,2287.0,1.6927808409184038,403.4695796460177,1958.6725663716813,1731.733407079646,Vsx_enh212_3,enh212,0.5663680681018028,0.48396050514420863,-87.5748226707567,0.7449768849466445,0.7070997220138772,-115
9,16.662584200857317,279.91426821800366,723.6944274341703,1909.0,1.498229091778308,395.64298836497244,2074.30128597673,1846.7097366809553,Vsx_enh212_3,enh212,0.5995017562566749,0.5108461105902586,-85.72156574525751,0.7876332296570736,0.7057222652701362,-115
10,16.472810294728102,294.9244499792445,487.93607305936075,2814.0,1.28277643014842,1022.2839352428393,423.04358655043586,656.7990867579908,Vsx_enh212_3,enh212,0.047932679416313295,0.6265129990174105,-59.092861570217636,0.6283439183232515,1.494437999683372,-115
