label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,type,x_std,y_std,z_std,r,theta,rotation
1,26.80916030534351,244.93027989821883,832.9430025445292,2904.0,1.5042544360092445,150.6381679389313,170.94860050890586,704.547582697201,Vsx_enhNB3_3,enhNB3,0.724009876449552,-0.6418322765265452,-56.58176695749322,0.9675427496435199,-0.7253043566519319,-125
2,23.48186215235792,582.0725513905683,255.7545344619105,1990.0,1.3828325206771135,190.51511487303506,155.85066505441355,351.9697702539299,Vsx_enhNB3_3,enhNB3,-0.621025947260231,0.10283809111594688,-58.22226868497464,0.6294830419914733,2.9774879577921474,-125
3,27.32057037232638,231.87008185899128,861.6245048851333,5785.0,1.729497228138232,141.23395827832056,248.70451544758384,787.9125957222076,Vsx_enhNB3_3,enhNB3,0.7906228455581463,-0.6702974642821526,-56.13378113703764,1.036524565334341,-0.703220920713574,-125
4,24.165085388994306,265.80075901328274,813.7647058823529,1459.0,1.2869669664254852,146.1223908918406,269.5142314990512,819.76944971537,Vsx_enhNB3_3,enhNB3,0.6787325158046751,-0.5946905521925754,-59.11634632207085,0.902404942848638,-0.7194968410704587,-125
5,24.77607165706974,581.5732565579015,189.11964171465132,1864.0,1.365648790015185,177.48304542546384,131.98528470889315,228.36980166346768,Vsx_enhNB3_3,enhNB3,-0.7739153995345898,0.09759079972459128,-56.95112181797562,0.7800442358146549,3.0161546428651125,-125
6,24.2875,596.7517857142857,360.4827380952381,1920.0,1.2721977029239346,188.3625,145.73095238095237,295.83392857142854,Vsx_enhNB3_3,enhNB3,-0.3815779773240566,0.14319175215909408,-57.30367100770496,0.4075605852693679,2.782592218946405,-125
7,23.330303030303032,598.3212121212122,291.455303030303,1613.0,1.5664795821609272,165.2348484848485,145.74772727272727,350.8954545454545,Vsx_enhNB3_3,enhNB3,-0.54008274152112,0.1426126318139631,-58.273196398924284,0.5585944239265855,2.8834282460145655,-125
8,23.40392383150606,622.132140796307,313.8338141950375,2002.0,1.5179324460087227,186.58395845354875,129.07039815349106,304.6387766878246,Vsx_enhNB3_3,enhNB3,-0.4901715009209958,0.19906368472728242,-58.0612274484199,0.5290505182800077,2.755829918674201,-125
9,23.6809968847352,624.7109034267913,246.4392523364486,1948.0,1.3776815333988657,162.21246105919002,122.82928348909657,289.97445482866044,Vsx_enhNB3_3,enhNB3,-0.6449907051551516,0.20090359852499817,-57.79042883644406,0.6755555237260912,2.8396346312152754,-125
10,23.621070049641478,632.8643132928847,288.8196359624931,2137.0,1.4866312912551558,211.6199669056812,137.7622724765582,307.75896304467733,Vsx_enhNB3_3,enhNB3,-0.5482273956976425,0.2223582986043532,-57.7924122863992,0.5916050121082834,2.7562723128756077,-125
