label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,type,x_std,y_std,z_std,r,theta,rotation
1,5.605543710021322,129.99289267945986,385.5309168443497,1875.0,1.5378071020205217,286.97085998578535,273.85145700071075,302.29282160625445,Vsx_enh212_2,enh212,0.23180846810801214,-0.8986841048226465,-92.98762015427185,0.928099286793964,-1.3183568240032977,80
2,16.642777155655097,500.538633818589,785.481522956327,1208.0,1.6770359529380445,1221.8309070548712,1975.087346024636,469.4602463605823,Vsx_enh212_2,enh212,-0.8330832132983135,0.08067111963023144,-68.38917732496759,0.8369799697853219,3.0450592231623927,80
3,20.243540406816933,694.152281473337,409.7020340846619,2066.0,1.2074466492662457,946.7091808686091,486.46399120395824,684.280923584387,Vsx_enh212_2,enh212,0.0677126433960702,0.7180179216188223,-75.05496843464519,0.7212036729256837,1.4767694601628714,80
4,18.821103374397428,410.5757900374933,674.2035350830209,2381.0,1.4873505525116173,1073.6352437064809,378.59614354579537,739.1081949651848,Vsx_enh212_2,enh212,-0.5388495176464541,-0.1540892647213391,-69.92618897252683,0.5604483064210107,-2.8630660854321763,80
5,18.890776699029125,782.537216828479,502.046925566343,1453.0,1.2725495496416224,1089.4619741100323,322.4846278317152,505.4959546925566,Vsx_enh212_2,enh212,-0.17897931943595213,0.9523030621755242,-73.26185638313329,0.9689761189083231,1.7565728310784687,80
6,20.383941605839418,714.2350364963504,283.6875912408759,1683.0,1.664184411196404,314.32189781021896,1992.0605839416057,1960.6496350364964,Vsx_enh212_2,enh212,0.37804928160340245,0.8028248748052076,-78.56228040368784,0.8873832536885322,1.1306995043753167,80
7,19.855198019801982,265.6287128712871,732.9752475247525,1001.0,1.5624446506232517,855.9913366336634,3697.543316831683,720.0631188118812,Vsx_enh212_2,enh212,-0.6582826663924588,-0.5834527805690257,-67.81232121771131,0.8796324323411984,-2.4163840418796307,80
8,21.93813878429263,485.49704142011836,819.0188273265196,2644.0,1.9779929942817676,1486.3281334050564,2790.8552985476063,458.9284561592254,Vsx_enh212_2,enh212,-0.9134727324749664,0.030185574485154687,-62.169836211928335,0.9139713353723301,3.1085598180887617,80
9,20.7144578313253,716.2975903614458,370.07951807228915,1037.0,1.4584511469141346,1580.7614457831326,473.4,547.4192771084338,Vsx_enh212_2,enh212,0.16237824360694209,0.7901950488434157,-75.65868050302879,0.8067062099758024,1.368126246275877,80
10,23.54326923076923,717.5810439560439,470.4807692307692,1687.0,1.2997237862448638,449.9581043956044,451.23214285714283,679.445054945055,Vsx_enh212_2,enh212,-0.0878758991100449,0.7722989860031821,-69.84573660299968,0.777282379464466,1.6840938671418786,80
11,24.817631806395852,679.4840103716508,86.3094209161625,1465.0,1.252372594823213,307.67847882454623,273.2817631806396,291.009507346586,Vsx_enh212_2,enh212,0.8767657141021095,0.7452814831150674,-80.14719332030137,1.1507226453403863,0.704514343022147,80
12,23.077340569877883,704.8181818181819,380.3867028493894,1809.0,1.5669478364653466,1077.4674355495251,510.36227951153325,815.0651289009498,Vsx_enh212_2,enh212,0.13900231441913036,0.7549609186457529,-73.04356266354446,0.7676507227224592,1.3887169693359416,80
