label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,4.804918032786885,156.84262295081967,361.3704918032787,912.0,1.4448307632709474,12065.867213114754,5315.691803278689,True,Vsx1_3,Vsx1 OE,-0.13438622396595645,-1.0,-35.07835523426826,28,22500
2,8.431818181818182,179.8181818181818,349.45849802371544,1789.0,1.8177848807483405,15611.03162055336,4495.368577075099,True,Vsx1_3,Vsx1 OE,-0.17614218502098378,-0.949572090064905,-31.837875047374077,28,22500
3,10.700735294117647,198.10588235294117,595.4933823529411,1841.0,1.521738107703936,16382.931617647058,4863.911764705882,True,Vsx1_3,Vsx1 OE,0.36479316034759535,-0.7175178082685505,-37.127411835698446,28,22500
4,7.413290113452188,200.18152350081039,279.4862236628849,840.0,1.2234236527146682,18643.139384116694,4376.358184764992,True,Vsx1_3,Vsx1 OE,-0.3468501689511695,-0.9499498486950653,-31.508938771432483,28,22500
5,4.663294797687861,209.99132947976878,418.4031791907515,853.0,1.2994555723152268,18896.67774566474,5156.771676300578,False,Vsx1_3,Vsx1 OE,-0.04125945319488744,-0.8206628246092302,-38.50680689540475,28,22500
6,5.136701337295691,235.95839524517086,412.0668647845468,832.0,1.3586538284801561,15695.219910846954,6023.0445765230315,False,Vsx1_3,Vsx1 OE,-0.0725934582659934,-0.7586844379780298,-38.66913712811364,28,22500
7,10.645214521452145,251.18976897689768,266.4071782178218,3727.0,1.6781861770425108,26889.46410891089,4624.455033003301,True,Vsx1_3,Vsx1 OE,-0.4097226710510695,-0.8284432067942943,-29.50993644012509,28,22500
8,4.93848167539267,292.50392670157066,114.0130890052356,999.0,1.459559485147161,12023.379581151832,4360.714659685864,True,Vsx1_3,Vsx1 OE,-0.7796607950031219,-0.8374181428475462,-32.18358283311858,28,22500
9,5.2372093023255815,299.0988372093023,286.29883720930235,1088.0,1.3456455726535892,12279.64534883721,4393.593023255814,True,Vsx1_3,Vsx1 OE,-0.39683302686918676,-0.6910056411538497,-36.9815301794287,28,22500
10,6.610154905335628,299.53098106712565,616.2736660929432,1588.0,1.1928493452356328,29848.01118760757,5059.891566265061,False,Vsx1_3,Vsx1 OE,0.3444630577402894,-0.4418338361999887,-44.987905600707954,28,22500
