label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,4.826687116564417,84.29447852760737,638.7714723926381,835.0,1.7336886574036767,19190.889570552146,10064.703987730061,False,Vsx1_4,Vsx1 OE,0.1988034390202893,-1.0,-28.665003647271007,95,22500
2,5.833333333333333,116.98886768447836,436.2461832061069,3723.0,1.6671422429593663,19693.309478371502,7408.3571882951655,False,Vsx1_4,Vsx1 OE,0.7016699413521572,-0.7242705071844846,-36.58529477498453,95,22500
3,4.071274298056156,123.70626349892008,694.6166306695465,1137.0,1.559920888801682,20012.606911447085,8207.235421166306,False,Vsx1_4,Vsx1 OE,0.009913151556750988,-0.9566054719704337,-26.50827469481127,95,22500
4,6.607920792079208,136.4112211221122,695.0785478547855,1787.0,1.715305936709766,23781.715511551156,8390.664686468646,True,Vsx1_4,Vsx1 OE,-0.0041406723256853795,-0.9256629822696455,-23.835244407583332,95,22500
5,5.51403678606002,149.9215876089061,761.4365924491772,1324.0,1.7128246102122964,19781.25943852856,7183.361084220716,True,Vsx1_4,Vsx1 OE,-0.1940984787768828,-0.9562821689231062,-21.778239550513057,95,22500
6,3.753968253968254,172.09603174603174,626.3214285714286,1727.0,1.8554799155164525,18338.60714285714,10350.33888888889,False,Vsx1_4,Vsx1 OE,0.14069724989034382,-0.7714861541297294,-29.48793381536788,95,22500
7,2.2458233890214796,179.82338902147973,586.9188544152745,514.0,1.546078042138256,12840.723150357995,49735.15990453461,False,Vsx1_4,Vsx1 OE,0.23689519449667706,-0.7145069356372566,-32.71832695872977,95,22500
8,7.536723163841808,171.3268765133172,742.727199354318,1497.0,1.8667673836509153,30672.522195318805,7326.492332526231,True,Vsx1_4,Vsx1 OE,-0.16643646953950453,-0.8854269042588312,-20.41144954588153,95,22500
9,4.146448087431694,188.48306010928962,744.0907103825136,1036.0,1.8069350190396412,30077.387978142076,7219.526775956284,True,Vsx1_4,Vsx1 OE,-0.18826369788164155,-0.8444992635723314,-23.576469084431274,95,22500
10,4.142857142857143,185.83823529411765,723.0546218487395,649.0,1.7647886463570701,15223.941176470587,7214.231092436975,True,Vsx1_4,Vsx1 OE,-0.12978799994451773,-0.8307600785314323,-24.56331647901238,95,22500
11,3.4241119483315394,194.66953713670614,432.4477933261572,1111.0,1.5763841528361182,23209.202368137783,8852.655543595263,False,Vsx1_4,Vsx1 OE,0.6309504190446982,-0.5290791511768858,-38.44306041312622,95,22500
12,2.0069284064665127,203.4272517321016,751.4988452655889,513.0,1.5950653213941306,25158.72517321016,8726.856812933025,True,Vsx1_4,Vsx1 OE,-0.22365188596884678,-0.8148230231436517,-25.23717252570453,95,22500
13,6.688180404354588,209.15007776049768,789.6901244167963,3915.0,1.3546927900575578,38917.47861586314,7155.361586314152,True,Vsx1_4,Vsx1 OE,-0.3301592841120169,-0.8373967877832025,-18.76730469510317,95,22500
14,3.136968085106383,224.7752659574468,738.6635638297872,907.0,1.4768852113542585,30622.367021276597,6554.29255319149,True,Vsx1_4,Vsx1 OE,-0.2116108696891117,-0.7497857621143462,-24.494894011179987,95,22500
15,3.0259887005649717,241.08248587570623,498.83502824858755,1134.0,1.6889750324329083,13266.866666666667,37352.12316384181,False,Vsx1_4,Vsx1 OE,0.406922406192332,-0.4785644341646048,-35.383925673172314,95,22500
16,4.51131221719457,246.58461538461538,357.9294117647059,1277.0,1.7506345316644185,45083.972850678736,7915.235294117647,False,Vsx1_4,Vsx1 OE,0.7747546673377221,-0.3292416646338574,-40.27057906466624,95,22500
17,5.729166666666667,268.39916666666664,830.6658333333334,1532.0,1.941146568535533,31624.490833333333,7321.125,True,Vsx1_4,Vsx1 OE,-0.5002280267821193,-0.7307595254487862,-17.30723817888574,95,22500
18,3.743859649122807,280.4947368421053,844.959649122807,871.0,1.7143096841845662,32167.619298245612,7583.635087719298,True,Vsx1_4,Vsx1 OE,-0.5508892422637132,-0.7147379398233891,-18.526568712901785,95,22500
19,4.123769338959212,289.71026722925455,842.3600562587905,962.0,1.8621704200163507,42070.06891701828,8095.7552742616035,True,Vsx1_4,Vsx1 OE,-0.5534982141230753,-0.6894978096288756,-18.179893875699015,95,22500
20,3.742424242424242,296.92727272727274,857.8166666666667,825.0,1.523427182917718,27191.439393939392,7331.356060606061,True,Vsx1_4,Vsx1 OE,-0.6019772913288328,-0.6865945301052707,-17.789346855683178,95,22500
21,3.4283854166666665,315.2044270833333,422.90625,950.0,1.5586382827370993,13977.932291666666,7538.942708333333,False,Vsx1_4,Vsx1 OE,0.5313701935779724,-0.2226141863883997,-37.75339556419063,95,22500
22,6.296777840587903,318.79819106840023,370.5025438100622,2198.0,1.7519810295748843,18058.003391746748,13219.241379310344,False,Vsx1_4,Vsx1 OE,0.6668686213734112,-0.16321490055055787,-37.24290670090085,95,22500
23,6.6655592469545955,327.83388704318935,383.03654485049833,1081.0,1.6717917624231506,19502.286821705427,12006.161683277962,False,Vsx1_4,Vsx1 OE,0.624347105474208,-0.1529953593335871,-36.2193347036152,95,22500
24,2.5343228200371057,336.53061224489795,409.57328385899814,675.0,1.666047401715138,15416.135435992579,6758.467532467533,False,Vsx1_4,Vsx1 OE,0.5444882879148822,-0.15719388902520304,-39.055912696494374,95,22500
25,2.9013657056145674,343.4081942336874,420.79362670713203,789.0,1.3913923509467234,15968.132018209408,7512.118361153262,False,Vsx1_4,Vsx1 OE,0.5076827457159023,-0.1510315970058369,-38.1140020085161,95,22500
26,2.8181818181818183,353.5117845117845,854.3316498316499,819.0,1.5416808662137829,35540.7037037037,7409.927609427609,True,Vsx1_4,Vsx1 OE,-0.6514798606004155,-0.5437031443373717,-18.345523850547686,95,22500
27,4.399594320486815,363.52941176470586,902.1379310344828,669.0,1.2845553695444794,19494.665314401624,7696.091277890467,True,Vsx1_4,Vsx1 OE,-0.7883163471495851,-0.5650110277354778,-14.49404010004914,95,22500
28,2.188888888888889,395.2425925925926,869.8888888888889,717.0,1.4881112181118181,31265.683333333334,7786.311111111111,True,Vsx1_4,Vsx1 OE,-0.7360106525162504,-0.45578084555423604,-17.877304119221584,95,22500
29,5.974604695735506,399.9195016770484,359.99856252994726,2533.0,1.4030137854443507,16073.199329180643,10875.20028749401,False,Vsx1_4,Vsx1 OE,0.6106242207060781,0.04696480193562702,-37.289500514462844,95,22500
30,2.8846153846153846,410.2008547008547,846.1623931623932,598.0,1.462559276430996,23621.92094017094,7043.858974358975,True,Vsx1_4,Vsx1 OE,-0.6885502615163337,-0.3960211776023126,-18.124600560637184,95,22500
31,3.724944320712695,421.98997772828506,860.4721603563474,1138.0,1.5987559672827905,30134.223830734965,7018.930957683741,True,Vsx1_4,Vsx1 OE,-0.7385674989163804,-0.3807114127979385,-16.52347424098911,95,22500
32,2.627016129032258,424.2459677419355,878.3971774193549,654.0,1.482719569507116,27074.58064516129,7696.090725806452,True,Vsx1_4,Vsx1 OE,-0.7885411977440416,-0.3924360923684378,-16.782348827153974,95,22500
33,3.152112676056338,442.32394366197184,870.6,726.0,1.9846340655040116,32008.225352112677,7604.661971830986,True,Vsx1_4,Vsx1 OE,-0.7865404797950868,-0.34032915946489595,-16.445148010567486,95,22500
34,4.526248399487836,449.6734955185659,887.5211267605633,1122.0,1.5139393894807234,40658.950064020486,7212.682458386684,True,Vsx1_4,Vsx1 OE,-0.8388080660185604,-0.33847275748094796,-14.233045585990837,95,22500
35,7.951837769328264,463.8428390367554,257.68884664131815,2002.0,1.5593790300555974,16733.16413181242,11526.69391634981,False,Vsx1_4,Vsx1 OE,0.8157401566597815,0.3032057582058223,-39.3828837667703,95,22500
36,3.745850622406639,483.62655601659753,272.09854771784234,1199.0,1.4927487844195981,16800.309128630706,8695.30705394191,False,Vsx1_4,Vsx1 OE,0.7565179332827296,0.33803031568625364,-42.7437573830136,95,22500
37,3.5837173579109063,550.9692780337941,263.0937019969278,1223.0,1.4953797397743331,15251.216589861751,6298.029185867896,False,Vsx1_4,Vsx1 OE,0.7105955627242764,0.512787358536561,-42.69022045764767,95,22500
38,6.893816364772017,547.4253591505309,249.8794503435353,2105.0,1.4488098596955752,15779.66645846346,6375.362898188632,False,Vsx1_4,Vsx1 OE,0.7497106888566256,0.5168446218775504,-40.018854777906625,95,22500
39,4.0972097209720975,560.2286228622862,264.89378937893787,1568.0,1.332785194953889,16799.339333933392,6202.018901890189,False,Vsx1_4,Vsx1 OE,0.6963014169398205,0.5339005363508402,-42.00919325085012,95,22500
