label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,in_plane,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,3.7060546875,235.0888671875,389.5693359375,1212.0,1.344212965280752,29151.5654296875,40024.75390625,False,LacZ_3,LacZ OE,0.4598924009512253,-0.7710744811086396,-48.510235909327854,85,22500
2,3.654228855721393,396.04353233830847,297.4446517412935,1949.0,1.371950379127376,21152.375,28843.472014925374,False,LacZ_3,LacZ OE,0.7430331295146855,-0.29593112487460793,-53.18125998152662,85,22500
3,6.674447174447175,612.1511056511057,250.1044226044226,2204.0,1.4550183009577518,19169.7542997543,11616.042383292383,False,LacZ_3,LacZ OE,0.8989315901631472,0.34835919211609156,-56.23319420780973,85,22500
4,7.046437659033079,677.9185750636133,378.6202290076336,1944.0,1.1926991214422116,38640.52671755725,43712.55470737913,False,LacZ_3,LacZ OE,0.5265328624957515,0.5557652890683609,-57.46359092509903,85,22500
5,6.9635761589403975,223.92163355408388,555.7715231788079,1071.0,1.60709171026193,27806.504415011037,39586.133554083885,False,LacZ_3,LacZ OE,-0.029175886236898818,-0.7910500303670739,-44.659171547490956,85,22500
6,7.2175732217573225,336.88563458856345,296.65271966527195,1752.0,1.5542745233192259,29617.850069735006,36798.85285913529,False,LacZ_3,LacZ OE,0.7407824932086624,-0.4730312323230602,-47.981003789869284,85,22500
7,6.135493372606775,336.64948453608247,310.0265095729013,959.0,1.4897511295144383,27421.63770250368,42971.80706921944,False,LacZ_3,LacZ OE,0.7014704992063467,-0.4727643920711886,-49.033165208511626,85,22500
8,7.168072289156626,346.01024096385544,356.7867469879518,2033.0,1.3892178840814637,27612.812048192773,37737.26626506024,False,LacZ_3,LacZ OE,0.5648469044091333,-0.4408967546129463,-48.18016800350416,85,22500
9,6.695306284805091,681.0755767700875,345.8918058870326,1557.0,1.4766536666426946,21593.853619729514,35828.26412092283,False,LacZ_3,LacZ OE,0.6229164833151712,0.5625945430210622,-57.95826549231866,85,22500
10,7.382896764252696,729.9791987673343,369.5392912172573,1514.0,1.4022699926385436,34885.8251155624,38118.0,False,LacZ_3,LacZ OE,0.5572611909633554,0.7111282299047343,-58.58578316219485,85,22500
11,6.9963154016212235,746.2571849668386,368.82240235814294,1605.0,1.2977302632791134,32952.22402358143,40066.96683861459,False,LacZ_3,LacZ OE,0.5606307489979936,0.7598342668104499,-59.424613531321924,85,22500
12,9.24357476635514,281.4567757009346,374.9877336448598,2232.0,1.3820953138370564,30469.35105140187,37557.89836448598,False,LacZ_3,LacZ OE,0.5063736121727411,-0.6327823844039591,-44.28503304486106,85,22500
13,8.611301369863014,338.14440639269407,342.2140410958904,2238.0,1.5210538423610955,27263.630707762557,40254.82305936073,False,LacZ_3,LacZ OE,0.6070529911086033,-0.4655157090409233,-46.54449651087475,85,22500
14,8.523477157360405,674.2703045685279,302.2246192893401,1945.0,1.3527149149861495,25006.424492385788,43027.38769035533,False,LacZ_3,LacZ OE,0.7506735909365507,0.5388708494292633,-56.017135861357346,85,22500
15,9.696031746031746,240.51190476190476,477.44603174603174,1611.0,1.4189601195339054,30405.103968253967,45768.601587301586,False,LacZ_3,LacZ OE,0.2022175605775849,-0.7473265026328872,-42.522037150895294,85,22500
16,8.789473684210526,346.29788388497013,325.2940857297884,2312.0,1.6807430699903247,29246.86869234943,39181.89962018448,False,LacZ_3,LacZ OE,0.6573914075708143,-0.4424066996332078,-46.621420974850594,85,22500
17,9.728373702422145,706.1482122260669,355.5997693194925,2052.0,1.4485952542618108,32283.79354094579,38576.95271049596,False,LacZ_3,LacZ OE,0.5963716573937732,0.6387771225611254,-55.6046279952463,85,22500
18,11.470024979184013,230.8105745212323,457.8576186511241,2998.0,1.6251735223517034,33093.91049125729,44511.34096586178,False,LacZ_3,LacZ OE,0.25901698374057003,-0.7778193614062142,-40.51346506884253,85,22500
19,10.309307604994325,265.7048808172531,371.56696935300795,2209.0,1.4690188860389708,30141.140181611805,40735.65834279228,False,LacZ_3,LacZ OE,0.5152043313945933,-0.6801843916262307,-42.78899669739661,85,22500
20,7.725,362.99807692307695,331.0480769230769,836.0,1.5830682198524775,18695.326923076922,26045.996153846154,False,LacZ_3,LacZ OE,0.6417805671671064,-0.39197623421565264,-48.13847714067528,85,22500
