label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation
4,13.155748969308291,388.5767292716445,398.90288593678423,2615.0,1.5346393882672498,21787.105817682088,mChKD_2,mCherry RNAi,0.3685053417068336,-0.4185280049768709,-57.259358176696544,85
5,16.14198606271777,327.2987804878049,473.8536585365854,1383.0,1.271319908801246,28682.174216027874,mChKD_2,mCherry RNAi,0.16071374693443974,-0.6379750952037447,-54.65804546672122,85
6,16.41260162601626,344.9298780487805,412.6585365853659,1207.0,1.6366619822162611,26787.94918699187,mChKD_2,mCherry RNAi,0.33807537513087493,-0.5643736481180468,-53.9444293021426,85
7,16.970011534025375,318.1914648212226,456.0449826989619,1040.0,1.6623816184074676,28863.801614763554,mChKD_2,mCherry RNAi,0.21572625805634904,-0.6629531215838709,-53.64451568679636,85
8,17.512328767123286,353.4420091324201,439.5360730593607,1329.0,1.4661729167169704,24747.9899543379,mChKD_2,mCherry RNAi,0.2562435455373797,-0.5437059090105675,-53.10396511031549,85
9,16.985171455050974,360.6886005560704,384.2752548656163,1236.0,1.433611355838827,23869.21594068582,mChKD_2,mCherry RNAi,0.418507596800038,-0.5055228896665602,-53.19655357381902,85
10,18.295121951219514,378.7349593495935,411.12357723577236,1492.0,1.3079603348680375,27693.169105691057,mChKD_2,mCherry RNAi,0.3344689030900567,-0.4537712582661513,-52.183542053424844,85
11,20.724756918474196,324.21465968586386,515.7756170531039,1643.0,1.3250682370823643,23904.097980553477,mChKD_2,mCherry RNAi,0.03692975729769432,-0.6590311498184378,-50.414723527814544,85
12,19.345945945945946,728.5405405405405,483.227027027027,755.0,1.494556898055485,27115.277477477477,mChKD_2,mCherry RNAi,0.03652064665277588,0.6673139489110074,-53.12831821024595,85
13,23.816804407713498,366.00619834710744,518.7947658402204,1796.0,1.2779982988714471,23412.103994490357,mChKD_2,mCherry RNAi,0.017860788233411196,-0.5235870988163964,-47.514304733701195,85
14,24.067870036101084,377.49891696750905,404.07942238267145,1735.0,1.550378325175583,27750.54440433213,mChKD_2,mCherry RNAi,0.35552030417955494,-0.45588037868151565,-46.34706236301975,85
