label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation
1,3.812053115423902,655.4126659856997,873.1164453524004,1196.0,1.3241421993148683,29693.23391215526,Ezi_2,E(z) RNAi,0.7468761212524673,0.23972932301371586,-39.11162871753774,30
2,4.506272401433692,669.4695340501792,898.3826164874552,1378.0,1.5556623075320473,30386.4435483871,Ezi_2,E(z) RNAi,0.8113229156785999,0.26749882409924775,-37.08464014814772,30
3,3.4529019980970506,688.4843006660324,811.9695528068506,1451.0,1.750214914666145,30045.060894386297,Ezi_2,E(z) RNAi,0.6220878501945153,0.38171544742747576,-41.76535704074211,30
4,8.290857290857291,699.1877751877752,840.6260036260036,5044.0,1.5996850074103586,39825.37166537166,Ezi_2,E(z) RNAi,0.6922905153099752,0.3968127713672682,-35.49311442804874,30
5,5.462227912932138,757.5761843790012,775.348271446863,2069.0,1.310059256650559,37441.998079385405,Ezi_2,E(z) RNAi,0.570118349962141,0.6204059002874291,-40.447843640033724,30
6,5.697228144989339,658.9488272921109,823.7078891257996,1625.0,1.4213094229141365,33733.71286425018,Ezi_2,E(z) RNAi,0.6349781290535681,0.28212268203055957,-39.40517918217237,30
7,7.832178217821782,673.0915841584158,761.1509900990098,2446.0,1.2711591919314462,32562.10495049505,Ezi_2,E(z) RNAi,0.49784306816392254,0.3659416260713866,-39.894146135545945,30
8,7.3656152820968455,724.5912927587739,851.0946246112838,2879.0,1.7356586106476681,36613.50644158152,Ezi_2,E(z) RNAi,0.7282680678347027,0.46939102082154593,-35.59271003748816,30
9,6.521462639109698,754.6844197138315,818.9276629570747,1647.0,1.5235276496061525,34038.6947535771,Ezi_2,E(z) RNAi,0.6686215449834711,0.5836824710670174,-37.466796022265555,30
10,9.211215932914046,770.9109014675053,735.0052410901468,2599.0,1.2019684940970188,30771.381551362683,Ezi_2,E(z) RNAi,0.48338650857700194,0.687566639310806,-38.33509976676702,30
11,7.43110585452395,677.1046717918391,793.8805440567711,2126.0,1.3760505019811993,38854.326434062685,Ezi_2,E(z) RNAi,0.5748415474225343,0.35766526079836924,-38.76459399105182,30
12,7.316973415132924,677.2484662576687,718.7878323108384,2378.0,1.3675153100801825,36666.985173824134,Ezi_2,E(z) RNAi,0.40266075527104017,0.4058292934375618,-42.259398555084005,30
13,6.578827113480579,681.6199543031227,881.5872048743336,1652.0,1.52338909305395,29830.533891850722,Ezi_2,E(z) RNAi,0.778239987640934,0.31602905994000596,-35.60214376899285,30
14,8.254183627317955,685.8552691090005,744.4703753957485,3113.0,1.515916914880912,39458.532338308454,Ezi_2,E(z) RNAi,0.4654912973658323,0.4163355853666795,-40.04667015408385,30
15,7.718898888300688,686.9539438856538,783.3181577554261,2562.0,1.4217933215040148,38023.13340391742,Ezi_2,E(z) RNAi,0.5551788064791567,0.3950855878901365,-38.81606614981745,30
