label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation
1,38.05853051058531,691.9701120797012,630.291407222914,1169.0,1.392813632764555,33198.26400996264,Ezi_2,E(z) RNAi,0.15990220209110673,-0.5595259528192247,-41.637938991508705,-110
2,39.437402190923315,483.15805946791863,731.8161189358373,1638.0,1.4815849428509942,33682.42879499218,Ezi_2,E(z) RNAi,0.5355295009134233,0.06889813224276886,-40.47240900385232,-110
3,38.01254480286738,611.016129032258,813.6612903225806,755.0,1.4442838060061496,21004.181003584228,Ezi_2,E(z) RNAi,0.7713356099695252,-0.347214043311743,-37.89956829256545,-110
4,39.343541944074566,694.3089214380825,618.2316910785619,1064.0,1.7182850749538943,34081.29161118509,Ezi_2,E(z) RNAi,0.12026020143624994,-0.5641266559896574,-40.644417171660336,-110
5,38.74464831804281,424.80886850152905,714.0030581039755,1625.0,1.729339737717974,28812.762232415902,Ezi_2,E(z) RNAi,0.49121875919621316,0.2544826145378867,-42.46432547825945,-110
6,41.31934156378601,686.5720164609054,674.9185185185186,1568.0,1.659264185086969,30637.251851851852,Ezi_2,E(z) RNAi,0.3051879169028948,-0.5522467265207871,-37.256318347969085,-110
7,45.325996430696016,686.1701368233195,580.960737656157,2376.0,1.6786370211399617,38874.964306960144,Ezi_2,E(z) RNAi,0.0010645461741143336,-0.530379765244123,-35.78001390505695,-110
8,43.98663426488457,488.188942891859,716.1980558930741,2570.0,1.6143257626956926,25944.83778857837,Ezi_2,E(z) RNAi,0.48349491428579117,0.05684745833908278,-36.27382454486447,-110
9,42.205839416058396,618.0554744525548,687.2598540145985,1776.0,1.741627981363975,26498.439416058394,Ezi_2,E(z) RNAi,0.36057819387057566,-0.3414663482526785,-37.00312700286055,-110
10,45.19808612440191,585.3186602870813,760.4382775119617,1354.0,1.489747472193498,30029.85071770335,Ezi_2,E(z) RNAi,0.6044319318692706,-0.2552486797503124,-32.50807276919727,-110
11,42.88149847094801,642.0558103975535,623.9717125382263,1622.0,1.504721614384319,30623.617737003056,Ezi_2,E(z) RNAi,0.15038752469818006,-0.4024380800539077,-37.68935196222979,-110
12,43.3898891966759,658.7250692520776,652.3157894736842,1977.0,1.4478724944358203,32118.398199445983,Ezi_2,E(z) RNAi,0.23823257595674252,-0.4604937444513445,-36.18553363662856,-110
