label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,type,x_std,y_std,z_std,rotation,yflip,dac_threshold,soxn_threshold
1,3.713705583756345,220.39390862944163,411.6568527918782,1247.0,1.6638371706777,19657.240609137058,18263.956345177667,45826.6923857868,LacZ_1,LacZ OE,0.30392807465150096,-0.6807036707677713,-54.42157690441003,100,False,17500,30000
2,2.179864253393665,300.3472850678733,344.49886877828055,1041.0,1.7432393031364968,23291.600678733033,18773.682126696833,51588.80542986425,LacZ_1,LacZ OE,0.4773933453188661,-0.5026590644045996,-51.36011138376959,100,False,17500,30000
3,3.44362292051756,298.61182994454714,374.47874306839185,1334.0,1.553303103251067,23477.298521256933,19153.15896487985,49479.26155268022,LacZ_1,LacZ OE,0.408982529491821,-0.4981578303353018,-51.77507689694522,100,False,17500,30000
4,4.38833746898263,310.2003722084367,396.60235732009926,2162.0,1.7535797477532933,38540.82444168734,18156.656327543424,9953.936724565758,LacZ_1,LacZ OE,0.36194601580359853,-0.46300538962784654,-51.927610442217336,100,False,17500,30000
5,3.581818181818182,317.45645933014356,298.6373205741627,1322.0,1.6216664125803706,19166.942583732056,15461.181818181818,44640.58564593302,LacZ_1,LacZ OE,0.5854904822839122,-0.4738298131603057,-47.23641919630981,100,False,17500,30000
6,2.6934414148857773,332.55563743551954,396.8599852616065,1635.0,1.8373853249477052,33933.952100221075,17420.896831245394,9655.179071481209,LacZ_1,LacZ OE,0.3675715676086546,-0.4076172815961664,-53.38810878165726,100,False,17500,30000
7,3.3299916457811194,336.7360066833751,323.04761904761904,1453.0,1.5320170579925956,23798.752715121136,14410.45530492899,47252.49791144528,LacZ_1,LacZ OE,0.5354982380214384,-0.4189694046734507,-48.625409860029364,100,False,17500,30000
8,4.428817946505609,346.7592752372735,399.44952545297673,1549.0,1.6892753290423113,25966.968938740294,12833.382226056945,48350.4572907679,LacZ_1,LacZ OE,0.3653005915388323,-0.37174411874399893,-51.64240599034951,100,False,17500,30000
9,6.084528301886793,349.582641509434,415.99283018867925,3458.0,1.7851058962420059,25908.33245283019,12183.25962264151,7316.964905660378,LacZ_1,LacZ OE,0.328440986680018,-0.3599187951366911,-50.872964972469624,100,False,17500,30000
10,1.0564042303172738,395.04347826086956,330.25616921269096,1056.0,1.9476299509466843,19313.298472385428,14436.920094007051,10444.920094007051,LacZ_1,LacZ OE,0.5351166476143157,-0.2726082168973669,-50.65246684386931,100,False,17500,30000
11,0.7669683257918553,407.1108597285068,305.82579185520365,536.0,1.9653987358204412,18007.488687782807,12534.31221719457,26651.488687782807,LacZ_1,LacZ OE,0.5936240854252826,-0.24993467989963114,-49.4578969100519,100,False,17500,30000
12,0.8870967741935484,416.0115207373272,280.8709677419355,545.0,1.746466815395908,16579.603686635946,12019.276497695853,41084.27419354839,LacZ_1,LacZ OE,0.6524161679845413,-0.23525232366450088,-47.8602561442723,100,False,17500,30000
