label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,type,x_std,y_std,z_std,rotation,yflip,dac_threshold,soxn_threshold
21,17.996579247434436,173.654503990878,835.0159635119726,1133.0,1.4218490580110363,18462.067274800454,7168.116305587229,40053.53477765108,Bi_3,Bi OE,-0.8230022470691096,0.7082925970882124,-25.305370010498407,85,True,17500,30000
22,22.64775950085082,90.39761769710721,747.4747589336358,2341.0,1.2432969013681545,10240.264322178105,4420.103233125355,5939.728304027226,Bi_3,Bi OE,-0.5895323529218883,0.8693805893405412,-21.688775824483777,85,True,17500,30000
23,21.796002351557906,104.36390358612582,749.0875955320399,2452.0,1.2549182857236971,11936.746031746032,5600.102292768959,19134.512051734273,Bi_3,Bi OE,-0.5958733235807472,0.8406227701756419,-22.61748909473917,85,True,17500,30000
24,20.355575868372945,129.9981718464351,696.180987202925,1343.0,1.2937863660322295,6277.04478976234,7103.69012797075,31551.587751371117,Bi_3,Bi OE,-0.46721297183136024,0.7804148482227566,-25.269857031013892,85,True,17500,30000
25,20.38567730802416,856.2157031924072,770.6272648835203,1439.0,1.46242034488344,24877.016393442624,8679.974115616911,3875.7592752372734,Bi_3,Bi OE,-0.7712019006703784,-0.7170072609049125,-29.431267654820715,85,True,17500,30000
26,22.132057416267944,89.2555023923445,608.2851674641148,1337.0,1.2896120751657667,10970.931100478469,6173.012440191387,32215.02296650718,Bi_3,Bi OE,-0.2398391508232991,0.8532681556592436,-24.863046517470636,85,True,17500,30000
27,26.901117798796218,164.95356835769562,474.9188879335053,4403.0,1.53549073870094,15724.611349957007,7258.846374319289,41705.21582115219,Bi_3,Bi OE,0.0830944081548679,0.6783441995466917,-23.23654100642078,85,True,17500,30000
28,23.132594573939624,253.61253343523117,431.06343141001145,3510.0,1.3110462516338866,17230.496752006115,7047.764615972487,6327.834925487199,Bi_3,Bi OE,0.17875896149210124,0.4885702068349387,-28.530624835693143,85,True,17500,30000
29,25.483823529411765,31.519485294117647,565.2275735294118,3500.0,1.307279143902987,11050.565808823529,4954.342279411765,8271.732720588236,Bi_3,Bi OE,-0.12225062338858128,0.9673201191264362,-21.890514999471748,85,True,17500,30000
30,25.437137330754354,279.5609284332689,849.2678916827853,1849.0,1.3236854759955832,14593.681818181818,7013.127659574468,7362.381044487427,Bi_3,Bi OE,-0.8755112244464239,0.49023187183229733,-18.412592781415263,85,True,17500,30000
31,24.536360138514812,283.35859946133127,406.8341669873028,3266.0,1.2875541594525226,19839.50211619854,7321.538668718738,42864.08310888804,Bi_3,Bi OE,0.23487536817400767,0.4235850925700134,-27.82162816299614,85,True,17500,30000
32,27.07901554404145,162.48445595854923,434.86614853195164,2814.0,1.2145197777100711,15672.112262521588,6656.036701208981,31995.875215889464,Bi_3,Bi OE,0.18408124125597025,0.6781443352181982,-23.80717466205585,85,True,17500,30000
33,26.81342872867364,87.32966428178315,589.6318106769401,2201.0,1.1588119314450256,9801.26802421574,6832.783709411117,28048.041827187673,Bi_3,Bi OE,-0.19246690207647377,0.8546999886719447,-20.525260570510007,85,True,17500,30000
34,25.37683664649957,246.32411408815904,360.6577355229041,1414.0,1.416406304097377,18208.415730337078,8477.355229040622,42292.40708729473,Bi_3,Bi OE,0.35684182066817605,0.49430202471035567,-27.579774521374105,85,True,17500,30000
35,26.18941411451398,592.3049267643142,276.57656458055925,3556.0,1.2639028303812183,14098.34121171771,7878.582223701731,5314.9553928095875,Bi_3,Bi OE,0.5122649152041119,-0.23499002111829825,-31.055366400313332,85,True,17500,30000
36,27.259769094138544,645.8610124333925,208.84147424511545,6402.0,1.753865995071607,16664.016651865008,9585.371447602132,18194.42873001776,Bi_3,Bi OE,0.6737803127973383,-0.35516833076343346,-31.697682923201313,85,True,17500,30000
37,22.674418604651162,704.0930232558139,871.5439276485788,1063.0,1.893138113926471,20610.92764857881,7877.428940568476,3446.0180878552974,Bi_3,Bi OE,-1.0,-0.3879015218834889,-24.03211921655111,85,True,17500,30000
38,29.586101694915254,128.40474576271185,488.5220338983051,3878.0,1.4070762205347314,10228.041355932204,7828.707118644068,40485.24745762712,Bi_3,Bi OE,0.0549504249281445,0.755961029373439,-20.008678774423707,85,True,17500,30000
39,27.211886304909562,149.72868217054264,563.5369509043927,2476.0,1.2398091084093619,7648.974160206718,7122.716279069768,26756.02842377261,Bi_3,Bi OE,-0.13697524818173668,0.7217123640877167,-21.10972373917724,85,True,17500,30000
40,27.096652719665272,406.1200836820084,340.1012552301255,2847.0,1.390115287129488,20946.203765690378,7633.616317991632,21368.206276150628,Bi_3,Bi OE,0.38279048729387277,0.15987183729706578,-27.490512963135508,85,True,17500,30000
41,25.516201620162015,410.53735373537353,311.14716471647165,2722.0,1.6353857798785463,15089.713771377137,7884.457245724572,4524.646714671467,Bi_3,Bi OE,0.454714070732088,0.14688610357481136,-29.659693748829874,85,True,17500,30000
42,26.89767841788478,554.3073946689595,256.30266552020635,2787.0,1.2772082491838612,16646.708512467754,8785.285038693035,6537.458297506449,Bi_3,Bi OE,0.5693338613735022,-0.15883038190366872,-30.441834319848763,85,True,17500,30000
43,31.18311506080449,587.3884471468663,229.539055191768,5256.0,1.2411405264369753,18780.08161833489,9630.157623947614,28741.585594013097,Bi_3,Bi OE,0.6314121628290617,-0.2311278110903352,-26.926152287743054,85,True,17500,30000
44,29.174042899809937,608.3472712462666,232.04317132772198,4559.0,1.3679321343808315,23861.09095845778,9934.316589736627,31937.052131414606,Bi_3,Bi OE,0.6216517922275986,-0.2742591556580243,-29.04894875519912,85,True,17500,30000
45,32.37751159196291,757.5703245749613,492.9202086553323,7683.0,1.1954351011496924,18720.802936630604,8980.332302936631,7861.522797527048,Bi_3,Bi OE,-0.05736267581304244,-0.5493812390497592,-22.000992019672324,85,True,17500,30000
46,28.141087130295762,787.8069544364508,455.4180655475619,3173.0,1.7061010335395668,36575.87290167866,10046.139088729016,5318.046762589928,Bi_3,Bi OE,0.0317410962943927,-0.6170430208358577,-27.189145410093488,85,True,17500,30000
47,27.126788357178096,883.3260976813024,556.5046867291563,2661.0,1.4963854865839339,14868.416872224963,8120.906758756783,3337.2747903305376,Bi_3,Bi OE,-0.23754979977190105,-0.8018501810205343,-27.004906810040225,85,True,17500,30000
48,28.288750648004147,88.06635562467599,563.5764644893727,2387.0,1.314946544092358,9249.881804043545,6770.716433385173,37055.25090720581,Bi_3,Bi OE,-0.12708619118613296,0.8496818027188333,-19.55529363116262,85,True,17500,30000
49,27.773885350318473,188.98862602365787,450.9786169244768,2814.0,1.1993186285366968,6887.762056414923,7322.2161055505,33969.753412192906,Bi_3,Bi OE,0.13938060845093414,0.6252609356818859,-23.008708387386534,85,True,17500,30000
50,30.594615384615384,772.1903846153846,481.56961538461536,3720.0,1.5406790697691573,16849.349615384614,9485.106153846154,19039.941923076924,Bi_3,Bi OE,-0.031298868872251195,-0.5812009895694403,-24.11414236538149,85,True,17500,30000
51,32.29126213592233,740.4216366158114,512.8457697642164,4778.0,1.3085154337645206,11733.626074895978,9215.363106796116,4171.915950069348,Bi_3,Bi OE,-0.10464008500943633,-0.5111391144587043,-21.57268994243507,85,True,17500,30000
52,26.474892395982785,844.7360114777618,494.14777618364417,2158.0,1.8023776053663252,17155.147058823528,8657.481348637015,3549.881635581062,Bi_3,Bi OE,-0.07477014883399957,-0.7300264470021112,-28.553164884679106,85,True,17500,30000
53,27.310061601642712,851.8850102669404,495.3162217659138,611.0,1.3629626467942921,17870.65708418891,8930.435318275155,3692.205338809035,Bi_3,Bi OE,-0.07881735844882654,-0.7447249675976113,-27.751088084523328,85,True,17500,30000
54,29.80599144079886,78.85877318116975,609.5891583452211,1807.0,1.3820209252482853,8889.534236804566,5304.523537803138,5037.198288159771,Bi_3,Bi OE,-0.24107832452632016,0.8748777079445399,-17.085328824334148,85,True,17500,30000
55,30.457757296466973,120.55798771121351,437.3678955453149,3137.0,1.2707076416933358,15058.209677419354,6667.343701996928,11233.953533026113,Bi_3,Bi OE,0.1847143404923084,0.7654349955507731,-20.05685365389496,85,True,17500,30000
56,30.782744282744282,111.87318087318087,741.7422037422037,1330.0,1.5245861221873114,20200.24636174636,6798.689189189189,35391.77754677755,Bi_3,Bi OE,-0.5782164011728652,0.8238936500413832,-13.831532270306369,85,True,17500,30000
57,30.61888888888889,130.86388888888888,552.6988888888889,2606.0,1.4598517658482342,4689.561111111111,5371.279444444444,17668.66,Bi_3,Bi OE,-0.1065585836839823,0.7593641595074918,-17.76521232953509,85,True,17500,30000
58,31.364896073903,185.49930715935335,433.97598152424945,2770.0,1.251164396307628,11204.649422632794,6821.704849884527,25279.49145496536,Bi_3,Bi OE,0.18280841227806466,0.6301774777835558,-19.717319142648755,85,True,17500,30000
59,29.018190298507463,633.5251865671642,246.83535447761193,2626.0,1.4991508342876534,22445.110541044774,9537.194962686568,5911.536847014925,Bi_3,Bi OE,0.5804405191911104,-0.32454940781616304,-29.116065627341612,85,True,17500,30000
