label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,type,x_std,y_std,z_std,rotation,yflip,dac_threshold,soxn_threshold
1,7.74317738791423,657.9463937621832,807.2470760233919,2480.0,1.5242474519061668,36821.31530214425,10129.662768031189,41975.56822612086,Bi_1,Bi OE,0.6927024701998039,-0.43311554037150735,-53.44714823069625,-90,False,17500,30000
2,10.069577080491133,615.7494315597999,802.3733515234197,2625.0,1.3718525082389592,35692.09549795362,11528.349249658935,38299.68713051387,Bi_1,Bi OE,0.6885755249212251,-0.32212317678006197,-52.17412908509676,-90,False,17500,30000
3,11.858189429618001,635.5190999476714,782.2072213500785,2262.0,1.3749097713645306,35622.08424908425,12049.932496075353,39439.422815279955,Bi_1,Bi OE,0.6325114809463575,-0.36941657733657884,-49.61618677755196,-90,False,17500,30000
4,15.1015625,589.265625,772.2400568181819,1712.0,1.3850895540988768,17209.27130681818,10976.94034090909,8103.235795454545,Bi_1,Bi OE,0.6160432222581567,-0.24677774472165903,-47.470680183057226,-90,False,17500,30000
5,18.01816051552431,618.4803749267721,771.182776801406,2107.0,1.354206764206472,31255.424721734038,10988.431751611013,9710.130638547158,Bi_1,Bi OE,0.6075989731380731,-0.3224311641972143,-43.772014310373876,-90,False,17500,30000
6,15.910883280757098,634.6253943217665,799.1766561514196,1563.0,1.6009184379898327,19633.900630914828,11389.496845425867,6394.657728706625,Bi_1,Bi OE,0.6767610894173144,-0.3702360198404808,-45.79817936633398,-90,False,17500,30000
7,19.61694290976059,745.5948434622468,564.8486187845303,3562.0,1.3289532851461994,24090.9985267035,10048.601104972377,5554.917127071823,Bi_1,Bi OE,0.04831010150835224,-0.6117455552261886,-36.27629010480008,-90,False,17500,30000
8,17.57117198024248,783.9214189492591,565.8064660978895,2798.0,1.4089953394552717,15443.635383924562,10408.297709923665,4302.199371351594,Bi_1,Bi OE,0.04308281441911066,-0.7118550726120676,-37.32252081066618,-90,False,17500,30000
9,15.066717791411042,806.0674846625767,411.86196319018404,1507.0,1.5409490065976899,16444.578987730063,9015.807515337423,3623.32745398773,Bi_1,Bi OE,-0.35986409601882385,-0.7387021119268198,-37.34232041688868,-90,False,17500,30000
10,15.54897739504844,855.7082884822389,457.8546824542519,1184.0,1.384777405406064,9124.353067814855,6201.421959095802,2780.5177610333694,Bi_1,Bi OE,-0.2506889529222084,-0.8771617527441518,-36.119027399188845,-90,False,17500,30000
11,16.427698574338084,786.2830957230143,420.65105227427017,1719.0,1.385452401883701,23281.980312287847,10609.561439239647,3848.1568228105907,Bi_1,Bi OE,-0.33312641414600086,-0.6888727714751386,-36.61199762467642,-90,False,17500,30000
12,20.624385447394296,774.42133726647,383.62831858407077,2568.0,1.3545452394546886,23273.886430678467,9848.998525073746,4504.834316617503,Bi_1,Bi OE,-0.42643234447717226,-0.6502642075506497,-32.27296098532326,-90,False,17500,30000
13,18.811372334609075,822.9808638600329,395.93001640240567,2169.0,1.377069718384385,14382.763258611263,10392.261891744123,3393.470202296337,Bi_1,Bi OE,-0.40432765100420553,-0.7792817923091289,-32.95672255052196,-90,False,17500,30000
14,25.102026049204053,536.2011577424023,743.308972503618,3783.0,1.2340860562581553,32221.33574529667,13398.293777134588,24866.721056439943,Bi_1,Bi OE,0.5520992277048573,-0.10214389695580339,-38.516502475187295,-90,False,17500,30000
15,19.64584634603373,613.4222361024359,807.5053091817614,1862.0,1.5193756062493748,33564.92629606496,12186.046845721425,11990.559650218613,Bi_1,Bi OE,0.7026778339194102,-0.3164632140663862,-42.72660484265227,-90,False,17500,30000
16,26.230915512089105,736.571040478131,582.3922847052431,4858.0,1.4373524614729676,33869.55609888617,10555.218690573214,4972.90192882369,Bi_1,Bi OE,0.09575984003902316,-0.5913447011151568,-30.11952831676355,-90,False,17500,30000
17,21.402654867256636,758.3914227365555,592.001361470388,3547.0,1.4857861944373711,26864.249489448604,9966.462899931927,4656.611980939415,Bi_1,Bi OE,0.11610662233856028,-0.6504060035122363,-34.4890187802693,-90,False,17500,30000
18,24.039323778022787,593.9018743109151,811.9577361264242,3219.0,1.3377818124837475,45050.42410878353,12052.163175303198,14173.15361999265,Bi_1,Bi OE,0.7182514664855311,-0.2662479737190847,-38.9045941536108,-90,False,17500,30000
19,22.84013442150744,656.4047047527605,765.4551128180509,2508.0,1.3501055608597585,22992.518963034086,12133.979836773884,5729.2578012482,Bi_1,Bi OE,0.585403593093937,-0.4196937246082437,-37.88151555640653,-90,False,17500,30000
20,28.745507399577168,729.9389534883721,499.784355179704,5833.0,1.7655422398117182,23291.400634249472,11020.86733615222,8570.935253699789,Bi_1,Bi OE,-0.11663508678440693,-0.5572905393252646,-26.761461685930875,-90,False,17500,30000
21,22.56625074272133,831.0106951871658,477.2560903149138,2075.0,1.4443000003361253,18844.73321449792,9143.68568033274,3199.935234699941,Bi_1,Bi OE,-0.19529549176819883,-0.8163020427198806,-29.99530550915655,-90,False,17500,30000
22,23.457699330493,783.796104686549,422.41022519780887,2024.0,1.4294815965388668,25770.163116250762,12038.023128423616,4023.6932440657333,Bi_1,Bi OE,-0.3278165873824862,-0.6822866832358114,-29.67225505038641,-90,False,17500,30000
23,22.89364957918898,800.5677123182861,748.742922723795,1691.0,1.5910532948405032,16153.144605967866,10956.280030604437,4435.461361897475,Bi_1,Bi OE,0.5134495507441523,-0.7916489795777353,-33.82088451822452,-90,False,17500,30000
24,24.87319422150883,724.7696629213483,734.9558587479936,1516.0,1.320898805716478,34467.60032102729,10900.090690208668,12382.516853932584,Bi_1,Bi OE,0.49292940180966194,-0.5914073253935412,-33.67048525393335,-90,False,17500,30000
25,24.629820051413883,761.3714652956298,490.7519280205656,2021.0,1.4357482050402075,22599.563624678663,10596.096401028277,5263.292416452442,Bi_1,Bi OE,-0.14642405770918931,-0.6375785666564677,-29.93521403440628,-90,False,17500,30000
26,25.52710843373494,787.1164658634539,305.80873493975906,2354.0,1.3346431821952751,21052.6390562249,11071.479417670682,4318.4774096385545,Bi_1,Bi OE,-0.6301928439960169,-0.6673329132903293,-26.077295798716726,-90,False,17500,30000
27,24.62093227792436,804.9190853122252,205.76341248900616,1363.0,1.537625032136351,28046.575197889182,9963.62796833773,4070.597185576077,Bi_1,Bi OE,-0.8927117552938627,-0.6936111863944567,-25.279137358427043,-90,False,17500,30000
28,25.379933110367894,638.8515050167224,852.8267558528428,1775.0,1.7477275083456743,35053.35117056856,12828.321070234113,41373.61538461538,Bi_1,Bi OE,0.8151311488174688,-0.39140662947843197,-36.88377212098051,-90,False,17500,30000
29,27.538387715930902,791.0201535508637,472.0873320537428,2534.0,1.2657204988613306,19379.17274472169,9794.531669865642,3804.208253358925,Bi_1,Bi OE,-0.20052689086933662,-0.710819514524535,-26.015856529750415,-90,False,17500,30000
