label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,sample,type,x_std,y_std,z_std,rotation,yflip,dac_threshold,soxn_threshold
1,4.826404494382023,590.0247191011237,703.0556179775281,2262.0,1.666044332803111,28484.757303370785,14891.874719101124,9897.221348314606,LacZ_2,LacZ OE,0.5526883651949661,-0.15618170709258639,-29.059020568554065,230,False,17500,30000
2,4.381776239907728,618.3742791234141,729.8794694348328,2272.0,1.706379873596722,37126.71107266436,15765.15570934256,60684.938869665515,LacZ_2,LacZ OE,0.6262373157172672,-0.22826956183491454,-29.279737208467875,230,False,17500,30000
3,7.02156862745098,143.11960784313726,488.78921568627453,1363.0,1.3530159882760717,25203.21274509804,12512.320588235294,7374.728431372549,LacZ_2,LacZ OE,-0.055692394777657084,1.0,-26.444650068461783,230,False,17500,30000
4,6.618948464341488,624.3685580426861,742.5413846954712,2439.0,1.642929767270048,41969.03331598126,15279.819364914107,54234.16449765747,LacZ_2,LacZ OE,0.6601333965910214,-0.2429191589679064,-26.86345322811215,230,False,17500,30000
5,6.725460886895864,782.2590931738914,539.506726457399,2402.0,1.4356859394171375,40351.87842551071,19753.442949676133,8036.722969606378,LacZ_2,LacZ OE,0.13897655884163207,-0.6776738790542863,-32.18076762128025,230,False,17500,30000
6,4.654958677685951,827.1115702479339,571.444214876033,1283.0,1.6029183578804298,27082.64876033058,17651.120867768594,55878.26549586777,LacZ_2,LacZ OE,0.22767675185105896,-0.7926763025989045,-34.095452405914344,230,False,17500,30000
7,7.238425925925926,342.087962962963,638.7256944444445,1141.0,1.3674805314932592,19619.395833333332,14507.52662037037,6633.063657407408,LacZ_2,LacZ OE,0.35913772600609795,0.4903554908889969,-25.382401773695392,230,False,17500,30000
8,6.838111298482294,802.7107925801012,314.24873524451937,1559.0,1.5455084406906525,37088.29173693086,23961.22681281619,5871.7048903878585,LacZ_2,LacZ OE,-0.4539237691744443,-0.7527304493536436,-36.53632239071252,230,False,17500,30000
9,6.256473489519112,881.3193588162762,345.7657213316893,988.0,1.3572294754768024,40379.40813810111,24186.726263871762,4841.865598027127,LacZ_2,LacZ OE,-0.363199828960171,-0.9566733070395649,-37.30845779785946,230,False,17500,30000
10,7.530424799081516,215.02296211251436,604.9230769230769,1042.0,1.428097960628983,22189.31343283582,13981.144661308841,38604.097588978184,LacZ_2,LacZ OE,0.257788466366232,0.8216470632491235,-24.457882177637963,230,False,17500,30000
11,8.457402812241522,789.1422663358147,573.5128205128206,1482.0,1.3486123182161447,24179.561621174525,20216.006617038875,49476.34987593052,LacZ_2,LacZ OE,0.2293453625714339,-0.6926387873981854,-29.874524435792917,230,False,17500,30000
12,7.0,176.60321100917432,633.8325688073395,533.0,1.5547544526160206,19211.68119266055,14102.467889908257,5076.107798165138,LacZ_2,LacZ OE,0.33050538866821033,0.9255203938620802,-24.05631018597462,230,False,17500,30000
13,9.414250207125104,181.51118475559238,514.8458989229495,1490.0,1.3422458063703548,39465.002485501245,15777.599005799502,58025.5990057995,LacZ_2,LacZ OE,0.016645653257025605,0.9013255975773897,-23.943782584875315,230,False,17500,30000
14,10.131729667812142,489.7508591065292,760.8459335624284,2308.0,1.5916212177774893,19895.90034364261,14370.708476517755,5844.806987399771,LacZ_2,LacZ OE,0.6955078043452532,0.11307123613532877,-21.657045184023715,230,False,17500,30000
15,10.859375,703.8260869565217,670.2533967391304,1884.0,1.275609578460119,30412.184103260868,16004.776494565218,58554.518342391304,LacZ_2,LacZ OE,0.47658412212253154,-0.45900978023901184,-24.78781503867144,230,False,17500,30000
16,10.099862258953168,695.228650137741,612.771349862259,1841.0,1.4379006067975975,35115.568181818184,17549.050275482095,62082.51928374656,LacZ_2,LacZ OE,0.32401189803915575,-0.44177081267894613,-26.54900828015525,230,False,17500,30000
