label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation
1,9.572595281306715,413.66333938294014,838.9328493647913,1301.0,1.2016577051183825,1602.5235934664247,Ezi_3_b2,Ezi RNAi,-0.5405684127653152,0.014510075324001503,-51.36937198342236,95
2,8.685660018993353,420.0531813865147,827.5925925925926,1323.0,1.3189807970813925,1608.3846153846155,Ezi_3_b2,Ezi RNAi,-0.5128439875689941,0.02636617419909948,-51.23128967650097,95
3,8.735372340425531,467.2938829787234,813.9441489361702,1208.0,1.3008019004507263,2155.011968085106,Ezi_3_b2,Ezi RNAi,-0.4679415455793092,0.13631142582586508,-49.41648315827114,95
4,10.690743338008415,481.5308555399719,824.7833099579243,1912.0,1.6799722648951796,2097.1935483870966,Ezi_3_b2,Ezi RNAi,-0.4886093120965418,0.17419098182736592,-48.1693293220647,95
5,9.00462962962963,499.2361111111111,810.2743055555555,1302.0,1.4824995342028995,2221.3958333333335,Ezi_3_b2,Ezi RNAi,-0.4502015735348135,0.21241915847386572,-48.413082841070654,95
6,9.589080459770114,616.8917624521073,802.2547892720306,1674.0,1.623783097265522,2005.971264367816,Ezi_3_b2,Ezi RNAi,-0.39721916884824504,0.49450566716493394,-45.57657931460218,95
7,8.29066265060241,633.1596385542168,786.9201807228916,926.0,1.5237991442187366,2339.218373493976,Ezi_3_b2,Ezi RNAi,-0.3574447109938095,0.5289911786474952,-45.38534889557982,95
8,11.455536912751677,462.82214765100673,828.746644295302,1512.0,1.2562783834564384,1642.4429530201342,Ezi_3_b2,Ezi RNAi,-0.5032799870058946,0.13018550740061596,-47.98737698157328,95
9,8.463556851311953,514.5102040816327,792.8483965014577,637.0,1.4577970362542876,1788.9504373177842,Ezi_3_b2,Ezi RNAi,-0.40613578526634764,0.24383002859634795,-47.308105391714825,95
10,9.064432989690722,540.8067010309278,819.7860824742268,672.0,1.5613638691398473,1761.2371134020618,Ezi_3_b2,Ezi RNAi,-0.45938389946182956,0.316016419933,-48.575381403523686,95
11,8.033783783783784,586.8085585585585,791.9797297297297,741.0,1.8688230980857858,1894.3108108108108,Ezi_3_b2,Ezi RNAi,-0.38261143802521236,0.4184665036158335,-46.686085511106164,95
12,9.144370860927152,636.6,801.0701986754967,1068.0,1.2572865445755925,2106.426490066225,Ezi_3_b2,Ezi RNAi,-0.38859953695496197,0.5418114046962732,-45.655247552472076,95
13,8.79076923076923,654.1107692307693,822.04,590.0,1.5778574025517336,1808.0646153846153,Ezi_3_b2,Ezi RNAi,-0.43077297343477805,0.5908498674510547,-47.50031407630141,95
14,11.98960880195599,387.2530562347188,847.3569682151589,2223.0,1.588747452233651,2480.2720048899755,Ezi_3_b2,Ezi RNAi,-0.5679352258018315,-0.04671901706104242,-50.01318643901234,95
15,12.862783171521036,410.6957928802589,828.3818770226537,2017.0,1.4990125160399,1858.3857605177993,Ezi_3_b2,Ezi RNAi,-0.5182085124539615,0.003951922414711095,-47.26055316310793,95
16,12.480978260869565,435.85778985507244,804.1204710144928,1583.0,1.4177050901706818,1823.2545289855072,Ezi_3_b2,Ezi RNAi,-0.4557710455012295,0.057108296801909875,-45.299184435161024,95
17,11.78950403690888,447.05594002306805,826.513264129181,2376.0,1.4464463565391255,1647.336216839677,Ezi_3_b2,Ezi RNAi,-0.5029744847516782,0.0913297613135493,-47.68376698985602,95
18,11.392795883361922,463.5711835334477,806.8353344768439,775.0,1.3336194802764363,2208.6415094339623,Ezi_3_b2,Ezi RNAi,-0.4534725717535877,0.1250257807614923,-46.2323681495347,95
19,11.690178571428572,468.49285714285713,798.2883928571429,1851.0,1.6886099144139037,2434.8,Ezi_3_b2,Ezi RNAi,-0.43273054428576196,0.13421108548937477,-45.1643972545186,95
20,9.209580838323353,484.9940119760479,803.2155688622754,939.0,1.573130807502424,2392.486526946108,Ezi_3_b2,Ezi RNAi,-0.43850158659528315,0.1757160543326297,-47.81937914669918,95
21,10.893141945773525,488.21371610845296,814.3588516746412,921.0,1.2515785543629143,2157.0494417862838,Ezi_3_b2,Ezi RNAi,-0.46307817931781936,0.18704028030979036,-47.017300416913294,95
22,11.412654745529574,576.2874828060523,809.2792297111416,1241.0,1.7533085861971027,1789.1279229711142,Ezi_3_b2,Ezi RNAi,-0.42552221367640675,0.3984957867402392,-44.88843217189748,95
23,11.04054054054054,591.3963963963964,836.6148648648649,887.0,1.4296858043742906,2269.1463963963965,Ezi_3_b2,Ezi RNAi,-0.48280788214667636,0.4437492381662471,-47.3095546824485,95
24,12.167776298268974,595.1651131824234,806.866844207723,1141.0,1.5016774629623835,2306.010652463382,Ezi_3_b2,Ezi RNAi,-0.4146010560993313,0.44339353614004606,-43.681434807694615,95
25,9.116438356164384,661.4383561643835,809.7910958904109,714.0,1.8854315050321058,1641.027397260274,Ezi_3_b2,Ezi RNAi,-0.4009462130740805,0.6046775907375792,-46.06622652577487,95
26,11.95011086474501,652.7150776053215,801.5753880266076,1408.0,1.7454923221059007,1922.6807095343681,Ezi_3_b2,Ezi RNAi,-0.3854921472024325,0.5809407687495214,-42.68286359108471,95
27,11.227963525835866,423.78723404255317,807.6231003039513,588.0,1.4564223070305355,1899.303951367781,Ezi_3_b2,Ezi RNAi,-0.4670414578508859,0.029028945730556144,-47.00012204729146,95
28,11.543610547667344,490.5466531440162,836.1815415821501,1329.0,1.754798785563786,2128.338742393509,Ezi_3_b2,Ezi RNAi,-0.5118820111436402,0.19962413475039287,-48.137610827923616,95
29,11.107551487414188,583.6681922196797,823.3798627002288,697.0,1.411092572626943,2041.9130434782608,Ezi_3_b2,Ezi RNAi,-0.4551731026915552,0.42084066867057013,-46.25567631372132,95
30,11.03244837758112,613.2728613569321,819.4424778761062,1362.0,1.4739207397675005,1984.2669616519174,Ezi_3_b2,Ezi RNAi,-0.43745634687265955,0.49121030111189135,-45.60500396550235,95
31,14.348168752897543,363.5948076031525,811.8729717199815,2689.0,1.5880046990468437,2357.623551228558,Ezi_3_b2,Ezi RNAi,-0.49513410316958995,-0.11526151588807632,-45.05616334342798,95
32,15.025669642857142,365.46707589285717,859.9838169642857,2992.0,1.811889967157498,1942.146763392857,Ezi_3_b2,Ezi RNAi,-0.603555183537818,-0.09542733115354551,-48.3241944705248,95
33,13.58311170212766,371.9654255319149,827.4295212765958,1826.0,1.5715321301025371,2460.0545212765956,Ezi_3_b2,Ezi RNAi,-0.5276968532940134,-0.0900554878701747,-46.988445809503574,95
34,13.45242718446602,428.6077669902913,844.8339805825243,1444.0,1.5968653006182325,1464.5116504854368,Ezi_3_b2,Ezi RNAi,-0.5502222256100369,0.05251731104269575,-47.787594537377146,95
35,12.721906923950057,470.20090805902385,840.1782065834279,1314.0,1.6385077941686805,1747.4846765039727,Ezi_3_b2,Ezi RNAi,-0.5271934977048041,0.15166611496797655,-47.5685112296302,95
36,12.781329923273658,479.079283887468,808.497442455243,1117.0,1.3913618434353037,2246.5780051150896,Ezi_3_b2,Ezi RNAi,-0.45289181484892227,0.16306407606390017,-44.775876732628745,95
37,13.514935988620199,496.68705547652917,827.8620199146515,1110.0,1.3414581520183875,2254.9061166429588,Ezi_3_b2,Ezi RNAi,-0.4916127170900304,0.21181933468025416,-45.40381790677272,95
38,12.778319123020706,505.8233861144945,844.3800243605359,1025.0,1.3005443893162596,1697.0365408038977,Ezi_3_b2,Ezi RNAi,-0.526128675621293,0.2391835906368185,-47.376702208054176,95
39,11.122641509433961,546.2012578616352,841.5094339622641,566.0,1.5854597869233527,1957.6132075471698,Ezi_3_b2,Ezi RNAi,-0.5073228216039566,0.3359664027879179,-48.24324226423343,95
40,13.348771266540643,548.9158790170133,809.8610586011342,1553.0,1.609326463813739,2046.2674858223063,Ezi_3_b2,Ezi RNAi,-0.43533992601868254,0.3324486783232805,-43.37758861108198,95
41,13.181192660550458,616.4036697247707,762.098623853211,830.0,1.739262778803751,1998.8394495412845,Ezi_3_b2,Ezi RNAi,-0.3072006754211448,0.4805235534794541,-38.69129659657318,95
42,12.88955223880597,639.2567164179104,819.5283582089552,514.0,1.4516693891251964,1448.1283582089552,Ezi_3_b2,Ezi RNAi,-0.43028721102497036,0.55408777971299,-43.409764297143546,95
