label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation
1,3.5200341005967606,282.6104006820119,653.8908780903665,1528.0,1.490150565098699,2302.8141517476556,Ezi_2_b2,Ezi RNAi,-0.29570365284363187,-0.6184990668570948,-44.49673617943036,125
2,2.8485113835376534,309.0875656742557,781.0569176882663,1415.0,1.4237279316533331,2550.9772329246935,Ezi_2_b2,Ezi RNAi,-0.5436833998104331,-0.5218911436573883,-49.659712882217505,125
3,1.5185810810810811,320.1942567567568,626.6418918918919,783.0,1.8829057730467422,1907.581081081081,Ezi_2_b2,Ezi RNAi,-0.23315086173260025,-0.5350194190128812,-46.386680771733026,125
4,2.78395552025417,320.176330420969,795.7918983320095,1533.0,1.509217805659754,2135.748212867355,Ezi_2_b2,Ezi RNAi,-0.5706952651267319,-0.4913568951118209,-50.40275977258298,125
5,1.4926686217008798,325.4926686217009,782.1803519061583,806.0,1.9088362788642959,1956.5601173020527,Ezi_2_b2,Ezi RNAi,-0.5423222753968585,-0.48212155677589075,-51.37296476199582,125
6,2.8691950464396285,329.3506191950464,758.1880804953561,1618.0,1.5376883622694442,1973.4605263157894,Ezi_2_b2,Ezi RNAi,-0.49370719080007586,-0.4789321723041522,-49.32434672727517,125
7,2.222351571594878,332.35389988358554,612.9743888242142,1039.0,1.5110386010023376,2020.1688009313154,Ezi_2_b2,Ezi RNAi,-0.2033122450407353,-0.5091873493230388,-45.49628743170649,125
8,4.26595744680851,338.4609929078014,688.0929078014184,2002.0,1.78402514767597,2500.395744680851,Ezi_2_b2,Ezi RNAi,-0.35198632944834274,-0.47497038257594304,-45.91964985542672,125
9,5.7207615593835,331.30099728014505,699.0271985494107,1967.0,1.5353423143491287,2277.7325475974617,Ezi_2_b2,Ezi RNAi,-0.3754234951291959,-0.4893326114587804,-44.666125022901866,125
10,1.7177589852008457,334.1871035940803,806.747357293869,1186.0,1.60084808424604,1986.8287526427061,Ezi_2_b2,Ezi RNAi,-0.5894808838561805,-0.45480793788246654,-52.086343606028024,125
11,4.232507288629738,334.20991253644314,630.9970845481049,1765.0,1.4164246907635256,2052.9008746355685,Ezi_2_b2,Ezi RNAi,-0.2389870056557234,-0.4999511641471206,-44.08675163252393,125
12,1.931578947368421,335.51184210526316,777.0473684210526,983.0,1.6048550380059112,1975.8802631578947,Ezi_2_b2,Ezi RNAi,-0.5299550400639077,-0.4592635696811833,-50.97152527517043,125
13,3.9371614301191764,336.97291440953416,703.8819068255688,1330.0,1.4271752024272342,2269.80931744312,Ezi_2_b2,Ezi RNAi,-0.38378710229190616,-0.4745035794256329,-46.71183952567833,125
14,3.2896296296296295,338.0814814814815,746.5333333333333,1597.0,1.521870230545964,1922.5792592592593,Ezi_2_b2,Ezi RNAi,-0.4686041905211257,-0.4608639343172145,-48.712371893552614,125
15,4.193627450980392,325.0138888888889,647.1903594771242,1682.0,1.508565918832756,2317.128267973856,Ezi_2_b2,Ezi RNAi,-0.27326679108056995,-0.5179489627789143,-44.44996093212765,125
