label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,r,theta,rotation
1,18.610981308411215,286.8551401869159,756.7079439252336,994.0,1.3022716931453175,1191.7056074766356,Ezi_3,E(z) RNAi,0.4223633329859775,-0.6328356575522056,-29.01339604660445,0.7608362205629777,-0.9822765657923214,-10
2,20.457597173144876,297.8816254416961,758.2985865724381,1352.0,1.4224179154845598,1512.839222614841,Ezi_3,E(z) RNAi,0.430545715065078,-0.6016618756258558,-27.23693336633896,0.7398422976165407,-0.9496809839980177,-10
3,18.624394966118103,316.4162633107454,723.3949661181026,1352.0,1.3781468999838984,1256.080348499516,Ezi_3,E(z) RNAi,0.35103670046372626,-0.5321835297736919,-31.58852851957696,0.637531234085708,-0.9876909435899403,-10
4,19.154649947753395,331.36886102403344,781.6415882967607,1182.0,1.2338880938156989,1475.9205851619645,Ezi_3,E(z) RNAi,0.5027861600681796,-0.5160914103305827,-27.550013416948673,0.7205166664089839,-0.7984561542780723,-10
5,18.013824884792626,342.7857142857143,860.2073732718894,567.0,1.676590227808879,1044.3986175115208,Ezi_3,E(z) RNAi,0.7041979569543835,-0.5197436629003716,-23.82118833947125,0.8752303912135494,-0.635818663050461,-10
6,22.42889518413598,635.5059490084985,921.271388101983,2302.0,1.31171685669066,1238.28611898017,Ezi_3,E(z) RNAi,0.9754506608905156,0.2957866165107168,-19.962623399694593,1.0193104111793432,0.2944181255975189,-10
7,19.95096921322691,306.8608893956671,787.5484606613455,1083.0,1.3038834816058014,1120.3124287343217,Ezi_3,E(z) RNAi,0.5074682369256265,-0.5894004196212979,-26.00255604041051,0.777764016998836,-0.8599561412634418,-10
8,20.389943074003796,317.60056925996207,738.2485768500949,1340.0,1.4204761119236522,1382.6612903225807,Ezi_3,E(z) RNAi,0.38841255574307487,-0.5355348908433103,-28.891780671435995,0.6615602261090244,-0.9433048599507741,-10
9,20.966492926284438,318.8242740134028,762.8272524199554,1620.0,1.2877304637108906,1538.355174981385,Ezi_3,E(z) RNAi,0.4503225800790973,-0.543374750919126,-26.758016267683146,0.7057241288673055,-0.8787682489225317,-10
10,21.303980699638117,316.3449939686369,841.0446320868516,1011.0,1.1776119974389125,1026.6899879372738,Ezi_3,E(z) RNAi,0.6449780375476282,-0.5868013067589564,-21.364480580985898,0.8719704367309756,-0.7382034028932051,-10
11,21.9740980573543,348.009250693802,817.4070305272895,1257.0,1.261787811861465,1350.2062904717855,Ezi_3,E(z) RNAi,0.5986156979020507,-0.4845310260670759,-22.695582124573846,0.7701370455940765,-0.6804580124586226,-10
12,20.821283509342,359.75548334687244,804.5962632006499,1469.0,1.2748187918374116,1246.4955320877336,Ezi_3,E(z) RNAi,0.5715195652402771,-0.44481995510318584,-24.84709121382521,0.7242233121837737,-0.6613753114024624,-10
13,20.767550702028082,408.24648985959436,833.0787831513261,1554.0,1.4736489751996533,1353.8104524180967,Ezi_3,E(z) RNAi,0.6625336537207795,-0.3183055989158251,-23.81275887937457,0.7350301331331717,-0.44787498300263234,-10
14,21.705050505050504,454.426936026936,798.929292929293,1803.0,1.2544882623827756,822.5542087542087,Ezi_3,E(z) RNAi,0.595735187493106,-0.16930403594426258,-25.773006184957723,0.6193256576345456,-0.27689303565574863,-10
15,20.820724729815637,529.8773045136682,875.673235855054,1847.0,1.42749159105847,1069.7927527018437,Ezi_3,E(z) RNAi,0.8186110032598188,0.01243735727951134,-22.881914602193206,0.8187054797142531,0.015192075810566053,-10
16,22.739771965124078,546.2213279678068,833.6894701542589,1921.0,1.2301166551408513,837.3098591549295,Ezi_3,E(z) RNAi,0.7199139077054109,0.07916664247586058,-23.910325364989717,0.7242536791681321,0.10952674247164355,-10
17,21.556118143459916,622.8708860759493,800.3755274261604,1400.0,1.264703642091345,1346.9400843881856,Ezi_3,E(z) RNAi,0.6679355379667604,0.3154281760614377,-28.39827150810926,0.738669626512686,0.4411968292145993,-10
18,19.569651741293534,631.8980099502487,931.4925373134329,579.0,1.3066058623712526,957.9303482587064,Ezi_3,E(z) RNAi,1.0,0.2804336661449298,-22.104746266050086,1.0385774121881748,0.27341079627734594,-10
19,20.42125237191651,633.4800759013283,789.3738140417457,1231.0,1.15951602297152,1326.1764705882354,Ezi_3,E(z) RNAi,0.6449004832445715,0.351024168714519,-30.39844504942522,0.7342442375060229,0.49846226548740624,-10
