label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,r,theta,rotation
1,9.953183520599252,151.9812734082397,593.1816479400749,1468.0,1.396888936516968,666.2013108614232,Ezi_1,E(z) RNAi,0.09501593435546618,0.938049859689295,-38.082752864705,0.9428497054380133,1.4698496986082787,-110
2,13.464615384615385,768.2540659340659,559.4989010989011,3032.0,1.2680207385821507,841.4901098901099,Ezi_1,E(z) RNAi,0.2990384311503054,-0.6653412979429816,-39.05619725097043,0.7294539231872615,-1.1483988939442409,-110
3,7.911676646706587,780.3001497005988,563.1122754491018,1698.0,1.3266880526810634,882.5860778443114,Ezi_1,E(z) RNAi,0.3152799139612532,-0.6946275183528314,-44.594640892177914,0.7628294785864194,-1.1447176425855763,-110
4,9.451916124367317,782.1626898047722,468.75488069414314,1660.0,1.2292661408260281,592.2581344902386,Ezi_1,E(z) RNAi,0.05320232950141057,-0.7416309023087819,-45.285977396980535,0.7435367395924123,-1.4991820682299546,-110
5,11.968716861081655,161.3626723223754,593.1961823966066,2635.0,1.6375716808694105,861.1739130434783,Ezi_1,E(z) RNAi,0.09946778304729809,0.9138264354847945,-36.12366479639228,0.9192239085528561,1.4623755986430929,-110
6,11.154970760233919,174.15131578947367,507.7580409356725,1817.0,1.4890584728690373,768.1388888888889,Ezi_1,E(z) RNAi,-0.13232820812855217,0.8427111050965213,-39.02389365718599,0.8530373739288998,1.7265512426754908,-110
7,9.033737024221454,210.39359861591694,561.3382352941177,1404.0,1.269318055487946,657.9861591695502,Ezi_1,E(z) RNAi,0.034610364811233696,0.7733052346570741,-40.10099577475373,0.7740793649881123,1.5260697670358339,-110
8,8.853629976580796,212.4192037470726,549.155737704918,1114.0,1.3158824172359973,608.0327868852459,Ezi_1,E(z) RNAi,0.0016606836858030771,0.762645841577051,-40.579802908547435,0.7626476496686215,1.5686188009100221,-110
9,11.301260783012609,770.1307232913073,502.7611147976111,2089.0,1.5197149165831505,734.8845388188454,Ezi_1,E(z) RNAi,0.14200889852726406,-0.6954747293333589,-42.5650365711945,0.709825067465383,-1.3693753055788425,-110
10,10.798039215686275,789.381045751634,409.0967320261438,1893.0,1.193995223625523,790.7450980392157,Ezi_1,E(z) RNAi,-0.10959962305545123,-0.7869269312189322,-45.38707735721782,0.7945225437025327,-1.7091816015501395,-110
11,11.614257161892072,813.63491005996,503.11392405063293,1743.0,1.1852176033475377,745.5009993337775,Ezi_1,E(z) RNAi,0.16401465270695548,-0.8074435390051014,-42.50441530207469,0.8239331738579688,-1.3703945807980211,-110
12,8.663990825688073,840.3669724770642,452.92316513761466,1066.0,1.1943430679677294,539.5045871559633,Ezi_1,E(z) RNAi,0.037296859254216885,-0.8986880028613424,-46.79478126894607,0.8994616068499739,-1.5293186746721839,-110
13,9.827794561933535,175.20040281973817,544.1993957703927,1126.0,1.1498977572635674,707.1983887210473,Ezi_1,E(z) RNAi,-0.030211123697422293,0.8563255641034437,-39.499599359179854,0.8568583218549856,1.6060616510746326,-110
14,10.931414055884844,776.6384419983066,533.618966977138,1442.0,1.373128893098881,691.8221845893311,Ezi_1,E(z) RNAi,0.2311504894566483,-0.6984479937770243,-42.24775555239907,0.7357038458423323,-1.2511934318007398,-110
15,11.201793721973095,781.160794362588,547.8513773222294,1952.0,1.381078412544206,749.976937860346,Ezi_1,E(z) RNAi,0.2729727846739507,-0.7037502448687615,-41.66969496303537,0.7548367693253243,-1.2007790476100215,-110
16,9.889689978370583,785.3280461427541,508.6344628695025,1723.0,1.2633023352339507,712.6618601297765,Ezi_1,E(z) RNAi,0.16581140331833466,-0.7319799141143639,-43.92903751670117,0.7505251602293338,-1.3480312929723937,-110
17,10.993166287015946,795.5573272589218,497.40015186028853,1599.0,1.2292220167327055,667.1009870918755,Ezi_1,E(z) RNAi,0.13939096826688258,-0.7633913224623562,-43.15147022078911,0.7760129852297603,-1.3901915660742266,-110
18,10.731225296442688,139.8010540184453,534.6021080368906,1039.0,1.5715508494948718,739.600790513834,Ezi_1,E(z) RNAi,-0.0741282373571518,0.9432442666056786,-38.61019553214439,0.9461525997735053,1.6492237220852493,-110
19,12.513513513513514,146.92411642411642,571.7567567567568,1170.0,1.2662909067693722,711.0446985446986,Ezi_1,E(z) RNAi,0.03271914138251897,0.9414429861513205,-35.99695370394771,0.9420113791172189,1.5360560631279212,-110
20,12.156314699792961,151.90372670807454,517.5310559006211,1191.0,1.137726948642712,730.6677018633541,Ezi_1,E(z) RNAi,-0.11592399092269845,0.9043883046716219,-37.65965346583569,0.9117875724631568,1.6982806170025466,-110
21,14.877362637362637,175.99956043956044,590.7402197802198,3333.0,1.390542296497441,656.8619780219781,Ezi_1,E(z) RNAi,0.09952281277568309,0.8749315268261011,-33.361331005137835,0.8805736578486981,1.4575338905967772,-110
22,10.893318965517242,181.13038793103448,574.3146551724138,1114.0,1.3107474041521225,661.1821120689655,Ezi_1,E(z) RNAi,0.056492190816033405,0.8544721419925108,-37.76138087659025,0.8563375555611611,1.5047788476120838,-110
23,10.7875,189.96022727272728,558.1511363636364,1067.0,1.2847967166301595,562.3795454545455,Ezi_1,E(z) RNAi,0.015737757793020668,0.8244961440813376,-38.30034045187125,0.8246463294196765,1.551710916852818,-110
24,9.443251533742332,202.26687116564418,596.5705521472393,797.0,1.403976988535531,604.6932515337423,Ezi_1,E(z) RNAi,0.12881197728558802,0.8099821298452268,-38.814006201999234,0.8201607014243201,1.41308637014008,-110
25,11.873793615441722,784.9643652561247,353.63251670378617,1602.0,1.1320137823152652,717.2650334075723,Ezi_1,E(z) RNAi,-0.2663279563442065,-0.8003562554700251,-45.59010269264047,0.8435050183611723,-1.8920323771792178,-110
26,12.182194616977226,112.6583850931677,485.13457556935816,672.0,1.1527924450926637,746.592132505176,Ezi_1,E(z) RNAi,-0.2251654617512363,0.9910538767573196,-38.16090614143891,1.0163106177745855,1.7942018727494533,-110
27,13.607441154138193,175.44722854973423,466.2809415337889,1666.0,1.1943760024129442,790.3606681852696,Ezi_1,E(z) RNAi,-0.24741127013942976,0.820773731903897,-37.55574861885026,0.8572525039773614,1.8635706114288277,-110
28,13.373410404624277,769.3086705202312,575.3121387283237,1160.0,1.34264587585192,737.6624277456648,Ezi_1,E(z) RNAi,0.343610302322201,-0.6609907481699422,-38.781651003292396,0.7449676563638279,-1.0914019493071525,-110
29,13.182437031994555,801.7168141592921,437.49557522123894,1759.0,1.1758369365354624,715.0217835262083,Ezi_1,E(z) RNAi,-0.024662539163068042,-0.8060904516348576,-42.40912633920064,0.806467641666334,-1.6013820360659698,-110
30,12.847631241997439,121.34443021766965,478.2419974391805,1132.0,1.7232346555490299,620.0768245838668,Ezi_1,E(z) RNAi,-0.2402087184033861,0.9655711326144254,-37.70985683414044,0.9950014274036503,1.814620507364602,-110
31,16.637931034482758,134.18592730661697,607.636533084809,3145.0,1.5890992078492645,875.0363466915192,Ezi_1,E(z) RNAi,0.12626127689349986,0.990197356067825,-30.953301211175372,0.9982147634685073,1.4439695114545241,-110
32,17.219600725952812,167.83076225045372,482.54854809437387,2793.0,1.4335518711328694,809.3480036297641,Ezi_1,E(z) RNAi,-0.20599969018744557,0.8475781379392406,-33.516300947931285,0.8722525851322391,1.8092185404999448,-110
33,12.691696113074205,763.0971731448764,524.0962897526501,1338.0,1.2179575032073744,578.6166077738516,Ezi_1,E(z) RNAi,0.1979600262811414,-0.6678505089804992,-40.63092415909353,0.6965719448490171,-1.2826329741489353,-110
34,13.111321948134092,781.9531941808982,437.9095509171411,2022.0,1.5670307669267263,782.8886780518659,Ezi_1,E(z) RNAi,-0.03306415360141124,-0.7549691174254787,-42.35209969001349,0.7556927990391227,-1.6145637309652447,-110
35,13.496728138013088,785.82748364069,423.79535990481855,2087.0,1.240203431360357,809.9851279000595,Ezi_1,E(z) RNAi,-0.07053683287526014,-0.77127076225906,-42.3220809531543,0.7744895309219769,-1.6619979628612949,-110
36,13.100603621730382,804.1716968477532,478.6767270288397,1737.0,1.3258659729424613,733.8021462105969,Ezi_1,E(z) RNAi,0.09126165441601497,-0.794013351514326,-41.53676264697756,0.7992408222493147,-1.4563613018728947,-110
37,14.463133640552995,150.9884792626728,618.1520737327189,591.0,1.285569680703236,602.3963133640553,Ezi_1,E(z) RNAi,0.1638213003822908,0.9516493590569284,-32.98070105410618,0.9656468925297732,1.400322546866225,-110
38,14.410742496050553,803.5418641390205,581.1461295418642,1757.0,1.3607255331186978,753.0987361769352,Ezi_1,E(z) RNAi,0.37635710153997914,-0.7466360475911531,-37.81241880057321,0.836128013788626,-1.103897734076936,-110
39,17.58091286307054,147.99834024896265,460.149377593361,1509.0,1.1749508009695884,650.7917012448132,Ezi_1,E(z) RNAi,-0.2780196511284959,0.8886715832892436,-33.563291963720715,0.931145589776068,1.8739987396064621,-110
40,13.789285714285715,201.14642857142857,534.775,1131.0,1.510345737182382,641.7273809523809,Ezi_1,E(z) RNAi,-0.044166205655168045,0.7851437648955215,-35.91641827952181,0.7863850108415651,1.6269894857908092,-110
41,14.041811846689896,201.60511033681766,575.4425087108013,1093.0,1.3317818378577435,610.7235772357724,Ezi_1,E(z) RNAi,0.069340474618377,0.8021272451280341,-34.70992124177549,0.805118760678815,1.4845649696216046,-110
42,15.246418338108883,765.8271251193887,590.683858643744,1299.0,1.2607811612236592,668.720152817574,Ezi_1,E(z) RNAi,0.38463492079909267,-0.6451979778838277,-36.52668761641871,0.7511487555494614,-1.0332123505171635,-110
43,13.461538461538462,769.9807692307693,714.0504807692307,633.0,1.6800896488159316,831.8557692307693,Ezi_1,E(z) RNAi,0.7304581878488139,-0.6007303850623542,-35.433449424759694,0.945751637446395,-0.6882523087106382,-110
44,14.8862660944206,150.58154506437768,476.6158798283262,587.0,1.1692724081904575,556.8025751072961,Ezi_1,E(z) RNAi,-0.23072525022476953,0.8894421358943507,-35.885206740992054,0.9188805440293026,1.8246064667425508,-110
45,14.394495412844037,210.07339449541286,520.8369011213048,1218.0,1.4259747824547164,710.7125382262997,Ezi_1,E(z) RNAi,-0.0787181460479891,0.7558934187827697,-35.692782629409635,0.7599811886332031,1.6745615086001144,-110
46,16.74051282051282,221.54051282051282,658.1333333333333,1212.0,1.3691775809902744,667.3671794871794,Ezi_1,E(z) RNAi,0.30919246237487763,0.7876300973021424,-30.18594184103252,0.8461448746908666,1.1967197206248295,-110
