label,centroid_x,centroid_y,centroid_z,area,aspherity,int,sample,type,x_std,y_std,z_std,rotation,int_threshold
1,29.951354679802957,318.1502463054187,351.33128078817737,3530.0,1.4029733437753587,23749.845443349754,mChi_3,mCherry RNAi,0.3651116862284638,-0.6490715981713369,-22.43867664760098,80,2000
2,8.438095238095238,372.95238095238096,238.92294372294373,1404.0,1.4139261795328428,40731.23722943723,mChi_3,mCherry RNAi,0.6796480093366011,-0.506065402412167,-37.70280457049647,80,2000
3,7.414012738853503,383.7042766151046,242.7697907188353,1457.0,1.3529399673896356,38329.4449499545,mChi_3,mCherry RNAi,0.6710386832996456,-0.47378109171509564,-39.671849891339946,80,2000
4,10.2136,439.2136,227.8264,3266.0,1.4944124938259058,46245.1088,mChi_3,mCherry RNAi,0.7184010212755241,-0.31047319340901014,-38.8978910199462,80,2000
5,7.19358074222668,466.7928786359077,227.75125376128386,2526.0,1.5382944883130594,38654.94282848546,mChi_3,mCherry RNAi,0.7231306935015092,-0.22912890559655652,-43.51274075400177,80,2000
6,7.89205298013245,500.4086092715232,221.36754966887418,1816.0,1.317136341031338,41463.33907284768,mChi_3,mCherry RNAi,0.7448621656292704,-0.13004428670627055,-44.257529532564604,80,2000
7,9.719503790489318,447.920744314266,240.4458993797381,1814.0,1.2332969166435552,46534.36319779463,mChi_3,mCherry RNAi,0.6858067054019208,-0.28293386794196684,-40.94953874293971,80,2000
8,8.8125362739408,451.88972721996515,254.69355774811376,1961.0,1.3047568651930204,38166.93093441671,mChi_3,mCherry RNAi,0.64825935343676,-0.2693172219970619,-43.2695824790995,80,2000
9,9.246037735849056,457.6754716981132,214.9909433962264,1585.0,1.3664074530947836,43905.929811320755,mChi_3,mCherry RNAi,0.7557085375826793,-0.25761554188911784,-39.87505887044159,80,2000
10,9.397205588822356,392.78842315369263,233.92215568862275,1325.0,1.3289395437704872,29624.98502994012,mChi_3,mCherry RNAi,0.6956699163053519,-0.4476681325444598,-37.49554265851668,80,2000
11,9.613084112149533,392.76635514018693,220.71121495327102,1316.0,1.344298581343846,26033.292523364486,mChi_3,mCherry RNAi,0.731134326608956,-0.4495450022144808,-36.18061097629859,80,2000
12,10.772872680742163,416.2271273192578,266.3992322456814,2109.0,1.569844011677969,24784.369801663466,mChi_3,mCherry RNAi,0.6113579899413248,-0.3732391970585581,-40.20247449646304,80,2000
13,10.19548872180451,433.265664160401,277.81892230576443,1883.0,1.4674270738900435,31139.897869674187,mChi_3,mCherry RNAi,0.5831773299426062,-0.3211368284370123,-42.72558273540997,80,2000
14,9.152329749103943,473.7867383512545,181.74014336917563,1486.0,1.3068755673102357,37494.91487455197,mChi_3,mCherry RNAi,0.8473781443811343,-0.21443810620568482,-38.14697194483641,80,2000
15,9.428828828828829,478.2882882882883,168.83873873873873,1379.0,1.2690686641108522,38734.32072072072,mChi_3,mCherry RNAi,0.882632717349781,-0.20282375346752823,-37.06266600257955,80,2000
16,9.558983666061707,488.7640653357532,241.9189352692075,2081.0,1.5229322886263006,45739.07078039928,mChi_3,mCherry RNAi,0.6876185043198741,-0.16144033838626604,-43.62607822232543,80,2000
17,10.809992962702323,500.74947220267416,253.4567206192822,1794.0,1.3351272194475379,45650.12526389866,mChi_3,mCherry RNAi,0.6580147621215089,-0.123989286696083,-44.04388212929328,80,2000
18,10.134796238244514,382.44200626959247,227.94566353187042,1173.0,1.3365361512411364,25441.068965517243,mChi_3,mCherry RNAi,0.7101232294040491,-0.47910004143389573,-35.65812909170866,80,2000
