label,centroid_x,centroid_y,centroid_z,area,aspherity,int_0,int_1,int_2,pca_x,pca_y,pca_z,sample,condition,in_plane,inROI,TE,RFP
791,75.59309718437784,724.8819255222525,356.8038147138965,1365.0,1.5967023036603631,1331.0490463215258,1476.6049046321525,798.3814713896458,-0.5467290118163134,-0.740272371443637,-0.14075105165851198,CantonS_1,CantonS,True,True,True,True
797,76.03863037752414,744.630377524144,340.2028094820018,1644.0,1.516653370872818,1336.7313432835822,1860.00790166813,1081.233538191396,-0.6095186928590672,-0.8141035676318941,0.052072367506596606,CantonS_1,CantonS,True,True,True,True
810,77.60579064587974,317.91759465478845,334.2249443207127,1756.0,1.3207198623233156,760.7832219747587,917.2850779510022,795.1024498886414,-0.6815045040891745,0.7423741218860678,-7.838852417875742,CantonS_1,CantonS,True,True,True,False
811,76.62539682539682,329.18650793650795,321.3261904761905,1575.0,1.5748276034367825,739.4031746031746,1330.1357142857144,1091.6666666666667,-0.7305372818108838,0.699779978418611,-9.102160911064104,CantonS_1,CantonS,True,True,True,False
812,75.39451827242524,334.46179401993356,308.1495016611296,1546.0,1.564086134979239,733.8887043189369,1235.7367109634552,1434.5182724252493,-0.7812958228242168,0.6790068233006687,-10.75644010501938,CantonS_1,CantonS,True,True,True,False
828,75.79411764705883,682.9073529411764,301.3970588235294,1181.0,1.487981084954314,1050.9088235294118,1734.214705882353,1514.5632352941177,-0.768306173351635,-0.5931234300816919,-3.1108809250680878,CantonS_1,CantonS,True,True,True,True
848,77.07699194270367,297.6311548791406,365.96687555953446,1557.0,1.6787159733592611,724.2775290957923,975.0241718889883,371.3294538943599,-0.5595205410256641,0.8198085897471485,-7.5075761539104775,CantonS_1,CantonS,True,True,False,False
870,75.68637992831542,699.7544802867384,315.9462365591398,1489.0,1.7141795670543767,1282.1559139784947,947.5340501792115,684.0663082437276,-0.709453709027204,-0.6530220108444282,-2.2600977204016743,CantonS_1,CantonS,True,True,True,True
872,77.22666666666667,722.5083333333333,319.585,891.0,1.5233012806463477,1360.2416666666666,1009.865,954.9016666666666,-0.6928890006611208,-0.7355371272235247,-0.0815017057858256,CantonS_1,CantonS,True,True,True,True
886,79.5592885375494,315.701581027668,348.37450592885375,1475.0,1.555515500837874,746.5701581027668,1960.8666007905138,1759.4762845849802,-0.6267103003890891,0.7521440084591027,-5.356914943980087,CantonS_1,CantonS,True,True,True,False
887,77.95619524405507,325.57884856070086,355.4468085106383,1980.0,1.5480271195885202,740.5300375469336,1279.80225281602,1360.811639549437,-0.5976590340894142,0.7167530991865096,-6.455976982241992,CantonS_1,CantonS,True,True,True,False
889,79.6914688903143,340.46183450930084,289.2918537524054,1934.0,1.6056689252814307,759.3976908274535,889.6023091725465,908.131494547787,-0.855098627824846,0.6553827111764716,-7.105364187522042,CantonS_1,CantonS,True,True,True,False
901,78.28154631655725,672.3712618526623,289.51859956236325,1703.0,1.5482380704629692,1296.8125455871627,806.2800875273523,924.6776075857039,-0.8163808107187718,-0.5557853942240452,-1.3391051237383493,CantonS_1,CantonS,True,True,True,True
904,80.06981382978724,704.844414893617,301.4448138297872,2192.0,1.4447353985590559,1281.9335106382978,2087.373005319149,1381.7759308510638,-0.766329133503768,-0.6728451500444403,1.6357834509475282,CantonS_1,CantonS,True,True,True,True
906,78.28178243774575,720.7509829619921,306.7234600262123,1139.0,1.6024970991115413,1336.8335517693315,1613.6762778505897,1184.8374836173002,-0.7435827710013255,-0.7304448788319382,0.4088278793821303,CantonS_1,CantonS,True,True,True,True
